Contour,Area,testModel (normalized mode 1),testModel (normalized mode 2)
UID_51_14_1_all-32,44094.3,-0.745646,-1.08455
UID_51_14_2_all-24,9379.27,2.61796,-2.50098
UID_51_14_3_all-17,8419.28,1.90656,-0.349677
UID_51_14_4_all-2,4435.41,2.47738,-1.88867
UID_51_14_5_all-23,37197.7,-0.694687,-0.100329
UID_51_14_6_all-13,43084,-0.834515,-0.623736
UID_51_14_7_all-22,32596.1,-0.374832,-0.246721
UID_51_14_8_all-43,38550.6,-0.665508,-0.415172
UID_51_150_1_all-22,39528,-0.615255,-0.754569
UID_51_150_2_all-30,12626.5,1.97322,-1.16207
UID_51_150_3_all-27,37849.9,-0.656564,-0.224739
UID_51_150_4_all-18,36885.5,-0.635684,-0.233135
UID_51_150_5_all-20,39243.6,-0.703738,-0.44509
UID_51_150_6_all-19,37221.4,-0.584877,-0.413068
UID_51_151_1_all-48,46761.3,-0.929659,-1.03675
UID_51_151_2_all-25,46020.6,-0.625016,-1.63342
UID_51_151_3_all-24,39286.2,-0.75569,-0.262864
UID_51_151_4_all-33,42633.8,-0.651412,-0.999808
UID_51_152_1_all-24,48981.7,-0.436874,-2.2756
UID_51_152_2_all-25,41313.7,-0.822941,-0.452123
UID_51_152_3_all-16,13793.3,1.61283,-2.60164
UID_51_152_4_all-20,39018.1,-0.67608,-0.49644
UID_51_152_5_all-11,33628.3,-0.535417,0.0802671
UID_51_153_1_all-27,38680.4,-0.650698,-0.503657
UID_51_153_2_all-18,33883.6,-0.531339,0.0716358
UID_51_153_3_all-29,40803.3,0.000241723,-2.14412
UID_51_153_4_all-21,36943.9,-0.465437,-0.759335
UID_51_153_5_all-31,37884.2,-0.662086,-0.314706
UID_51_153_6_all-15,22079.5,1.25293,0.747124
UID_51_154_1_all-10,5198.44,2.84637,-2.54182
UID_51_155_1_all-9,31794.8,-0.462755,0.22887
UID_51_156_1_all-17,40141,-0.764938,-0.411843
UID_51_156_2_all-19,36322,-0.540209,-0.455858
UID_51_156_3_all-10,14843.2,2.3941,0.753089
UID_51_156_4_all-27,35510.6,-0.582851,-0.141361
UID_51_156_5_all-18,38878.9,-0.726714,-0.316335
UID_51_157_1_all-20,46589.6,-0.747513,-1.4211
UID_51_157_2_all-25,38672.4,-0.274954,-1.2344
UID_51_157_3_all-18,36579.2,-0.526484,-0.439885
UID_51_157_4_all-14,35190.8,-0.416329,-0.452886
UID_51_157_5_all-14,43592.6,-0.759917,-1.18717
UID_51_158_1_all-24,33447.1,-0.451755,-0.118196
UID_51_158_2_all-37,41739,-0.756091,-0.698573
UID_51_158_3_all-39,41939.7,-0.746974,-0.776102
UID_51_158_4_all-30,44464.6,-0.81546,-1.02147
UID_51_158_5_all-27,37261.1,-0.644069,-0.232309
UID_51_159_1_all-4,3118.5,2.58596,-1.68408
UID_51_15_1_all-11,45463.4,-0.970257,-0.702411
UID_51_15_2_all-14,44753.5,-0.813307,-0.860525
UID_51_160_1_all-24,33912.8,-0.543735,0.0452538
UID_51_161_10_all-27,13255.7,2.37533,-1.00843
UID_51_161_11_all-13,45823.4,-0.293274,-1.44674
UID_51_161_12_all-28,43321.8,-0.761847,-1.03917
UID_51_161_13_all-9,36249.7,-0.485175,-0.57291
UID_51_161_14_all-9,34572.4,-0.475542,-0.187716
UID_51_161_1_all-16,40221.9,-0.638537,-0.771664
UID_51_161_2_all-24,33910.8,-0.210926,-0.517182
UID_51_161_3_all-16,37251.3,-0.488669,-0.567323
UID_51_161_4_all-24,42045.8,-0.790303,-0.648019
UID_51_161_5_all-22,42535.8,-0.866578,-0.505539
UID_51_161_6_all-28,48863.3,-1.02996,-1.12295
UID_51_161_7_all-12,46251.1,-0.957665,-0.820563
UID_51_161_8_all-32,41094,-0.729853,-0.664568
UID_51_161_9_all-29,33053.7,-0.485622,0.0806013
UID_51_162_1_all-11,43865.4,-0.829761,-0.822764
UID_51_162_2_all-16,39028.9,-0.610187,-0.668363
UID_51_163_1_all-7,35567.6,-0.355876,-0.992986
UID_51_163_2_all-23,30688.6,-0.260484,-0.235519
UID_51_164_1_all-5,7718.11,2.7542,-2.11165
UID_51_164_2_all-7,42073,-0.84846,-0.519898
UID_51_164_3_all-2,34246.7,-0.557573,0.0442924
UID_51_165_1_all-13,30157.5,-0.397654,0.352178
UID_51_165_2_all-16,34591.2,-0.601497,0.0945386
UID_51_166_1_all-5,25642.4,-0.208177,0.701026
UID_51_166_2_all-21,27912,-0.301385,0.507326
UID_51_166_3_all-19,29672.6,-0.375958,0.393428
UID_51_166_4_all-19,29540.8,-0.373999,0.412062
UID_51_166_5_all-18,45350.9,-0.851688,-0.982148
UID_51_166_6_all-35,24377.7,1.80043,-0.0850919
UID_51_166_7_all-23,38409.4,-0.624069,-0.393488
UID_51_166_8_all-13,27159,-0.272711,0.605081
UID_51_166_9_all-12,5251.81,2.07024,-1.66095
UID_51_167_10_all-15,40090.5,-0.317992,-0.836039
UID_51_167_11_all-14,35764.5,-0.573971,-0.154023
UID_51_167_12_all-24,40133.8,-0.560851,-1.0714
UID_51_167_13_all-19,41656.2,-0.661344,-1.19017
UID_51_167_14_all-10,36187.7,-0.542389,-0.328091
UID_51_167_15_all-6,46221.1,-0.772457,-1.31776
UID_51_167_16_all-22,37366.3,-0.623344,-0.326441
UID_51_167_17_all-8,7400.81,2.77013,-1.36868
UID_51_167_1_all-18,41959,-0.69465,-0.985915
UID_51_167_2_all-19,35704.1,-0.495014,-0.542876
UID_51_167_3_all-20,41891.8,-0.510381,-1.74864
UID_51_167_4_all-10,29827.3,0.919052,-0.689681
UID_51_167_5_all-19,34731.5,1.85355,-0.79533
UID_51_167_6_all-13,35048.1,-0.474686,-0.38521
UID_51_167_7_all-25,36246.9,-0.435114,-0.659518
UID_51_167_8_all-19,38891.5,-0.448053,-0.977488
UID_51_167_9_all-19,9958.77,1.6916,0.920001
UID_51_168_1_all-40,38791.9,-0.625897,-0.54011
UID_51_168_2_all-13,28687.8,-0.205461,0.0658342
UID_51_168_3_all-23,6971.03,2.61466,-1.27297
UID_51_169_1_all-11,9965.85,2.78079,-2.58897
UID_51_16_1_all-18,32830.6,-0.487933,0.123054
UID_51_170_1_all-19,32788.5,-0.506822,0.160478
UID_51_170_2_all-27,38994,-0.619534,-0.512163
UID_51_171_1_all-17,39834.7,-0.661216,-0.600397
UID_51_171_2_all-20,38463.2,-0.494998,-0.701744
UID_51_171_3_all-42,36524.4,-0.615696,-0.229196
UID_51_171_4_all-29,41869.4,-0.807248,-0.517792
UID_51_172_1_all-25,48956.6,-0.824158,-1.21093
UID_51_172_2_all-20,38534.6,-0.519731,-0.794421
UID_51_173_1_all,1605.1,1.58101,3.53571
UID_51_174_1_all-30,38190.9,-0.665106,-0.357348
UID_51_174_2_all-29,35248.5,-0.604876,-0.00924041
UID_51_175_1_all-3,30178.5,-0.281893,0.00433626
UID_51_175_2_all-5,9577.76,2.44459,-1.68422
UID_51_176_1_all-15,42544.1,-0.646997,-1.10916
UID_51_177_1_all-6,38690.4,-0.709759,-0.311681
UID_51_178_1_all-27,34627.6,-0.479354,-0.216133
UID_51_178_2_all-17,37365.3,-0.636648,-0.327149
UID_51_178_3_all-18,36237,-0.594307,-0.219393
UID_51_179_1_all-9,45639.3,-0.749332,-1.27602
UID_51_17_1_all-24,41171.6,-0.785189,-0.489442
UID_51_17_2_all-33,46974.8,-0.829316,-1.34602
UID_51_17_3_all-25,39954.4,-0.709728,-0.562718
UID_51_17_4_all-29,42576.4,-0.667262,-1.1785
UID_51_17_5_all-14,39990.6,-0.745957,-0.41462
UID_51_17_6_all-24,36364.5,-0.618978,-0.140897
UID_51_180_1_all-2,3436.41,2.31065,-0.671561
UID_51_180_2_all-26,33777.1,-0.545549,0.0860466
UID_51_18_1_all-26,39866.4,-0.724684,-0.397975
UID_51_18_2_all-30,34936.2,-0.555894,-0.0777376
UID_51_18_3_all-22,41176.9,-0.781368,-0.468784
UID_51_18_4_all-39,39639.5,-0.361008,-1.31487
UID_51_19_1_all-12,4314.68,2.69855,-1.38811
UID_51_19_2_all-10,4473.97,2.47262,-2.62715
UID_51_19_3_all-19,10686.4,2.33767,-0.574136
UID_51_19_4_all-49,41921.2,-0.743649,-0.668195
UID_51_19_5_all-14,41469.3,-0.642009,-0.957691
UID_51_19_6_all-34,33523.3,-0.445528,0.0017595
UID_51_19_7_all-39,47217.8,-0.57302,-1.7563
UID_51_1_1_all-9,35921.4,-0.463775,-0.614921
UID_51_1_2_all-35,44895.3,-0.89875,-0.815952
UID_51_1_3_all-18,36002.7,-0.611776,-0.0793852
UID_51_1_4_all-23,40260.3,-0.700223,-0.598864
UID_51_21_1_all-40,46824.7,-0.998866,-0.8009
UID_51_21_2_all-9,4248.2,2.90338,-1.50844
UID_51_22_1_all-26,42321.2,-0.648536,-1.16782
UID_51_22_2_all-16,39995.8,-0.74754,-0.412215
UID_51_22_3_all-20,36287.3,-0.604226,-0.165176
UID_51_22_4_all-16,44364.6,-0.629211,-1.61935
UID_51_22_5_all-24,40131.2,-0.30608,-1.52502
UID_51_22_6_all-20,34824.2,-0.607233,0.0801364
UID_51_23_1_all-21,36273.4,-0.633524,-0.0859791
UID_51_23_2_all-14,43978.9,-0.802857,-0.757457
UID_51_23_3_all-24,35325.7,-0.469875,-0.43816
UID_51_23_4_all-19,32965.5,-0.482553,0.0673515
UID_51_24_1_all-34,42829.3,-0.10167,-0.992193
UID_51_24_2_all-9,32518.7,-0.389441,-0.0833877
UID_51_25_1_all-3,49889.3,-1.05448,-1.16895
UID_51_26_1_all-35,44137.5,-0.837438,-0.883816
UID_51_26_2_all-15,36705.2,-0.641337,-0.150651
UID_51_26_3_all-14,34648.1,-0.556181,0.0507662
UID_51_26_4_all-16,36529.1,-0.546634,-0.404594
UID_51_26_5_all-25,41224.3,-0.802998,-0.481784
UID_51_27_1_all-4,44292.6,-0.811119,-0.928083
UID_51_27_2_all-21,35864.5,-0.559788,-0.208902
UID_51_27_3_all-10,33200.2,-0.524425,0.128191
UID_51_27_4_all-27,34753,-0.46793,-0.356131
UID_51_27_5_all-18,34722.4,-0.589621,0.0346677
UID_51_28_1_all-27,39829.6,-0.688014,-0.571591
UID_51_28_2_all-14,32457.4,-0.440136,-0.0174449
UID_51_28_3_all-18,34301.3,-0.466566,-0.259219
UID_51_29_1_all-38,26733.8,1.81048,-0.114381
UID_51_29_2_all-34,31265.7,2.4341,-0.203151
UID_51_2_1_all-17,36570.9,-0.639073,-0.149045
UID_51_2_2_all-19,35394.2,-0.60352,-0.0531326
UID_51_2_3_all-27,42275.5,-0.825311,-0.613233
UID_51_2_4_all-24,35240,-0.568893,-0.0878298
UID_51_30_1_all-12,41116.2,-0.730527,-0.710783
UID_51_30_2_all-13,5008.44,2.63519,-1.68541
UID_51_30_3_all-9,7960.99,2.73709,-1.79334
UID_51_31_1_all-13,40915.3,-0.706803,-0.607642
UID_51_31_2_all-13,42298.5,-0.73135,-0.997926
UID_51_32_1_all-30,46653.8,-0.911176,-1.03158
UID_51_33_1_all-26,42426.6,-0.807892,-0.646198
UID_51_33_2_all-23,9610.7,2.15882,0.342231
UID_51_33_3_all-31,42048,-0.747631,-0.641687
UID_51_33_4_all-20,38107,-0.643544,-0.376311
UID_51_33_5_all-25,32511.7,-0.449793,0.0676741
UID_51_34_1_all-5,1655.54,1.68947,3.36959
UID_51_34_2_all-6,39397,-0.764796,-0.275601
UID_51_34_3_all-28,42137.3,-0.778112,-0.692589
UID_51_35_1_all-10,9680.74,2.49286,-1.70855
UID_51_36_1_all-28,41983.3,-0.818544,-0.553312
UID_51_36_2_all-8,32765.8,-0.502987,0.149148
UID_51_37_1_all-15,33383.4,-0.498537,0.0593546
UID_51_37_2_all-20,38309.7,-0.699074,-0.283039
UID_51_37_3_all-12,35814.3,0.21402,-0.663023
UID_51_37_4_all-25,36644,-0.633272,-0.177576
UID_51_37_5_all-19,42648,-0.644862,-0.829413
UID_51_37_6_all-17,32499.8,-0.439642,0.0148904
UID_51_37_7_all-21,7292.04,2.85544,-1.02835
UID_51_38_1_all-33,36963.1,-0.618527,-0.275915
UID_51_38_2_all-31,32904.2,-0.291049,-0.16298
UID_51_38_3_all-38,36620.2,-0.609872,-0.152455
UID_51_39_1_all-14,38831.1,-0.599231,-0.602382
UID_51_39_2_all-35,39901.3,-0.640453,-0.767304
UID_51_39_3_all-41,44055.7,-0.821704,-0.875253
UID_51_39_4_all-21,44214.5,-0.813675,-0.948314
UID_51_3_1_all-4,39048.3,-0.621634,-0.389375
UID_51_3_2_all-9,35733.6,-0.541645,-0.213639
UID_51_3_3_all-4,44647.8,-0.926949,-0.645863
UID_51_3_4_all-30,35720,-0.552413,-0.107545
UID_51_3_5_all-17,32219,-0.412556,-0.0309423
UID_51_40_1_all-11,39130,-0.757404,-0.26407
UID_51_40_2_all-7,40672.9,-0.822749,-0.332523
UID_51_41_1_all-20,42656.3,-0.58959,-1.30733
UID_51_41_2_all-20,46683.9,-0.681092,-1.54126
UID_51_41_3_all-13,35351.2,-0.604337,-0.00202969
UID_51_41_4_all-10,34528.9,-0.497845,-0.154812
UID_51_41_5_all-25,38426.8,-0.677981,-0.345008
UID_51_42_1_all-19,30110.3,-0.397245,0.378875
UID_51_42_2_all-19,33441.5,-0.508939,0.0650278
UID_51_42_3_all-17,32137.1,-0.482777,0.214637
UID_51_43_1_all-31,28724.1,-0.348052,0.483594
UID_51_43_2_all-18,29382.6,-0.284119,0.22075
UID_51_43_3_all-18,27096.2,-0.237438,0.463677
UID_51_43_4_all-13,32282.9,-0.500847,0.240048
UID_51_43_5_all-42,41240.6,-0.798043,-0.493007
UID_51_43_6_all-22,28093.8,-0.235839,0.230058
UID_51_43_7_all-18,37976.6,-0.467269,-0.870545
UID_51_43_8_all-4,33023.1,-0.434899,-0.0768874
UID_51_44_1_all-24,43820.3,-0.804473,-0.726297
UID_51_44_2_all-29,49413.1,-0.552473,-2.25519
UID_51_44_3_all-8,36367.7,-0.592899,-0.186122
UID_51_44_4_all-18,34401.3,-0.311942,-0.700383
UID_51_44_5_all-10,33704.6,-0.505306,-0.0017011
UID_51_44_6_all,40396.9,-0.776515,-0.368064
UID_51_44_7_all-24,31306.1,-0.462477,0.317142
UID_51_44_8_all,34865.8,-0.441419,-0.13385
UID_51_46_1_all-37,43735.2,-0.872845,-0.710274
UID_51_46_2_all-23,40726.7,-0.457894,-1.60327
UID_51_46_3_all-31,35442.6,-0.602321,-0.0441493
UID_51_46_4_all-20,26789.7,-0.221079,0.547176
UID_51_46_5_all-25,29637.7,-0.302478,0.144956
UID_51_46_6_all-40,49377.6,-1.01456,-1.21768
UID_51_46_7_all-36,30483.8,-0.24628,0.079786
UID_51_47_1_all-16,41277.7,-0.824793,-0.402668
UID_51_47_2_all-19,35942.7,-0.510031,-0.411583
UID_51_47_3_all-12,28702.2,-0.25135,0.171866
UID_51_47_4_all-12,30036.3,-0.391085,0.38855
UID_51_47_5_all-22,31775.9,-0.434098,0.130295
UID_51_47_6_all-15,39982.8,-0.785438,-0.310702
UID_51_48_10_all-37,37023.7,-0.568806,-0.444089
UID_51_48_11_all-14,11241.6,2.40905,-1.49889
UID_51_48_12_all-31,34019.8,-0.24684,-0.810299
UID_51_48_13_all-32,44422.7,-0.529365,-1.07575
UID_51_48_14_all-9,32872.4,-0.309142,-0.168463
UID_51_48_1_all-19,29153.4,-0.364559,0.445992
UID_51_48_2_all-12,34111.5,-0.471263,-0.231699
UID_51_48_3_all-32,38882.9,-0.749225,-0.231309
UID_51_48_4_all-5,41497.4,-0.692272,-0.602124
UID_51_48_5_all-46,1559.04,1.50904,4.03582
UID_51_48_6_all-30,33265.9,-0.490798,0.042507
UID_51_48_7_all-28,34936.3,-0.568659,-0.00950536
UID_51_48_8_all-15,40711.3,0.486787,-2.35471
UID_51_48_9_all-6,179.236,1.86386,4.76999
UID_51_49_1_all-6,42651.8,-0.80362,-0.736533
UID_51_49_2_all-3,39949.1,-0.304457,-1.8488
UID_51_49_3_all-8,49564.6,-1.01231,-1.13241
UID_51_4_10_all-14,20742.1,0.0284533,1.12869
UID_51_4_11_all-15,43356.7,-0.833256,-0.722994
UID_51_4_12_all-17,21762.9,-0.040507,1.10599
UID_51_4_13_all-6,3893.73,2.74168,-0.537323
UID_51_4_14_all-17,28519.9,-0.116983,-0.0424408
UID_51_4_15_all-32,35783.6,-0.416971,-0.656154
UID_51_4_1_all-8,24117.4,-0.0725464,0.687397
UID_51_4_2_all-9,24939.5,-0.0673044,0.511548
UID_51_4_3_all-8,26369.6,-0.157348,0.378011
UID_51_4_4_all-17,27601.5,-0.308548,0.614429
UID_51_4_5_all-24,31362.1,-0.259976,-0.234226
UID_51_4_6_all-30,48649.9,-1.07117,-0.916769
UID_51_4_7_all-16,25894.1,-0.223718,0.739504
UID_51_4_8_all-25,35166,-0.534752,-0.147441
UID_51_4_9_all-20,27624,-0.14522,0.0729542
UID_51_50_1_all-6,39621.8,-0.131469,-1.76027
UID_51_50_2_all-14,41100,-0.678767,-0.964632
UID_51_51_1_all-23,29700.1,-0.348294,0.301232
UID_51_51_2_all-32,43007.7,-0.807001,-0.72187
UID_51_51_3_all-19,29928.4,-0.278083,0.220626
UID_51_51_4_all-24,28993.5,-0.168763,-0.127867
UID_51_51_5_all-15,29017.3,-0.194821,-0.104301
UID_51_51_6_all-20,39006.2,-0.647537,-0.559478
UID_51_52_1_all-21,44656.4,-0.795973,-0.987646
UID_51_52_2_all-19,39423.6,-0.663442,-0.505659
UID_51_52_3_all-18,34138.4,-0.57807,0.123499
UID_51_52_4_all-25,38370,-0.668931,-0.379517
UID_51_53_1_all-19,34373.3,-0.534167,-0.0364145
UID_51_53_2_all-18,38920.4,-0.588877,-0.597832
UID_51_53_3_all-3,49488.3,-1.0398,-1.14489
UID_51_54_1_all-22,47900.1,-0.907563,-1.20107
UID_51_55_1_all-4,41391.9,-0.0748196,-1.84948
UID_51_56_1_all-13,24903.8,0.000244082,0.272182
UID_51_56_2_all-20,26480.9,-0.138916,0.230555
UID_51_56_3_all-20,29925.8,-0.352883,0.260588
UID_51_56_4_all-16,27934.3,-0.319904,0.58534
UID_51_56_5_all-15,28886.1,-0.366837,0.520063
UID_51_56_6_all-22,30917,-0.435397,0.316584
UID_51_56_7_all-8,36124.9,-0.254706,-1.12653
UID_51_57_1_all-14,34909.1,-0.513987,-0.191837
UID_51_57_2_all-16,30365.8,-0.352815,0.206471
UID_51_57_3_all-29,45271.5,-0.821836,-0.980282
UID_51_57_4_all-12,27719.7,-0.305565,0.574512
UID_51_57_5_all-13,29393.5,-0.352679,0.379464
UID_51_57_6_all-27,42985.9,-0.809261,-0.712068
UID_51_57_7_all-12,31096.3,-0.415908,0.230903
UID_51_58_1_all-13,7416.71,2.72741,-2.57715
UID_51_58_2_all-31,42754.3,-0.796037,-0.726115
UID_51_59_1_all-16,39918.1,-0.75874,-0.362704
UID_51_59_2_all-17,2140.69,1.73225,-0.25839
UID_51_5_1_all-12,31163.8,1.96759,-0.295324
UID_51_5_2_all-15,879.158,1.65283,4.26467
UID_51_5_3_all-7,4503.3,2.24068,0.875926
UID_51_5_4_all-28,47115.4,-1.01805,-0.815072
UID_51_5_5_all-11,38645.8,-0.672558,-0.377586
UID_51_5_6_all-13,29147,-0.365014,0.465856
UID_51_60_1_all-28,47248.8,-0.971466,-0.937858
UID_51_61_1_all-19,32781.3,-0.463821,0.0528391
UID_51_61_2_all-7,30762.4,-0.387242,0.225806
UID_51_61_3_all-36,34701,-0.44043,-0.292078
UID_51_61_4_all-38,43192.9,-0.767951,-0.808662
UID_51_61_5_all-16,33115.7,-0.452585,-0.0430282
UID_51_61_6_all-26,7954.76,2.66383,-0.184503
UID_51_61_7_all-25,36702.6,-0.620504,-0.219194
UID_51_61_8_all-29,31628.7,-0.370719,-0.0913244
UID_51_61_9_all-19,37810.9,-0.707282,-0.142858
UID_51_62_1_all-4,2780.33,2.46411,-1.3027
UID_51_62_2_all-16,42650.5,-0.80862,-0.71383
UID_51_62_3_all-4,46381,-0.625926,-1.58065
UID_51_63_1_all-3,46615.1,-0.354138,-1.74422
UID_51_63_2_all-12,33755.2,-0.417652,-0.24621
UID_51_63_3_all-18,31722.5,-0.432784,0.216267
UID_51_63_4_all-5,45207.6,-0.749188,-1.17739
UID_51_63_5_all-11,33689.3,0.244474,-0.420812
UID_51_63_6_all-26,443.767,1.76491,4.53705
UID_51_63_7_all,34169.2,-0.298263,-0.505478
UID_51_64_1_all-6,38432.8,-0.738086,-0.179242
UID_51_65_1_all-13,42651.6,-0.577726,-1.18991
UID_51_65_2_all-27,38854.6,-0.699913,-0.344979
UID_51_66_1_all-19,31132.7,-0.278161,-0.0635458
UID_51_66_2_all-31,26471.6,-0.149403,0.407933
UID_51_66_3_all-27,27124.1,-0.264893,0.523715
UID_51_66_4_all-28,28252.2,-0.24795,0.266723
UID_51_67_1_all-12,45033.8,-0.78425,-1.12179
UID_51_67_2_all-18,46076.4,-0.198344,-2.46506
UID_51_68_1_all-3,38367.6,-0.60179,-0.500469
UID_51_68_2_all-2,45457.8,-0.203038,-1.62078
UID_51_68_3_all-16,32862.1,-0.395351,-0.163642
UID_51_68_4_all-3,31305.4,-0.453421,0.325754
UID_51_68_5_all-5,47554.3,-0.814308,-1.29943
UID_51_68_6_all-3,33955.4,-0.0177262,-0.239009
UID_51_68_7_all-3,41429.4,-0.713777,-0.812515
UID_51_69_1_all-9,45523.1,-0.977121,-0.694799
UID_51_69_2_all-15,45216.7,-0.932133,-0.752454
UID_51_6_1_all-17,37444.8,-0.630213,-0.309662
UID_51_6_2_all-24,38440.1,-0.551032,-0.762405
UID_51_70_1_all-17,41275.9,-0.4212,-1.19768
UID_51_70_2_all-15,40847.8,-0.778557,-0.449667
UID_51_71_1_all-4,9176.65,2.3976,-1.81062
UID_51_71_2_all-19,43853.6,-0.905554,-0.629632
UID_51_72_1_all-14,38191.9,-0.369945,-0.950791
UID_51_72_2_all-21,40398.1,-0.795034,-0.384903
UID_51_72_3_all-25,45393.7,-0.96273,-0.67986
UID_51_72_4_all-17,36265.8,-0.659696,-0.029134
UID_51_73_1_all-12,35944.2,-0.108155,-0.596054
UID_51_73_2_all-16,19056,2.11352,0.0378338
UID_51_73_3_all,37788.8,-0.614677,-0.385285
UID_51_73_4_all-19,39250,-0.659976,-0.509729
UID_51_73_5_all-8,39546.2,-0.623068,-0.607069
UID_51_73_6_all-23,49525.8,-0.534286,-2.07562
UID_51_74_1_all-11,41660.7,-0.82103,-0.519977
UID_51_75_1_all-14,37345.7,-0.589464,-0.44275
UID_51_75_2_all-17,37745.8,-0.66751,-0.242103
UID_51_76_1_all-12,25929.3,-0.135853,0.432618
UID_51_76_2_all-25,30857.9,-0.353834,0.130701
UID_51_76_3_all-44,49764.6,-0.881124,-1.7001
UID_51_76_4_all-22,36120.7,-0.543129,-0.38272
UID_51_76_5_all-25,8892.99,2.63616,-1.47996
UID_51_77_1_all-24,41171.7,-0.79786,-0.503084
UID_51_77_2_all-22,32866.2,-0.420032,-0.140169
UID_51_77_3_all-19,38666.8,-0.719497,-0.282323
UID_51_77_4_all-12,42801,-0.865035,-0.53976
UID_51_77_5_all-17,39476,-0.40407,-1.19527
UID_51_77_6_all-19,33246.1,-0.413993,-0.162352
UID_51_78_1_all-17,42768.7,-0.58769,-0.990495
UID_51_78_2_all-7,37350.4,-0.579868,-0.364959
UID_51_78_3_all-14,33524.4,-0.449142,-0.202156
UID_51_78_4_all-9,40753.2,-0.257762,-1.27381
UID_51_78_5_all-8,31246.8,-0.269503,-0.450274
UID_51_78_6_all-15,18397.9,2.01105,-0.53452
UID_51_7_1_all-22,37837.3,-0.629917,-0.380408
UID_51_7_2_all-12,39929,-0.561206,-0.797443
UID_51_7_3_all-16,32762.4,-0.456261,0.0255565
UID_51_7_4_all-11,43143.9,-0.802461,-0.817139
UID_51_7_5_all-21,36470.6,-0.65783,-0.0781209
UID_51_7_6_all-17,41678.5,-0.734939,-0.696735
UID_51_7_7_all-12,4055.98,2.85111,-1.53227
UID_51_81_1_all-3,43794.5,-0.845736,-0.698618
UID_51_81_2_all-23,35137.1,-0.448823,-0.331479
UID_51_81_3_all-17,37536.8,-0.604263,-0.529907
UID_51_81_4_all-32,45441.6,-0.779133,-1.07859
UID_51_81_5_all-22,38870.7,-0.663874,-0.494804
UID_51_81_6_all-26,33828.1,-0.550896,0.111643
UID_51_81_7_all-38,44812.7,-0.857556,-0.885149
UID_51_81_8_all-6,48211.3,-0.94527,-1.20029
UID_51_82_1_all-33,33971.3,-0.556358,0.0837069
UID_51_82_2_all-13,26306.4,-0.200854,0.568799
UID_51_82_3_all-26,34185.5,-0.58142,0.118137
UID_51_82_4_all-10,32951.1,-0.393758,-0.174189
UID_51_82_5_all-32,40324.7,-0.768121,-0.417419
UID_51_83_1_all-24,47749,-0.744683,-1.46254
UID_51_83_2_all-9,37629,-0.230975,-0.870101
UID_51_83_3_all-12,31321,2.05771,-0.765187
UID_51_83_4_all-7,32073,-0.342662,-0.253931
UID_51_83_5_all-16,39004.5,-0.650732,-0.450507
UID_51_83_6_all-11,32152.9,-0.324234,-0.301892
UID_51_84_1_all-17,48249.3,-0.914708,-1.23075
UID_51_85_1_all-2,5497.66,2.45003,-2.28887
UID_51_85_2_all,6857.7,2.72583,-2.38427
UID_51_85_3_all,6406.56,2.72504,-2.53471
UID_51_86_1_all-15,28623.1,-0.346389,0.505597
UID_51_86_2_all-17,31619.7,-0.445189,0.220881
UID_51_87_1_all-14,37963.9,-0.648624,-0.305551
UID_51_87_2_all-30,39820.4,-0.751341,-0.379649
UID_51_87_3_all-18,29160.4,-0.302241,0.332454
UID_51_87_4_all-15,36106.4,-0.606123,-0.135313
UID_51_87_5_all-14,30168.5,-0.355935,0.221971
UID_51_87_6_all-20,10475.3,1.96952,0.351026
UID_51_87_7_all-18,6880.77,2.37889,-0.805626
UID_51_88_1_all-23,37870,-0.550829,-0.612666
UID_51_88_2_all-21,45041.3,-0.614371,-1.1724
UID_51_88_3_all-14,38476.3,-0.665509,-0.414116
UID_51_88_4_all-5,45128.9,-0.661704,-1.17908
UID_51_88_5_all-24,40073.9,-0.632162,-0.61298
UID_51_88_6_all-23,30882.9,-0.261216,-0.188168
UID_51_88_7_all-12,38403.2,-0.507065,-0.70277
UID_51_88_8_all-23,41403.3,-0.84083,-0.388971
UID_51_88_9_all-32,49611.4,-0.992008,-1.08387
UID_51_89_1_all,6955.78,2.47932,-2.64674
UID_51_8_10_all-15,43287.1,-0.626659,-1.24671
UID_51_8_1_all-14,10669.5,2.47759,-0.270533
UID_51_8_2_all-24,40533.7,-0.712572,-0.663213
UID_51_8_3_all-17,42030.5,-0.596583,-1.09586
UID_51_8_4_all-21,29678.8,-0.314868,0.208574
UID_51_8_5_all-36,36331.1,-0.622115,-0.126307
UID_51_8_6_all-25,35043.8,-0.462459,-0.361794
UID_51_8_7_all-17,31275.5,-0.11235,-0.599688
UID_51_8_8_all-34,31858.2,-0.454205,0.177095
UID_51_8_9_all-14,29709.8,-0.347735,0.278469
UID_51_90_1_all-29,41285.7,-0.714897,-0.696902
UID_51_90_2_all-25,41881.7,-0.844343,-0.454217
UID_51_91_1_all-22,44234.1,-0.898443,-0.703386
UID_51_91_2_all-34,40160.3,-0.770192,-0.392163
UID_51_91_3_all-29,36598,-0.581406,-0.259993
UID_51_91_4_all-42,45446.5,-0.956815,-0.70211
UID_51_92_1_all-31,35345.8,-0.53987,-0.181367
UID_51_92_2_all-14,40529.5,-0.779311,-0.422915
UID_51_93_1_all-32,40006.4,-0.710124,-0.459453
UID_51_93_2_all-15,41871.5,-0.815945,-0.555824
UID_51_93_3_all-40,47179,-0.330297,-1.92007
