Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5
UID_30_27_3_all-3,-6.71228,89.0585,-25.6643,-11.475,-24.4564
UID_30_27_4_all-8,-81.0462,59.1527,14.7372,-5.43606,14.651
UID_30_27_5_all-8,-110.155,9.68661,-20.2974,4.86956,-33.8796
UID_30_27_6_all-8,-135.19,-6.4945,12.4243,-15.9373,-2.66346
UID_30_27_7_all-11,-74.5885,61.5288,1.08201,1.64375,-1.74688
UID_30_27_8_all-21,-143.47,-24.3018,-21.4843,-31.0771,-16.4684
UID_30_27_9_all-8,-52.9378,42.8743,-16.7224,41.7358,-51.6196
UID_30_28_1_all-16,-86.1762,71.151,-6.00731,-7.83284,-12.2666
UID_30_28_2_all-22,330.135,-0.0377003,213.881,-28.9313,233.259
UID_30_28_3_all-3,8.79797,142.133,3.84523,-0.976967,-1.18077
UID_30_28_4_all-8,-30.9489,77.1122,5.71719,35.2467,-33.7176
UID_30_28_5_all-19,-146.077,-120.957,-24.7927,57.102,-87.0071
UID_30_28_6_all-2,740.241,-28.4494,18.2053,-75.5466,-70.5501
UID_30_28_7_all-5,15.4079,93.9214,-31.0773,38.4371,-55.7915
UID_30_28_8_all-19,-304.939,-121.153,-1.35618,-38.5801,17.4305
UID_30_28_9_all-7,-33.1478,107.677,-8.51719,-10.7477,-2.03115
UID_30_2_1_all-9,-261.338,-113.802,-15.912,-16.9556,-21.2305
UID_30_2_2_all-5,-88.829,44.5385,-7.10738,-4.20511,-4.99641
UID_30_2_3_all-25,-199.049,-152.085,12.4438,12.2994,-17.1943
UID_30_2_4_all-9,532.765,54.6691,-400.735,152.585,-140.752
UID_30_2_5_all-9,-103.15,88.0901,0.756182,-30.7028,20.3248
UID_30_3_10_all-17,-49.3976,-84.7937,87.7323,95.7586,21.6042
UID_30_3_11_all-10,-163.948,-34.0581,-16.1444,-13.0905,-18.869
UID_30_3_1_all-5,-73.397,91.1122,-9.76669,-22.9548,9.42338
UID_30_3_2_all-3,-39.8147,79.0625,8.48177,29.1917,-17.5933
UID_30_3_3_all-13,-102.293,77.1816,13.0535,-29.9546,36.5937
UID_30_3_4_all-3,-77.7202,71.3334,10.6818,23.6425,-18.4189
UID_30_3_5_all-13,-110.835,21.0503,-17.2993,14.2568,-35.2903
UID_30_3_6_all-16,749.137,-222.484,82.7102,-145.274,-19.5151
UID_30_3_7_all-9,-187.283,-7.24369,-3.65907,-46.0988,21.0579
UID_30_3_8_all-12,-171.806,-55.3512,12.6325,9.01171,-4.16489
UID_30_3_9_all-4,723.025,-151.558,56.1782,-75.8876,23.754
UID_30_4_1_all-5,-57.2776,2.15503,16.5102,15.8,-12.8481
UID_30_4_2_all-11,-63.8914,44.7405,20.1912,-13.9918,23.0085
UID_30_4_3_all-10,-71.4839,76.6419,-6.30695,-28.9157,31.5198
UID_30_4_4_all-26,-188.1,-82.3245,-16.5457,-0.802221,-3.29533
UID_30_4_5_all-20,-115.769,3.3408,52.5881,4.52631,42.8004
UID_30_4_6_all-18,486.193,66.0339,269.843,-60.5139,-241.731
UID_30_4_7_all-15,-101.739,79.595,3.32503,-32.2122,27.2457
UID_30_4_8_all-8,791.907,-170.877,28.6892,-107.761,-11.5351
UID_30_4_9_all-4,621.822,-114.817,-64.3798,33.1752,-182.778
UID_30_5_1_all-3,834.049,-145.114,16.3699,-125.88,-4.52547
UID_30_5_2_all-9,805.014,-157.695,94.6412,-117.734,-17.6383
UID_30_5_3_all-8,-83.0681,82.7804,-0.819681,-13.7444,4.69177
UID_30_5_4_all-5,-119.766,42.7279,1.10827,-14.638,4.90946
UID_30_5_5_all-25,-213.211,-85.7155,-5.50877,-2.77042,-25.5879
UID_30_5_6_all-6,-96.0588,77.5807,-1.30242,-34.1321,32.8916
UID_30_5_7_all-16,-116.976,-152.791,25.5854,50.7354,49.2397
UID_30_6_10_all-2,736.46,-242.045,84.7739,-45.3725,-99.0458
UID_30_6_11_all-3,-51.0262,65.3581,-18.6322,20.9947,-41.8231
UID_30_6_12_all-15,-175.685,-18.7275,-13.6361,-12.4589,-16.753
UID_30_6_1_all-25,-187.3,-47.8189,-6.99028,-6.43647,-6.48256
UID_30_6_2_all-9,-105.386,1.87284,-22.453,15.2895,-31.6439
UID_30_6_3_all-13,-151.221,34.7971,7.62936,-29.283,27.9674
UID_30_6_4_all-9,-106.633,29.5719,-18.2432,-18.5454,2.74609
UID_30_6_5_all-7,-79.6622,89.975,-7.55112,-16.6525,0.0318439
UID_30_6_6_all-25,-199.151,-50.9291,-11.529,-8.303,-21.4843
UID_30_6_7_all-8,723.449,-228.492,43.4469,-66.7468,-133.213
UID_30_6_8_all-13,-180.446,-35.4094,15.1929,-6.22881,0.000170804
UID_30_6_9_all-9,-54.8418,127.258,5.82009,-25.1903,20.0041
UID_30_7_1_all-17,-141.205,6.74298,28.2776,-13.6911,25.8447
UID_30_7_2_all-9,637.379,-54.4885,-189.868,8.35631,1.59667
UID_30_7_3_all-6,499.952,264.314,-36.271,94.1996,-169.294
UID_30_7_4_all-14,-159.127,-26.2286,19.8951,8.65208,-0.246321
UID_30_7_5_all-4,753.606,-87.427,67.7706,-71.6364,-58.4112
UID_30_7_6_all-19,-209.091,-150.344,-38.6397,29.5703,-52.9554
UID_30_7_7_all-2,-23.8961,109.181,37.0384,5.5311,24.3934
UID_30_7_8_all-5,-72.0013,20.1926,5.64173,36.9126,-35.5285
UID_30_8_1_all-4,396.747,478.31,21.3172,40.6951,-21.1618
UID_30_8_2_all-17,527.443,-17.483,-406.502,115.967,-43.3771
UID_30_8_3_all-12,-99.4543,56.3733,-12.113,-35.7752,19.4589
UID_30_8_4_all-12,681.974,188.987,-280.26,152.765,268.114
UID_30_8_5_all-5,574.266,-60.9138,-289.066,54.4986,-43.6387
UID_30_8_6_all-23,771.804,-256.012,-54.3637,7.20542,-51.0159
UID_30_8_7_all-14,443.094,174.39,-51.1461,88.8548,-180.533
UID_30_8_8_all-8,399.055,410.149,29.3529,88.2679,2.78744
UID_30_8_9_all-14,513.86,-14.8995,396.104,155.861,59.0965
UID_30_9_1_all-16,-185.564,-33.9272,13.0584,-27.1018,25.5285
UID_30_9_2_all-15,-117.83,40.2116,-0.503479,-16.8841,7.59292
UID_30_9_3_all-9,-167.119,-103.56,53.9157,48.3959,1.22017
UID_30_9_4_all-10,-159.885,23.9282,4.3471,-24.4433,7.78175
UID_30_9_5_all-23,-192.363,-132.251,44.4279,18.7061,41.702
UID_30_9_6_all-20,81.3183,-166.753,246.021,25.7597,118.389
UID_30_9_7_all-11,793.733,-212.981,84.5298,-56.4132,-55.7387
UID_32_10_10_all-13,-177.284,-45.8997,-20.7714,-16.4785,-13.1319
UID_32_10_1_all-18,-192.23,-127.808,-40.5683,31.5286,-43.3965
UID_32_10_2_all-16,-213.516,-72.1668,-10.9514,-34.7308,-18.1218
UID_32_10_3_all-4,-72.1071,67.8798,-19.3169,-4.69696,-18.3953
UID_32_10_4_all-15,-239.65,-94.6877,-17.4926,-24.2221,-15.0025
UID_32_10_5_all-3,850.828,-198.161,-2.44585,-112.293,-20.9078
UID_32_10_6_all-15,570.356,161.424,69.7735,442.685,153.108
UID_32_10_7_all-18,707.673,-41.3891,-328.847,78.6653,159.682
UID_32_10_8_all-23,-229.914,-76.8928,-16.0911,-12.0733,0.401073
UID_32_10_9_all-24,-240.621,-94.6866,-18.1376,-9.43821,-26.1347
UID_32_11_1_all-19,-264.022,-181.708,-60.1726,7.70458,-83.0116
UID_32_11_2_all-26,495.932,-157.665,-443.607,79.3158,236.232
UID_32_11_3_all-27,-213.519,-90.6098,-11.9879,-22.3787,-15.6301
UID_32_12_1_all-17,-151.725,-5.14222,-9.16271,-17.1867,-18.5133
UID_32_12_2_all-16,760.443,-213.33,-37.8445,-71.0511,43.9584
UID_32_12_3_all-6,289.772,-238.071,281.5,213.733,262.637
UID_32_12_4_all-23,-279.589,-125.376,-5.01233,-34.6789,7.38683
UID_32_13_1_all-22,-318.298,-132.694,8.40127,-50.1544,35.4403
UID_32_13_2_all-28,-222.258,-126.908,-15.6589,-7.94414,0.467277
UID_32_13_3_all-26,-289.74,-141.268,-18.6505,-33.9213,3.50798
UID_32_13_4_all-13,656.518,63.6178,463.426,-8.23255,-135.402
UID_32_13_5_all-7,-149.965,14.0981,2.92861,-40.2514,35.6671
UID_32_13_6_all-7,578.369,-87.5198,417.767,71.5425,-109.721
UID_32_13_7_all-20,-253.006,-115.221,-12.8689,-26.6891,4.84754
UID_32_13_8_all-13,764.1,-263.277,-159.307,-139.444,51.4347
UID_32_13_9_all-20,-205.306,-114.426,-34.462,-12.003,-29.0545
UID_32_14_1_all-15,-242.648,-121.609,-27.6835,-15.5071,-8.45268
UID_32_14_2_all-17,-274.875,-165.209,-16.2024,-4.63146,-56.7239
UID_32_15_1_all-29,-299.189,-164.937,12.4239,-21.4717,19.5041
UID_32_15_2_all-16,-293.497,-128.677,-11.7293,-37.0582,-3.61089
UID_32_15_3_all-18,-252.037,-117.175,-0.764877,3.98548,-40.431
UID_32_16_1_all-20,568.215,-174.961,-440.972,70.4339,-26.0604
UID_32_16_2_all-6,587.895,-179.424,-92.8184,65.3256,-226.325
UID_32_17_1_all-21,-288.589,-154.265,-14.5851,-0.276117,-20.8697
UID_32_17_2_all-9,-289.214,-151.231,40.0679,-8.84634,38.4941
UID_32_18_1_all-16,-317.548,-124.247,5.69736,-56.0957,34.7998
UID_32_18_2_all-19,636.817,59.4748,412.146,48.2419,23.1207
UID_32_18_3_all-26,-257.355,-114.195,-13.5131,-27.7087,3.54842
UID_32_18_4_all-27,-239.202,-106.621,1.53493,-16.9679,-48.6375
UID_32_18_5_all-23,-201.488,-120.544,-27.5673,-16.3013,-25.3639
UID_32_19_1_all-16,-269.13,-129.717,-12.6912,-25.4542,6.32052
UID_32_19_2_all-15,699.522,-278.883,-185.744,-39.371,112.372
UID_32_19_3_all-15,-222.902,-121.036,-32.5928,-12.3637,-22.6199
UID_32_1_1_all-38,-250.936,-194.9,-32.8712,27.0207,-76.203
UID_32_1_2_all-33,-296.32,-120.949,-16.5108,-53.0226,13.7877
UID_32_1_3_all-18,-255.84,-118.128,3.82688,-10.8367,-7.35633
UID_32_1_4_all-41,-287.91,-134.483,-17.6942,-50.5733,14.0536
UID_32_1_5_all-23,-180.862,-91.0457,-31.426,13.8473,-62.3777
UID_32_1_6_all-23,-248.111,-150.922,-38.9707,17.1628,-18.4333
UID_32_20_1_all-23,-250.383,-112.163,-15.0678,3.57345,-39.6749
UID_32_21_1_all-24,-217.441,-91.9638,16.136,-21.5336,11.6819
UID_32_21_2_all-20,-224.13,-144.551,-16.9179,11.4412,-26.5198
UID_32_21_3_all-31,-224.94,-97.2269,-38.333,-31.0034,12.2756
UID_32_21_4_all-23,-261.56,-93.1201,9.81124,-41.5536,23.1279
UID_32_21_5_all-13,-121.69,-65.4709,-20.9061,38.0715,-34.3217
UID_32_21_6_all-31,666.53,-97.7772,-200.563,-27.0856,162.36
UID_32_21_7_all-6,-133.614,-21.7016,-28.5418,10.62,-30.9629
UID_32_22_1_all-17,-217.934,-61.2402,-7.52873,-16.7876,0.859209
UID_32_22_2_all-7,-74.3466,64.0224,-9.86262,10.5172,-29.7801
UID_32_22_3_all-19,-102.755,-22.1074,-0.131456,47.8721,-37.0054
UID_32_22_4_all-7,-67.8762,59.5026,-22.5558,-1.00753,-20.1695
UID_32_22_5_all-17,-185.694,-25.6738,-10.0737,-33.9235,15.1233
UID_32_22_6_all-17,-170.04,-22.7126,-9.50436,-31.6716,9.42107
UID_32_23_1_all-23,-141.903,3.91996,-9.01497,-11.5416,-17.3648
UID_32_23_2_all-14,741.37,-229.937,-100.276,-74.4905,60.8122
UID_32_23_3_all-12,608.515,-179.366,-331.972,53.918,144.507
UID_32_23_4_all-16,-244.299,-114.091,1.79934,-20.7472,-2.73109
UID_32_23_5_all-18,-246.179,-65.8845,-0.822164,-38.0092,18.9103
UID_32_23_6_all-22,-239.652,-107.997,-0.331389,-1.45609,-36.0358
UID_32_24_1_all-11,-133.416,9.68246,-5.07909,-11.3237,-2.54849
UID_32_24_2_all-20,709.648,-184.097,-196.537,63.7166,30.2232
UID_32_24_3_all-22,-267.175,-128.809,-34.6556,-30.6428,-13.6947
UID_32_24_4_all-5,-222.511,-189.076,-41.3334,42.9323,-68.9795
UID_32_24_5_all-17,-245.66,-117.328,4.47991,-19.1808,-0.443543
UID_32_24_6_all-26,-222.295,-79.082,-18.7195,-15.0351,-26.8487
UID_32_24_7_all-11,-132.136,-160.056,-42.1817,83.2777,-80.1611
UID_32_25_1_all-11,-125.343,-59.5929,-36.4002,12.1676,-54.4455
UID_32_25_2_all-11,-129.856,-98.3212,-42.9072,69.2991,-89.8668
UID_32_25_3_all-5,-125.493,29.5185,-2.67061,-2.18788,-24.0869
UID_32_25_4_all-19,-223.567,-42.1808,1.39317,-28.6247,13.0045
UID_32_26_10_all-12,-149.053,29.0873,-1.06601,-29.0068,9.58694
UID_32_26_11_all-12,-216.272,-94.7692,-19.7238,-5.14484,-23.5454
UID_32_26_1_all-4,550.09,18.175,-11.571,44.7794,-237.635
UID_32_26_2_all-13,-165.928,-10.7418,8.33819,-20.6628,-18.3034
UID_32_26_3_all-20,749.37,-241.642,-93.1992,-131.265,21.8002
UID_32_26_4_all-14,828.761,-289.346,-74.0779,-28.045,175.385
UID_32_26_5_all-25,-201.15,-116.31,-35.2223,-2.25983,-14.7373
UID_32_26_6_all-8,760.412,-138.268,-49.3572,-99.2141,35.6298
UID_32_26_7_all-19,692.634,27.0488,-224.462,53.0093,328.104
UID_32_26_8_all-11,808.757,-167.363,-13.5941,-94.2022,44.7054
UID_32_26_9_all-33,612.551,-176.054,-313.565,-5.579,136.824
UID_32_27_1_all-14,670.083,-134.794,-193.383,17.524,-60.433
UID_32_27_2_all-27,-288.134,-113.113,-11.2359,-47.9989,13.0928
UID_32_27_3_all-8,-163.553,-75.1609,19.1781,4.0575,23.3941
UID_32_28_1_all-27,-281.721,-132.902,-10.8897,-22.1464,-14.2631
UID_32_28_2_all-21,527.67,-7.28277,-570.383,267.314,-21.1744
UID_32_28_3_all-22,-146.093,-75.3287,-44.8829,-21.5555,3.33645
UID_32_28_4_all-20,-196.609,-70.7127,-23.1729,2.26413,-38.3427
UID_32_28_5_all-17,781.597,-231.639,-94.3617,-214.529,47.3776
UID_32_29_1_all-15,-136.543,6.26156,-2.79115,-7.67769,-1.516
UID_32_29_2_all-14,615.564,-303.526,-195.904,13.2233,-29.0702
UID_32_29_3_all-7,-228.055,-193.713,-40.9953,45.4469,-64.3034
UID_32_29_4_all-15,-241.623,-116.031,1.70785,-22.7032,-2.79733
UID_32_29_5_all-28,-222.561,-75.8091,-19.6308,-17.8273,-30.3965
UID_32_29_6_all-32,-240.732,-63.5965,1.72639,-38.8494,22.5972
UID_32_29_7_all-30,-131.12,-158.702,-42.2351,85.5508,-79.5457
UID_32_29_8_all-11,-139.054,-3.74217,-24.4934,-5.66875,-25.2493
UID_32_29_9_all-27,-149.407,-34.6604,-14.531,-6.31038,-40.2453
UID_32_2_1_all-25,715.206,-347.583,-62.2307,-58.8557,41.6339
UID_32_2_2_all-20,-147.1,-7.91974,-22.3287,-27.9955,-4.83704
UID_32_2_3_all-13,-175.33,0.371279,-4.42001,-37.1761,10.511
UID_32_2_4_all-12,842.481,-185.322,-7.75671,-161.58,66.1838
UID_32_2_5_all-20,776.963,-55.6164,278.063,-35.681,-24.3187
UID_32_2_6_all-19,-167.744,-46.9301,-29.2022,1.41702,-25.6106
UID_32_2_7_all-27,-241.001,-157.901,-35.0942,-6.26345,-29.6735
UID_32_30_1_all-23,-163.743,-122.429,-22.8575,38.2439,-56.4498
UID_32_30_2_all-5,-70.4618,-71.7257,-10.4065,23.2598,-19.5409
UID_32_30_3_all-9,858.919,-229.754,-17.8829,-54.0396,184.739
UID_32_30_4_all-18,-169.863,-60.1725,8.37783,2.1022,7.28746
UID_32_30_5_all-13,-278.765,-141.658,-17.8316,-35.4679,-9.9547
UID_32_31_1_all-20,-208.145,-99.0123,-30.6633,-22.816,-7.53966
UID_32_31_2_all-18,-311.855,-133.82,10.3358,-68.7182,35.903
UID_32_31_3_all-5,-234.056,-84.8976,-13.3332,-25.5518,-6.1225
UID_32_31_4_all-6,470.11,86.8218,-10.4685,106.849,-280.176
UID_32_31_5_all-12,-224.861,-125.197,-32.3859,21.7505,-45.52
UID_32_31_6_all-15,-170.07,-50.8565,-3.27233,-9.17587,3.6085
UID_32_32_1_all-15,620.676,38.2156,-354.217,194.016,138.665
UID_32_32_2_all-20,-172.488,7.24315,6.27286,-49.3415,35.7584
UID_32_32_3_all-17,-289.16,-87.9482,1.88431,-58.1003,28.8193
UID_32_33_1_all-17,-150.022,-14.558,0.105032,2.50168,-30.7036
UID_32_33_2_all-15,-125.878,-60.5351,-35.1446,16.562,-56.1679
UID_32_33_3_all-10,-131.4,5.527,5.88827,22.8156,-14.1216
UID_32_33_4_all-17,-149.079,-28.0433,-15.3056,-2.43463,-34.3066
UID_32_33_5_all-17,-221.564,-40.9055,1.58878,-30.8999,9.02374
UID_32_33_6_all-17,713.411,-163.731,-151.193,13.0016,67.4804
UID_32_33_7_all-20,756.872,-219.32,-57.4008,-16.6351,-18.3561
UID_32_34_10_all-5,784.218,-224.952,-42.803,-53.2174,11.5321
UID_32_34_11_all-7,-206.241,-52.6664,-9.64988,-27.628,0.668906
UID_32_34_12_all-9,-189.578,-43.8418,-12.6601,-8.9817,-17.4575
UID_32_34_1_all-3,-111.678,-39.7433,-18.6825,-14.595,-37.0282
UID_32_34_2_all-9,-137.311,6.97042,-15.7185,-17.1163,-6.63733
UID_32_34_3_all-5,-199.064,-41.8039,-19.4776,-16.7852,9.35783
UID_32_34_4_all-6,-78.6402,43.5715,-8.62182,23.0573,-37.7835
UID_32_34_5_all-4,-99.9759,62.3592,-6.86449,-16.372,-1.9805
UID_32_34_6_all-19,-293.28,-89.8917,-13.4263,-47.6829,22.4341
UID_32_34_7_all-15,-173.831,-26.2752,-15.2308,-16.8698,-15.4927
UID_32_34_8_all-8,-230.229,-53.7572,-10.0323,-30.3918,4.38309
UID_32_34_9_all-15,-193.573,-68.0411,-19.2479,-22.5603,10.0927
UID_32_35_1_all-20,-183.002,-26.4207,-10.2334,-51.8949,23.6832
UID_32_35_2_all-27,-226.876,-115.938,-7.85838,-57.8244,71.1663
UID_32_35_3_all-12,-167.456,-16.3111,-6.60884,-28.6519,1.82299
UID_32_35_4_all-19,-151.864,5.92498,-13.5704,-24.9834,-15.3815
UID_32_35_5_all-14,-202.692,-32.6698,-6.31216,-28.5012,2.19178
UID_32_36_1_all-18,-188.501,-73.604,-21.1891,15.03,-29.6515
UID_32_36_2_all-21,-261.876,-89.1566,1.9581,-32.9174,8.09734
UID_32_36_3_all-14,844.667,-257.374,174.139,-160.444,-38.3282
UID_32_37_1_all-17,-248.859,-89.4237,2.63008,-18.6707,-26.5192
UID_32_37_2_all-33,-125.008,-255.86,-77.4497,150.96,-187.8
UID_32_37_3_all-27,-199.125,-163.202,-17.2345,44.5026,-63.5057
UID_32_37_4_all-33,-285.847,-96.6622,-1.70953,-37.4541,9.56864
UID_32_37_5_all-22,-157.78,-114.633,-35.6604,62.6113,-89.592
UID_32_37_6_all-24,-241.833,-116.532,8.15326,-18.8928,18.7475
UID_32_38_1_all-12,-187.655,-69.774,-31.8716,0.741626,-33.1195
UID_32_38_2_all-12,-244.488,-157.509,-28.2144,14.9642,-14.299
UID_32_3_1_all-30,-197.843,-228.475,-34.5181,22.0886,-119.229
UID_32_3_2_all-29,-165.39,-72.4189,-18.8623,30.0178,-31.1674
UID_32_3_3_all-23,-112.477,-107.308,-31.5299,35.7345,-65.8495
UID_32_3_4_all-19,-223.875,-81.0373,27.3111,-66.7146,27.4018
UID_32_3_5_all-29,-226.518,-80.9146,8.64382,-25.4965,48.8445
UID_32_3_6_all-10,813.362,-331.741,58.8597,-114.21,-78.9175
UID_32_3_7_all-29,-267.401,-138.543,-25.2446,-17.7614,-15.8737
UID_32_3_8_all-22,-183.137,-24.1275,-12.7487,-32.1166,0.186891
UID_32_4_1_all-15,-235.62,-175.34,45.0069,-10.8375,102.411
UID_32_4_2_all-21,-229.305,-92.5092,-11.0665,-15.9241,0.517995
UID_32_4_3_all-15,-217.222,-53.2819,-15.2544,-27.9808,3.74551
UID_32_4_4_all-17,-225.597,-91.7587,17.098,-19.4433,29.4643
UID_32_5_1_all-28,-266.655,-107.099,-2.60522,-22.7881,3.08766
UID_32_5_2_all-32,654.765,-64.7259,-167.632,-37.1715,91.9393
UID_32_5_3_all-11,789.728,-177.948,-34.4495,-123.25,18.5359
UID_32_6_1_all-19,-210.892,-82.4051,-6.41062,-20.2852,27.4623
UID_32_6_2_all-25,-184.955,-22.0209,-10.4859,-37.5994,22.283
UID_32_6_3_all-19,-252.134,-95.9097,-3.5953,-17.9267,1.16895
UID_32_6_4_all-23,-214.485,-61.5165,-11.3262,-20.431,26.2506
UID_32_6_5_all-3,-80.631,31.2119,-26.3902,22.2109,-24.4039
UID_32_6_6_all-33,613.476,-159.879,-161.141,33.835,-124.217
UID_32_6_7_all-6,775.227,-261.013,75.5955,-143.502,-147.79
UID_32_6_8_all-19,-291.371,-118.778,3.98757,-39.3857,14.5225
UID_32_7_10_all-14,405.613,274.258,68.9903,109.391,-94.2999
UID_32_7_11_all-32,-190.059,-75.7815,9.58619,-18.842,20.482
UID_32_7_12_all-28,-234.302,-101.859,-23.8231,-19.7669,-27.8809
UID_32_7_13_all-15,-161.961,-50.4444,-3.05826,28.6993,-55.97
UID_32_7_1_all-7,411.798,504.905,41.3158,50.101,34.4426
UID_32_7_2_all-17,-190.503,-198.253,-23.2499,107.943,-19.641
UID_32_7_3_all-15,-213.033,-190.727,13.3357,-8.53302,34.2046
UID_32_7_4_all-12,731.36,-396.938,-122.074,-121.952,51.8964
UID_32_7_5_all-27,-150.879,-110.509,-44.1103,-5.68476,-9.39687
UID_32_7_6_all-21,-202.153,-75.643,-32.3464,-26.2866,-4.42306
UID_32_7_7_all-26,-260.151,-103.035,-10.5633,-20.1309,-6.43818
UID_32_7_8_all-18,-230.978,-101.496,-18.1181,-36.3489,15.0331
UID_32_7_9_all-29,-235.745,-53.5772,11.0163,-34.8551,14.4372
UID_32_8_1_all-16,-214.493,-36.2106,-2.13541,-46.979,28.862
UID_32_8_2_all-4,-165.116,11.0683,6.76807,-19.336,1.58083
UID_32_8_3_all-21,-141.882,-8.27803,-14.6456,-21.8773,-9.26042
UID_32_8_4_all-19,-174.443,-8.87955,-11.9019,-35.6323,9.74042
UID_32_8_5_all-6,-177.632,-152.532,15.2158,6.99559,50.3224
UID_32_8_6_all-16,-82.754,54.1941,-14.4554,9.04838,-18.3779
UID_32_8_7_all-31,-273.605,-207.418,-47.0016,7.26105,-60.6433
UID_32_8_8_all-13,-115.517,6.54848,-16.9179,9.78279,-32.9981
UID_32_8_9_all-21,704.162,-301.812,-102.549,-69.7187,-55.5813
UID_32_9_1_all-16,597.136,-24.3688,-202.687,-50.7883,2.81229
UID_32_9_2_all-26,-204.8,-50.9852,9.97317,-25.6013,26.8008
UID_32_9_3_all-22,-171.196,-49.0843,-8.18601,10.8007,-22.0609
UID_33_10_1_all-2,-85.9008,68.6104,-2.40252,-21.7766,-0.402183
UID_33_10_2_all-3,-75.9884,77.2339,-10.7034,-11.7071,-14.2171
UID_33_10_3_all-3,817.997,-150.965,102.78,-127.222,-22.4314
UID_33_10_4_all-8,-192.347,-7.77043,-1.66435,-51.6068,30.2886
UID_33_10_5_all-2,-78.957,-3.42017,-17.8214,9.2585,-22.4983
UID_33_10_6_all,835.374,-289.612,124.94,-134.145,-7.71991
UID_33_11_1_all-21,-203.778,-16.4568,-4.96333,-39.7265,11.9243
UID_33_12_1_all-5,-205.519,-61.0309,-15.3818,-21.9277,-12.763
UID_33_12_2_all-6,-81.5922,98.9861,16.711,-30.2834,25.0099
UID_33_12_3_all-16,-214.449,-38.285,-3.29837,-44.531,8.32847
UID_33_12_4_all-18,-223.969,-154.141,61.6973,22.9756,64.374
UID_33_12_5_all-18,464.81,580.238,3.32752,39.7468,-20.5782
UID_33_12_6_all-7,-135.234,-130.138,48.6391,-54.1659,105.511
UID_33_13_1_all-15,-103.47,42.5416,-6.42232,-16.2702,18.722
UID_33_13_2_all-15,-195.451,-182.103,13.4121,129.816,133.115
UID_33_13_3_all-22,-221.221,-48.1012,-0.0530336,-22.1869,-7.65706
UID_33_13_4_all-6,-263.339,-89.3536,2.67664,-27.2266,6.62132
UID_33_14_1_all-7,-228.847,-52.7981,-1.15881,-24.1004,-2.3083
UID_33_14_2_all-10,-222.151,-72.3959,29.5413,-77.4558,-1.5313
UID_33_14_3_all-12,-161.678,-90.3168,35.9214,19.8622,39.8146
UID_33_14_4_all-10,3.85163,80.367,-20.0886,21.7909,-38.3515
UID_33_14_5_all-5,-182.541,-12.3507,-0.323072,-39.6483,18.8742
UID_33_15_1_all-2,-155.645,35.5021,7.64753,-32.9828,17.9232
UID_33_15_2_all-3,-159.562,5.10907,1.81538,-29.0169,9.45467
UID_33_15_3_all-5,-135.33,39.2305,0.964002,-20.6486,5.15818
UID_33_15_4_all-15,-152.661,42.5333,2.88513,-43.5936,21.8285
UID_33_16_1_all-8,-147.32,9.98444,-12.6337,-11.866,-9.25654
UID_33_16_2_all-9,-160.583,-28.6244,22.6739,8.3942,22.8877
UID_33_16_3_all-9,-61.6364,81.3643,-10.6228,-14.0963,-8.31485
UID_33_16_4_all-25,-217.929,-46.4294,-7.17216,-21.3639,-5.05531
UID_33_16_5_all-6,-254.828,-82.9226,-0.816254,-24.4436,7.41762
UID_33_17_1_all-3,-228.111,-102.096,-16.2898,3.45704,-23.1019
UID_33_18_1_all-14,-260.53,-132.542,-6.51635,11.4007,-14.0571
UID_33_18_2_all-16,5.42861,-181.608,81.9022,169.123,-89.2642
UID_33_18_3_all-14,-126.503,37.4723,4.90954,-17.3111,5.5049
UID_33_19_1_all-3,-246.368,-141.28,37.9991,-21.0337,44.7249
UID_33_19_2_all-9,-191.895,-47.341,-11.618,-11.4446,-13.7663
UID_33_1_1_all-6,-133.567,-7.30962,-14.0216,-5.58136,-15.4083
UID_33_1_2_all-6,796.532,-132.022,-25.1974,-73.843,6.27206
UID_33_1_3_all-10,726.284,-394.001,71.8439,-12.4184,-125.367
UID_33_1_4_all-3,-148.665,43.4588,7.65489,-34.0282,19.1985
UID_33_1_5_all-7,-108.097,68.8771,3.55192,-20.2092,7.67534
UID_33_1_6_all-9,-128.329,45.7769,0.488963,-17.4912,5.56182
UID_33_1_7_all-10,-145.322,45.8749,6.97338,-41.476,23.5344
UID_33_1_8_all-5,-118.699,-55.6905,-5.96435,13.8981,-9.16685
UID_33_20_1_all-6,-145.334,42.1422,-1.84582,-36.8065,22.5039
UID_33_20_2_all-4,-82.1225,76.5671,11.3896,-17.6721,-17.8752
UID_33_20_3_all-9,-260.151,-117.283,-32.3938,-15.582,-24.2143
UID_33_20_4_all-3,-200.883,-38.2832,20.3226,-25.2799,21.9368
UID_33_21_1_all-10,-140.415,-14.2849,-0.378189,-5.88896,10.0924
UID_33_21_2_all-7,-216.763,-48.0384,23.5026,-22.5031,25.5558
UID_33_21_3_all-7,-43.7908,-20.4002,86.4735,34.0048,115.792
UID_33_21_4_all-4,-153.036,-19.7881,-21.2406,-13.6029,8.54072
UID_33_21_5_all-5,-252.99,-69.0654,-0.737901,-48.3891,21.1437
UID_33_21_6_all-17,-261.992,-125.379,-7.24634,-41.719,24.6925
UID_33_21_7_all-10,-234.061,-62.4213,-14.5575,-33.089,-4.00278
UID_33_21_8_all-9,-185.96,-3.68796,-7.23597,-34.0087,11.6912
