Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized)
UID_30_23_5_all-5,-0.0946155,0.601277,-0.16481,0.421638,-0.908032
UID_30_23_6_all-2,-0.0181715,0.584487,-0.15634,0.361007,-0.630232
UID_30_23_7_all-11,-0.239795,0.561165,-0.118277,-0.196048,-0.0254424
UID_30_23_8_all-9,1.30519,3.21351,-0.497201,1.31338,-0.101565
UID_30_24_1_all-2,1.70515,-0.147432,-0.202121,2.10752,-4.06939
UID_30_25_1_all-13,-0.055639,1.02883,0.0366154,-0.125727,0.337981
UID_30_25_2_all-14,0.0787715,0.929859,0.488312,0.230387,0.501977
UID_30_25_3_all-10,-0.0266577,1.14047,-0.0431276,-0.255283,0.104888
UID_30_25_4_all-15,-0.277516,0.373794,-0.161271,-0.173792,-0.448006
UID_30_25_5_all-14,-0.208905,0.063112,0.0850084,0.635396,-0.468225
UID_30_25_6_all-11,-0.0299773,1.17901,0.148582,-0.272894,0.380718
UID_30_26_1_all-4,0.0255577,1.20411,-0.0455467,-0.0384701,-0.113434
UID_30_26_2_all-4,-0.0336626,0.240266,-0.441656,0.623576,-1.6109
UID_30_26_3_all-11,-0.138597,0.845584,0.0127185,-0.104148,-0.125718
UID_30_26_4_all-5,-0.172478,0.514179,-0.156932,0.0964223,-0.55954
UID_30_26_5_all-17,-0.155117,0.760969,0.0965293,-0.0260688,0.317727
UID_30_27_10_all-22,-0.649124,-0.765914,-0.0775635,0.523274,-0.538403
UID_30_27_11_all-5,-0.0791151,0.940201,-0.179751,-0.198145,0.148841
UID_30_27_1_all-22,-0.303571,0.316295,0.30419,-0.194333,0.835992
UID_30_27_2_all-7,-0.187374,0.832862,0.0101495,-0.406764,0.149231
UID_30_27_3_all-3,-0.0233478,0.629918,-0.319356,-0.192305,-0.444709
UID_30_27_4_all-8,-0.281909,0.418392,0.183384,-0.0911009,0.26641
UID_30_27_5_all-8,-0.383161,0.0685142,-0.252573,0.0816072,-0.616058
UID_30_27_6_all-8,-0.470241,-0.0459362,0.154603,-0.267087,-0.0484317
UID_30_27_7_all-11,-0.259446,0.435199,0.013464,0.027547,-0.0317649
UID_30_27_8_all-21,-0.499042,-0.171888,-0.267342,-0.520809,-0.299457
UID_30_27_9_all-8,-0.184137,0.303254,-0.208087,0.699434,-0.938638
UID_30_28_1_all-16,-0.299753,0.503257,-0.0747526,-0.131268,-0.223053
UID_30_28_2_all-22,1.14833,-0.000266657,2.66145,-0.48485,4.24152
UID_30_28_3_all-3,0.0306026,1.00532,0.0478484,-0.0163726,-0.0214708
UID_30_28_4_all-8,-0.107652,0.545421,0.0711424,0.590686,-0.613113
UID_30_28_5_all-19,-0.508111,-0.855536,-0.308511,0.95695,-1.58212
UID_30_28_6_all-2,2.57483,-0.201225,0.226539,-1.26606,-1.28287
UID_30_28_7_all-5,0.0535945,0.664314,-0.386714,0.644153,-1.0145
UID_30_28_8_all-19,-1.06069,-0.856926,-0.0168757,-0.646549,0.316952
UID_30_28_9_all-7,-0.1153,0.761612,-0.105984,-0.180117,-0.0369339
UID_30_2_1_all-9,-0.909031,-0.804934,-0.198003,-0.284153,-0.38605
UID_30_2_2_all-5,-0.30898,0.315024,-0.0884413,-0.0704718,-0.0908535
UID_30_2_3_all-25,-0.692367,-1.07571,0.154845,0.206121,-0.312658
UID_30_2_4_all-9,1.85315,0.386679,-4.98658,2.55711,-2.5594
UID_30_2_5_all-9,-0.358793,0.623069,0.00940962,-0.514536,0.369581
UID_30_3_10_all-17,-0.171823,-0.599753,1.0917,1.60478,0.392845
UID_30_3_11_all-10,-0.570273,-0.240896,-0.200895,-0.219379,-0.343109
UID_30_3_1_all-5,-0.255302,0.644445,-0.121533,-0.38469,0.171352
UID_30_3_2_all-3,-0.13849,0.559216,0.105544,0.489213,-0.319913
UID_30_3_3_all-13,-0.355812,0.545912,0.162432,-0.501999,0.665412
UID_30_3_4_all-3,-0.27034,0.504547,0.13292,0.396216,-0.334924
UID_30_3_5_all-13,-0.385524,0.14889,-0.215266,0.238925,-0.641711
UID_30_3_6_all-16,2.60577,-1.57365,1.02921,-2.43459,-0.354857
UID_30_3_7_all-9,-0.651439,-0.0512353,-0.0455319,-0.772552,0.382911
UID_30_3_8_all-12,-0.597603,-0.391504,0.157193,0.151024,-0.0757334
UID_30_3_9_all-4,2.51495,-1.07198,0.699059,-1.27177,0.431936
UID_30_4_1_all-5,-0.199233,0.0152427,0.205447,0.264786,-0.233626
UID_30_4_2_all-11,-0.222238,0.316454,0.251251,-0.234483,0.418381
UID_30_4_3_all-10,-0.248647,0.542095,-0.0784811,-0.484588,0.573149
UID_30_4_4_all-26,-0.654282,-0.582288,-0.205887,-0.0134441,-0.0599214
UID_30_4_5_all-20,-0.402686,0.0236298,0.654385,0.0758548,0.778272
UID_30_4_6_all-18,1.69116,0.467064,3.35781,-1.01413,-4.39557
UID_30_4_7_all-15,-0.353885,0.562982,0.0413754,-0.539832,0.495429
UID_30_4_8_all-8,2.75454,-1.20863,0.356997,-1.80593,-0.209751
UID_30_4_9_all-4,2.16293,-0.81211,-0.801116,0.555971,-3.32359
UID_30_5_1_all-3,2.90113,-1.0264,0.2037,-2.10957,-0.0822901
UID_30_5_2_all-9,2.80014,-1.11539,1.17768,-1.97306,-0.32073
UID_30_5_3_all-8,-0.288941,0.585513,-0.0101998,-0.230338,0.0853139
UID_30_5_4_all-5,-0.416589,0.302218,0.0137909,-0.245313,0.0892724
UID_30_5_5_all-25,-0.741626,-0.606273,-0.0685488,-0.0464285,-0.465283
UID_30_5_6_all-6,-0.334128,0.548735,-0.0162068,-0.572007,0.598094
UID_30_5_7_all-16,-0.406885,-1.0807,0.318374,0.850255,0.895362
UID_30_6_10_all-2,2.56168,-1.712,1.05489,-0.760381,-1.80102
UID_30_6_11_all-3,-0.177488,0.462283,-0.231851,0.351843,-0.760501
UID_30_6_12_all-15,-0.611099,-0.132461,-0.169682,-0.208795,-0.304633
UID_30_6_1_all-25,-0.6515,-0.338227,-0.0869842,-0.107866,-0.117877
UID_30_6_2_all-9,-0.36657,0.0132467,-0.279396,0.256231,-0.575404
UID_30_6_3_all-13,-0.526001,0.246123,0.0949366,-0.490742,0.508552
UID_30_6_4_all-9,-0.370908,0.209165,-0.227011,-0.310796,0.0499343
UID_30_6_5_all-7,-0.277095,0.636401,-0.093963,-0.279073,0.000579042
UID_30_6_6_all-25,-0.692722,-0.360226,-0.143463,-0.139147,-0.390666
UID_30_6_7_all-8,2.51642,-1.61614,0.540636,-1.11859,-2.42231
UID_30_6_8_all-13,-0.627657,-0.250454,0.189054,-0.104386,3.10586e-06
UID_30_6_9_all-9,-0.19076,0.900108,0.0724228,-0.422155,0.363749
UID_30_7_1_all-17,-0.491165,0.0476937,0.351875,-0.229443,0.469954
UID_30_7_2_all-9,2.21704,-0.385402,-2.36263,0.14004,0.0290335
UID_30_7_3_all-6,1.73902,1.86952,-0.451342,1.57866,-3.0784
UID_30_7_4_all-14,-0.553501,-0.185517,0.247567,0.144997,-0.00447904
UID_30_7_5_all-4,2.62132,-0.618379,0.84331,-1.20053,-1.06214
UID_30_7_6_all-19,-0.727294,-1.0634,-0.480817,0.495557,-0.962928
UID_30_7_7_all-2,-0.0831194,0.772247,0.460891,0.0926937,0.443564
UID_30_7_8_all-5,-0.250447,0.142824,0.0702034,0.618605,-0.646041
UID_30_8_1_all-4,1.38003,3.38313,0.265262,0.681993,-0.384801
UID_30_8_2_all-17,1.83464,-0.123659,-5.05834,1.94345,-0.788758
UID_30_8_3_all-12,-0.345939,0.398733,-0.150729,-0.599544,0.353836
UID_30_8_4_all-12,2.37216,1.33672,-3.48745,2.56013,4.87533
UID_30_8_5_all-5,1.99751,-0.430849,-3.59702,0.913322,-0.793516
UID_30_8_6_all-23,2.68462,-1.81079,-0.676479,0.120753,-0.927661
UID_30_8_7_all-14,1.54124,1.23347,-0.636441,1.48908,-3.28277
UID_30_8_8_all-8,1.38806,2.90102,0.365256,1.47925,0.050686
UID_30_8_9_all-14,1.78739,-0.105386,4.92895,2.61202,1.0746
UID_30_9_1_all-16,-0.645458,-0.23997,0.162493,-0.454189,0.464204
UID_30_9_2_all-15,-0.409856,0.28442,-0.00626508,-0.282954,0.138068
UID_30_9_3_all-9,-0.581302,-0.732488,0.670904,0.811049,0.0221873
UID_30_9_4_all-10,-0.556138,0.169246,0.0540935,-0.409637,0.141501
UID_30_9_5_all-23,-0.66911,-0.935425,0.552843,0.313489,0.758299
UID_30_9_6_all-20,0.282855,-1.17946,3.06138,0.431697,2.15276
UID_30_9_7_all-11,2.7609,-1.50643,1.05185,-0.945408,-1.01354
UID_32_10_10_all-13,-0.61666,-0.324653,-0.258471,-0.276156,-0.238787
UID_32_10_1_all-18,-0.668647,-0.903995,-0.504815,0.528376,-0.789111
UID_32_10_2_all-16,-0.742689,-0.510442,-0.136274,-0.582041,-0.329522
UID_32_10_3_all-4,-0.250815,0.48012,-0.240371,-0.0787145,-0.334495
UID_32_10_4_all-15,-0.833592,-0.669734,-0.217671,-0.405928,-0.272801
UID_32_10_5_all-3,2.95949,-1.40161,-0.0304351,-1.88188,-0.380183
UID_32_10_6_all-15,1.98391,1.14177,0.868233,7.41879,2.78408
UID_32_10_7_all-18,2.46155,-0.292749,-4.09203,1.31832,2.90361
UID_32_10_8_all-23,-0.799725,-0.543869,-0.200231,-0.202331,0.007293
UID_32_10_9_all-24,-0.836969,-0.669727,-0.225697,-0.158171,-0.475227
UID_32_11_1_all-19,-0.918367,-1.28524,-0.748763,0.129118,-1.50946
UID_32_11_2_all-26,1.72503,-1.11518,-5.52007,1.32922,4.29559
UID_32_11_3_all-27,-0.742697,-0.640891,-0.149173,-0.375037,-0.284213
UID_32_12_1_all-17,-0.527754,-0.0363713,-0.114017,-0.288025,-0.336641
UID_32_12_2_all-16,2.6451,-1.5089,-0.470922,-1.19072,0.799329
UID_32_12_3_all-6,1.00793,-1.6839,3.50287,3.58187,4.77574
UID_32_12_4_all-23,-0.972513,-0.886792,-0.0623714,-0.581171,0.13432
UID_32_13_1_all-22,-1.10716,-0.938555,0.104542,-0.840518,0.644438
UID_32_13_2_all-28,-0.773095,-0.897631,-0.194853,-0.133133,0.00849684
UID_32_13_3_all-26,-1.00782,-0.9992,-0.23208,-0.568475,0.0637882
UID_32_13_4_all-13,2.28361,0.449974,5.76668,-0.137966,-2.46211
UID_32_13_5_all-7,-0.521633,0.099717,0.0364424,-0.674558,0.648562
UID_32_13_6_all-7,2.01178,-0.619035,5.19852,1.19895,-1.99513
UID_32_13_7_all-20,-0.880049,-0.814968,-0.160136,-0.447272,0.0881466
UID_32_13_8_all-13,2.65782,-1.86218,-1.98235,-2.33689,0.935275
UID_32_13_9_all-20,-0.714129,-0.809342,-0.428831,-0.201154,-0.52832
UID_32_14_1_all-15,-0.844021,-0.860152,-0.344482,-0.259877,-0.153702
UID_32_14_2_all-17,-0.956115,-1.16854,-0.201616,-0.0776168,-1.03145
UID_32_15_1_all-29,-1.04069,-1.16661,0.154598,-0.359835,0.354658
UID_32_15_2_all-16,-1.02089,-0.910141,-0.145955,-0.621044,-0.0656596
UID_32_15_3_all-18,-0.876678,-0.82879,-0.00951782,0.0667912,-0.735187
UID_32_16_1_all-20,1.97646,-1.23752,-5.48727,1.18037,-0.473876
UID_32_16_2_all-6,2.04491,-1.26908,-1.15499,1.09477,-4.11544
UID_32_17_1_all-21,-1.00382,-1.09113,-0.181491,-0.00462734,-0.379489
UID_32_17_2_all-9,-1.00599,-1.06967,0.498589,-0.148253,0.699967
UID_32_18_1_all-16,-1.10455,-0.878808,0.0708956,-0.940087,0.632791
UID_32_18_2_all-19,2.21508,0.42067,5.12857,0.808468,0.420422
UID_32_18_3_all-26,-0.895176,-0.80771,-0.168152,-0.46436,0.0645237
UID_32_18_4_all-27,-0.832032,-0.75414,0.0191,-0.284359,-0.884412
UID_32_18_5_all-23,-0.70085,-0.852619,-0.343037,-0.273188,-0.461212
UID_32_19_1_all-16,-0.936133,-0.9175,-0.157925,-0.426577,0.114931
UID_32_19_2_all-15,2.4332,-1.97256,-2.31132,-0.659804,2.04335
UID_32_19_3_all-15,-0.775335,-0.856097,-0.405571,-0.207198,-0.411315
UID_32_1_1_all-38,-0.872847,-1.37854,-0.409035,0.45283,-1.38566
UID_32_1_2_all-33,-1.03071,-0.855482,-0.205453,-0.888586,0.250712
UID_32_1_3_all-18,-0.889906,-0.835528,0.0476201,-0.181608,-0.133766
UID_32_1_4_all-41,-1.00146,-0.951207,-0.22018,-0.847539,0.255548
UID_32_1_5_all-23,-0.629105,-0.643974,-0.391052,0.232061,-1.13426
UID_32_1_6_all-23,-0.863021,-1.06748,-0.484936,0.287626,-0.335186
UID_32_20_1_all-23,-0.870924,-0.793337,-0.187498,0.0598861,-0.721439
UID_32_21_1_all-24,-0.756339,-0.650468,0.20079,-0.360874,0.212421
UID_32_21_2_all-20,-0.779608,-1.02242,-0.210519,0.191739,-0.48223
UID_32_21_3_all-31,-0.782423,-0.687694,-0.477,-0.519574,0.223217
UID_32_21_4_all-23,-0.909801,-0.658646,0.122087,-0.696381,0.420551
UID_32_21_5_all-13,-0.423283,-0.463081,-0.260147,0.638026,-0.624097
UID_32_21_6_all-31,2.31844,-0.691586,-2.49573,-0.453918,2.95231
UID_32_21_7_all-6,-0.464758,-0.153497,-0.355162,0.177976,-0.563021
UID_32_22_1_all-17,-0.758053,-0.433157,-0.0936844,-0.281338,0.0156237
UID_32_22_2_all-7,-0.258605,0.452836,-0.122726,0.176253,-0.541514
UID_32_22_3_all-19,-0.357421,-0.156368,-0.00163579,0.80227,-0.672898
UID_32_22_4_all-7,-0.236098,0.420867,-0.280675,-0.0168847,-0.366758
UID_32_22_5_all-17,-0.645912,-0.181593,-0.125353,-0.568511,0.274999
UID_32_22_6_all-17,-0.591462,-0.160649,-0.118268,-0.530773,0.17131
UID_32_23_1_all-23,-0.493591,0.0277262,-0.112179,-0.193421,-0.315758
UID_32_23_2_all-14,2.57876,-1.62637,-1.2478,-1.24836,1.10579
UID_32_23_3_all-12,2.11664,-1.26867,-4.13093,0.903591,2.62768
UID_32_23_4_all-16,-0.849761,-0.806975,0.0223902,-0.347694,-0.0496616
UID_32_23_5_all-18,-0.856301,-0.466007,-0.0102307,-0.636983,0.34386
UID_32_23_6_all-22,-0.833597,-0.763872,-0.00412366,-0.024402,-0.655266
UID_32_24_1_all-11,-0.464071,0.0684849,-0.0632021,-0.189769,-0.0463412
UID_32_24_2_all-20,2.46842,-1.30213,-2.44562,1.0678,0.549572
UID_32_24_3_all-22,-0.929335,-0.911077,-0.43124,-0.513531,-0.249021
UID_32_24_4_all-5,-0.773976,-1.33735,-0.514336,0.719486,-1.25431
UID_32_24_5_all-17,-0.854496,-0.829872,0.0557461,-0.321444,-0.00806528
UID_32_24_6_all-26,-0.773223,-0.559354,-0.232937,-0.251967,-0.48821
UID_32_24_7_all-11,-0.459617,-1.13209,-0.524892,1.39562,-1.45763
UID_32_25_1_all-11,-0.435989,-0.421505,-0.452949,0.203912,-0.990023
UID_32_25_2_all-11,-0.451687,-0.695434,-0.533919,1.16136,-1.63412
UID_32_25_3_all-5,-0.436511,0.208787,-0.033232,-0.0366658,-0.437991
UID_32_25_4_all-19,-0.777649,-0.298348,0.017336,-0.47971,0.236471
UID_32_26_10_all-12,-0.518461,0.205737,-0.013265,-0.486114,0.174327
UID_32_26_11_all-12,-0.752274,-0.67031,-0.245435,-0.0862205,-0.428143
UID_32_26_1_all-4,1.91342,0.128553,-0.143985,0.750441,-4.3211
UID_32_26_2_all-13,-0.577158,-0.0759776,0.103757,-0.34628,-0.332824
UID_32_26_3_all-20,2.60658,-1.70915,-1.15973,-2.19982,0.396409
UID_32_26_4_all-14,2.88274,-2.04657,-0.921795,-0.469996,3.18915
UID_32_26_5_all-25,-0.699673,-0.822669,-0.438292,-0.0378717,-0.267979
UID_32_26_6_all-8,2.64499,-0.977984,-0.614181,-1.66269,0.647884
UID_32_26_7_all-19,2.40923,0.191318,-2.79311,0.888363,5.96616
UID_32_26_8_all-11,2.81316,-1.18377,-0.169159,-1.5787,0.812912
UID_32_26_9_all-33,2.13068,-1.24525,-3.90187,-0.0934963,2.48798
UID_32_27_1_all-14,2.3308,-0.953412,-2.40637,0.293678,-1.0989
UID_32_27_2_all-27,-1.00224,-0.800055,-0.139815,-0.804395,0.238077
UID_32_27_3_all-8,-0.568896,-0.53162,0.238645,0.0679981,0.425393
UID_32_28_1_all-27,-0.979928,-0.940025,-0.135506,-0.371142,-0.259356
UID_32_28_2_all-21,1.83543,-0.0515116,-7.09762,4.47982,-0.385031
UID_32_28_3_all-22,-0.508164,-0.532806,-0.558504,-0.36124,0.0606691
UID_32_28_4_all-20,-0.68388,-0.500157,-0.288354,0.0379438,-0.697215
UID_32_28_5_all-17,2.71868,-1.6384,-1.1742,-3.59522,0.861504
UID_32_29_1_all-15,-0.474947,0.0442885,-0.0347319,-0.128668,-0.0275666
UID_32_29_2_all-14,2.14116,-2.14686,-2.43774,0.221605,-0.528605
UID_32_29_3_all-7,-0.793259,-1.37015,-0.510129,0.761628,-1.16928
UID_32_29_4_all-15,-0.840455,-0.820697,0.0212518,-0.380474,-0.0508659
UID_32_29_5_all-28,-0.774148,-0.536204,-0.244278,-0.29876,-0.552723
UID_32_29_6_all-32,-0.837354,-0.449824,0.0214825,-0.651063,0.410901
UID_32_29_7_all-30,-0.456082,-1.12251,-0.525556,1.43371,-1.44644
UID_32_29_8_all-11,-0.48368,-0.0264687,-0.304786,-0.0950004,-0.459126
UID_32_29_9_all-27,-0.519692,-0.245156,-0.180818,-0.105753,-0.731811
UID_32_2_1_all-25,2.48775,-2.45848,-0.774374,-0.986341,0.75706
UID_32_2_2_all-20,-0.511667,-0.056017,-0.277849,-0.469166,-0.0879556
UID_32_2_3_all-13,-0.609862,0.00262609,-0.0550008,-0.62302,0.191129
UID_32_2_4_all-12,2.93046,-1.3108,-0.0965213,-2.70787,1.20347
UID_32_2_5_all-20,2.70256,-0.393379,3.46011,-0.597964,-0.442204
UID_32_2_6_all-19,-0.583475,-0.33194,-0.36338,0.0237473,-0.465697
UID_32_2_7_all-27,-0.838291,-1.11684,-0.436698,-0.104967,-0.539575
UID_32_30_1_all-23,-0.56956,-0.86595,-0.28443,0.640914,-1.02647
UID_32_30_2_all-5,-0.245092,-0.507322,-0.129494,0.389802,-0.355327
UID_32_30_3_all-9,2.98764,-1.62507,-0.222527,-0.905629,3.35926
UID_32_30_4_all-18,-0.590846,-0.425605,0.10425,0.03523,0.132513
UID_32_30_5_all-13,-0.969646,-1.00196,-0.221889,-0.594394,-0.181014
UID_32_31_1_all-20,-0.724005,-0.700323,-0.381561,-0.382364,-0.137099
UID_32_31_2_all-18,-1.08475,-0.946517,0.128615,-1.15162,0.652851
UID_32_31_3_all-5,-0.814134,-0.600488,-0.165913,-0.428214,-0.11133
UID_32_31_4_all-6,1.63522,0.614098,-0.130266,1.79064,-5.09465
UID_32_31_5_all-12,-0.782149,-0.885531,-0.402996,0.364508,-0.827725
UID_32_31_6_all-15,-0.591567,-0.359713,-0.0407195,-0.153775,0.0656162
UID_32_32_1_all-15,2.15894,0.270302,-4.40773,3.25144,2.52146
UID_32_32_2_all-20,-0.599977,0.0512314,0.0780568,-0.826896,0.650221
UID_32_32_3_all-17,-1.0058,-0.622065,0.0234475,-0.973681,0.524044
UID_32_33_1_all-17,-0.521832,-0.10297,0.00130697,0.0419247,-0.558308
UID_32_33_2_all-15,-0.437851,-0.42817,-0.437326,0.277556,-1.02134
UID_32_33_3_all-10,-0.457057,0.039093,0.0732713,0.382359,-0.256784
UID_32_33_4_all-17,-0.518553,-0.198352,-0.190457,-0.040801,-0.623823
UID_32_33_5_all-17,-0.770682,-0.289328,0.0197701,-0.517839,0.164086
UID_32_33_6_all-17,2.4815,-1.15808,-1.88139,0.217889,1.22705
UID_32_33_7_all-20,2.63268,-1.55127,-0.714272,-0.278782,-0.333784
UID_32_34_10_all-5,2.7278,-1.59111,-0.532623,-0.891851,0.209697
UID_32_34_11_all-7,-0.717382,-0.372514,-0.120079,-0.463007,0.0121632
UID_32_34_12_all-9,-0.659423,-0.310097,-0.157537,-0.150521,-0.317443
UID_32_34_1_all-3,-0.388459,-0.281108,-0.232477,-0.244592,-0.673312
UID_32_34_2_all-9,-0.477617,0.0493024,-0.195595,-0.286845,-0.120692
UID_32_34_3_all-5,-0.692418,-0.295683,-0.242371,-0.281296,0.17016
UID_32_34_4_all-6,-0.27354,0.308185,-0.107286,0.386408,-0.687047
UID_32_34_5_all-4,-0.347753,0.441072,-0.0854189,-0.274371,-0.0360129
UID_32_34_6_all-19,-1.02014,-0.635812,-0.167071,-0.7991,0.407935
UID_32_34_7_all-15,-0.60465,-0.185847,-0.189526,-0.282715,-0.281715
UID_32_34_8_all-8,-0.800821,-0.38023,-0.124838,-0.509325,0.079701
UID_32_34_9_all-15,-0.673318,-0.481261,-0.239513,-0.378079,0.183523
UID_32_35_1_all-20,-0.636549,-0.186876,-0.127341,-0.869687,0.43065
UID_32_35_2_all-27,-0.789158,-0.820043,-0.0977865,-0.969057,1.29407
UID_32_35_3_all-12,-0.582475,-0.11537,-0.0822377,-0.480167,0.0331488
UID_32_35_4_all-19,-0.52824,0.0419079,-0.168864,-0.418688,-0.279693
UID_32_35_5_all-14,-0.705038,-0.231077,-0.078546,-0.477641,0.0398548
UID_32_36_1_all-18,-0.655677,-0.520607,-0.263668,0.251883,-0.539177
UID_32_36_2_all-21,-0.9109,-0.630612,0.0243658,-0.55165,0.14724
UID_32_36_3_all-14,2.93806,-1.82043,2.16691,-2.68882,-0.696951
UID_32_37_1_all-17,-0.865622,-0.632501,0.0327277,-0.312896,-0.482218
UID_32_37_2_all-33,-0.434825,-1.80972,-0.963752,2.52989,-3.41492
UID_32_37_3_all-27,-0.69263,-1.15434,-0.214459,0.745803,-1.15477
UID_32_37_4_all-33,-0.994283,-0.6837,-0.0212726,-0.627679,0.173994
UID_32_37_5_all-22,-0.548817,-0.810808,-0.443744,1.04928,-1.62912
UID_32_37_6_all-24,-0.841183,-0.824242,0.101456,-0.316618,0.340899
UID_32_38_1_all-12,-0.652735,-0.493517,-0.396597,0.0124286,-0.602236
UID_32_38_2_all-12,-0.850419,-1.11407,-0.351089,0.25078,-0.260009
UID_32_3_1_all-30,-0.68817,-1.61602,-0.429529,0.370174,-2.16802
UID_32_3_2_all-29,-0.575288,-0.512225,-0.234715,0.503057,-0.56674
UID_32_3_3_all-23,-0.391236,-0.759,-0.392345,0.598862,-1.19739
UID_32_3_4_all-19,-0.778721,-0.573184,0.339849,-1.11804,0.498267
UID_32_3_5_all-29,-0.787912,-0.572316,0.10756,-0.427287,0.888177
UID_32_3_6_all-10,2.82917,-2.34643,0.732426,-1.91401,-1.43502
UID_32_3_7_all-29,-0.93012,-0.979927,-0.314133,-0.297657,-0.288643
UID_32_3_8_all-22,-0.637019,-0.170656,-0.158639,-0.538231,0.00339839
UID_32_4_1_all-15,-0.819572,-1.2402,0.560048,-0.181621,1.86222
UID_32_4_2_all-21,-0.797608,-0.654325,-0.137707,-0.266866,0.0094191
UID_32_4_3_all-15,-0.755579,-0.376868,-0.18982,-0.468919,0.0681075
UID_32_4_4_all-17,-0.784709,-0.649017,0.212761,-0.325843,0.535772
UID_32_5_1_all-28,-0.927525,-0.757521,-0.0324183,-0.381896,0.0561452
UID_32_5_2_all-32,2.27751,-0.457812,-2.08594,-0.622943,1.6718
UID_32_5_3_all-11,2.74696,-1.25864,-0.428675,-2.0655,0.337052
UID_32_6_1_all-19,-0.733561,-0.582859,-0.0797712,-0.339952,0.499368
UID_32_6_2_all-25,-0.643341,-0.155756,-0.130482,-0.630115,0.405188
UID_32_6_3_all-19,-0.877015,-0.678378,-0.0447384,-0.300426,0.0212559
UID_32_6_4_all-23,-0.746057,-0.435112,-0.140938,-0.342395,0.477334
UID_32_6_5_all-3,-0.280464,0.220764,-0.328389,0.372225,-0.443755
UID_32_6_6_all-33,2.1339,-1.13084,-2.00517,0.567028,-2.25873
UID_32_6_7_all-6,2.69653,-1.84616,0.940679,-2.4049,-2.68739
UID_32_6_8_all-19,-1.01349,-0.840127,0.0496196,-0.66005,0.264074
UID_32_7_10_all-14,1.41087,1.93985,0.858487,1.83325,-1.71473
UID_32_7_11_all-32,-0.661096,-0.536009,0.119287,-0.315766,0.37244
UID_32_7_12_all-28,-0.814988,-0.720461,-0.296445,-0.331267,-0.50698
UID_32_7_13_all-15,-0.563359,-0.356798,-0.0380557,0.480961,-1.01774
UID_32_7_1_all-7,1.43238,3.57124,0.514117,0.839624,0.626297
UID_32_7_2_all-17,-0.662639,-1.40226,-0.289312,1.80898,-0.357147
UID_32_7_3_all-15,-0.741007,-1.34903,0.165944,-0.143002,0.621969
UID_32_7_4_all-12,2.54394,-2.80758,-1.51904,-2.04375,0.943672
UID_32_7_5_all-27,-0.524813,-0.781641,-0.54889,-0.0952688,-0.17087
UID_32_7_6_all-21,-0.703162,-0.535029,-0.402506,-0.440527,-0.0804279
UID_32_7_7_all-26,-0.9049,-0.728777,-0.131446,-0.337366,-0.11707
UID_32_7_8_all-18,-0.803427,-0.71789,-0.225454,-0.609157,0.273358
UID_32_7_9_all-29,-0.820008,-0.378956,0.137082,-0.584124,0.262522
UID_32_8_1_all-16,-0.746086,-0.256121,-0.0265721,-0.787303,0.52482
UID_32_8_2_all-4,-0.574335,0.0782871,0.0842191,-0.324045,0.0287454
UID_32_8_3_all-21,-0.493519,-0.0585512,-0.182244,-0.366633,-0.168389
UID_32_8_4_all-19,-0.606778,-0.0628058,-0.148102,-0.597148,0.177117
UID_32_8_5_all-6,-0.617871,-1.07887,0.189339,0.117236,0.91505
UID_32_8_6_all-16,-0.287849,0.383319,-0.179877,0.151638,-0.334179
UID_32_8_7_all-31,-0.951699,-1.46708,-0.584868,0.121685,-1.10272
UID_32_8_8_all-13,-0.401809,0.046318,-0.210519,0.163946,-0.600029
UID_32_8_9_all-21,2.44933,-2.13474,-1.27607,-1.16839,-1.01068
UID_32_9_1_all-16,2.07706,-0.172362,-2.52216,-0.851142,0.0511379
UID_32_9_2_all-26,-0.71237,-0.360623,0.124102,-0.429042,0.487339
UID_32_9_3_all-22,-0.595484,-0.347177,-0.101863,0.181005,-0.40115
UID_33_10_1_all-2,-0.298795,0.485287,-0.0298959,-0.364945,-0.00731319
UID_33_10_2_all-3,-0.264316,0.546282,-0.133188,-0.196194,-0.25852
UID_33_10_3_all-3,2.8453,-1.06779,1.27895,-2.13206,-0.407886
UID_33_10_4_all-8,-0.669052,-0.0549609,-0.0207105,-0.86486,0.55076
UID_33_10_5_all-2,-0.274642,-0.0241912,-0.221762,0.15516,-0.409103
UID_33_10_6_all,2.90574,-2.04845,1.5547,-2.24808,-0.140377
UID_33_11_1_all-21,-0.708816,-0.1164,-0.0617616,-0.665762,0.216828
UID_33_12_1_all-5,-0.714869,-0.431677,-0.191405,-0.367479,-0.23208
UID_33_12_2_all-6,-0.283808,0.700137,0.207944,-0.507508,0.454774
UID_33_12_3_all-16,-0.745932,-0.270793,-0.0410435,-0.746278,0.151443
UID_33_12_4_all-18,-0.779045,-1.09025,0.767736,0.385039,1.17056
UID_33_12_5_all-18,1.61678,4.10408,0.0414063,0.666101,-0.374189
UID_33_12_6_all-7,-0.470392,-0.920479,0.605246,-0.907746,1.91859
UID_33_13_1_all-15,-0.359908,0.3009,-0.0799168,-0.272667,0.340437
UID_33_13_2_all-15,-0.679852,-1.28803,0.166895,2.17554,2.42053
UID_33_13_3_all-22,-0.769488,-0.340224,-0.000659928,-0.371822,-0.139234
