Contour,Area,all2Model (normalized mode 1),all2Model (normalized mode 2)
UID_68_27_2_all-20,45080.7,0.726023,0.655124
UID_68_27_3_all-15,39787.7,-0.911921,0.977372
UID_68_27_4_all-19,42994.7,0.602685,0.714902
UID_68_27_5_all-15,42886.7,0.453638,0.845003
UID_68_27_6_all-13,43239,0.7205,0.326892
UID_68_27_7_all-5,35411,0.510709,-0.461292
UID_68_27_8_all-11,37186.4,0.544173,-0.223709
UID_68_27_9_all-16,37029.2,0.520854,-0.180602
UID_68_28_1_all-17,37726.1,0.548114,-0.130419
UID_68_28_2_all-8,34976.9,0.451263,-0.347217
UID_68_28_3_all-22,40686.9,0.632082,0.158439
UID_68_28_4_all-16,38311.1,0.559999,-0.0121882
UID_68_28_5_all-11,48820,0.930993,0.644008
UID_68_28_6_all-10,42316.8,0.571466,0.446935
UID_68_28_7_all-13,37598.8,0.299671,0.213181
UID_68_28_8_all-16,42342.4,0.726593,0.167738
UID_68_28_9_all-11,37482.8,0.457781,0.197345
UID_68_29_1_all-28,42812.9,0.783069,0.0840076
UID_68_29_10_all-9,34421.9,0.420367,-0.376206
UID_68_29_11_all-11,41855.6,0.687394,0.176238
UID_68_29_12_all-13,37762.4,0.530802,-0.0442637
UID_68_29_2_all-16,43233.8,0.626162,0.690837
UID_68_29_3_all-14,35176.7,0.498375,-0.468568
UID_68_29_4_all-12,45117,0.768585,0.545744
UID_68_29_5_all-13,34720.8,0.439781,-0.435315
UID_68_29_6_all-15,37649.5,0.530628,-0.076141
UID_68_29_7_all-18,39104.7,0.58599,-0.0217241
UID_68_29_8_all-13,36987.9,0.515041,-0.171531
UID_68_29_9_all-12,40128.5,0.638131,0.0460779
UID_68_3_1_all-6,20403.6,-2.93154,0.410015
UID_68_3_2_all-13,40861.8,0.674497,0.0820814
UID_68_3_3_all-8,36842.2,0.427742,0.170686
UID_68_3_4_all-22,43002.6,0.716475,0.404025
UID_68_3_5_all-10,38817.8,0.494068,0.190073
UID_68_3_6_all-9,25249.2,-2.28305,1.36532
UID_68_30_1_all-5,41970.8,0.69941,0.160954
UID_68_30_10_all-17,46445.5,0.73851,0.856104
UID_68_30_11_all-3,37671.3,0.326528,0.324539
UID_68_30_2_all-17,36001.8,0.507225,-0.368646
UID_68_30_3_all-11,40405.9,0.246321,0.742327
UID_68_30_4_all-11,36984.8,0.558188,-0.311563
UID_68_30_5_all-9,33167.4,0.301241,-0.336767
UID_68_30_6_all-17,39550.5,0.641592,-0.0476091
UID_68_30_7_all-16,47868.2,0.481637,1.38842
UID_68_30_8_all-13,35966.1,0.522865,-0.392184
UID_68_30_9_all-12,44347.5,0.744848,0.523942
UID_68_31_1_all-20,48929.6,0.818494,0.93796
UID_68_31_2_all-22,42104.5,0.636052,0.394596
UID_68_31_3_all-22,46408.2,0.847771,0.49452
UID_68_31_4_all-20,40743.5,0.536254,0.369743
UID_68_31_5_all-16,39062.8,0.50122,0.225281
UID_68_31_6_all-13,46560.2,0.866086,0.522364
UID_68_32_1_all-7,20826,-2.65799,0.182657
UID_68_32_2_all-22,41040.7,0.621059,0.296714
UID_68_33_1_all-9,42404.3,0.50371,0.521688
UID_68_33_10_all-11,35760.4,0.285332,0.387897
UID_68_33_11_all-7,35668.6,0.257314,0.165566
UID_68_33_12_all-6,34522.4,-0.0462429,0.166745
UID_68_33_13_all-9,42503.6,0.668754,0.444787
UID_68_33_2_all-15,46252,0.874358,0.421916
UID_68_33_3_all-8,29765.6,-0.174805,-0.575939
UID_68_33_4_all-18,44946.5,0.782121,0.425144
UID_68_33_5_all-3,43835.8,0.694291,0.54607
UID_68_33_6_all-12,43581.1,0.693524,0.546822
UID_68_33_7_all-10,36369.6,0.55123,-0.427753
UID_68_33_8_all-20,35952.2,0.453396,-0.112746
UID_68_33_9_all-12,36231,0.522088,-0.305889
UID_68_34_1_all-17,45510.2,0.769556,0.62269
UID_68_34_10_all-15,49017.4,0.731331,1.7363
UID_68_34_11_all-9,47122.1,0.672123,1.08633
UID_68_34_2_all-12,47611.8,0.856685,0.646378
UID_68_34_3_all-11,35708.8,0.413958,-0.212644
UID_68_34_4_all-12,34179.7,0.38148,-0.343959
UID_68_34_5_all-12,36142.8,0.45469,-0.207214
UID_68_34_6_all-14,47777,0.928227,0.483857
UID_68_34_7_all-6,41632,0.58662,0.596108
UID_68_34_8_all-15,40258.5,0.625133,0.0952084
UID_68_34_9_all-11,38561.4,0.561958,-0.0552916
UID_68_35_1_all-10,45977.3,0.77758,0.716195
UID_68_35_10_all-9,39424,0.229504,0.623415
UID_68_35_2_all-12,40409.6,0.688489,-0.0523445
UID_68_35_3_all-7,37771.4,0.441299,0.148853
UID_68_35_4_all-2,37991.4,0.147505,1.00847
UID_68_35_5_all-4,41618.2,-0.057589,1.42213
UID_68_35_6_all-16,46635.3,0.591518,0.865674
UID_68_35_7_all-12,34745.3,0.37704,-0.156376
UID_68_35_8_all-17,32912.4,0.395552,-0.628329
UID_68_35_9_all-12,44256.3,0.74676,0.417862
UID_68_36_1_all-14,33536.3,0.326795,-0.298987
UID_68_36_2_all-15,43015,0.715414,0.28482
UID_68_36_3_all-7,41830,0.679197,0.276021
UID_68_36_4_all-4,45027,0.510186,1.43042
UID_68_36_5_all-15,42032.5,0.645309,0.413495
UID_68_36_6_all-12,31067.1,0.326023,-0.793464
UID_68_36_7_all-8,47864.2,0.735638,1.2563
UID_68_36_8_all-8,33903.2,0.259489,0.106342
UID_68_36_9_all-12,40611.3,0.629452,0.150813
UID_68_37_1_all-12,36852.4,0.511872,-0.174319
UID_68_37_10_all-11,32490.6,0.368695,-0.623051
UID_68_37_11_all-12,42012.6,0.707169,0.130872
UID_68_37_12_all-6,39961.4,0.55447,0.250639
UID_68_37_13_all-17,35542.5,0.421723,-0.207334
UID_68_37_14_all-15,39276.1,0.498952,0.209182
UID_68_37_15_all-7,39682.1,0.475228,0.349332
UID_68_37_2_all-17,40318.8,0.663558,0.0416274
UID_68_37_3_all-8,40626.2,0.428303,0.578632
UID_68_37_4_all-10,32635.3,0.298186,-0.409976
UID_68_37_5_all-7,45749.3,0.803228,0.502542
UID_68_37_6_all-9,39252.4,0.545713,0.182172
UID_68_37_7_all-21,46105.6,0.749526,0.69892
UID_68_37_8_all-5,37890.8,0.564081,-0.165193
UID_68_37_9_all-10,35029.1,0.449549,-0.338517
UID_68_4_1_all-14,46544.9,0.863585,0.548299
UID_68_4_2_all-13,49225.6,0.647841,2.42136
UID_68_4_3_all-10,42390,0.486365,1.04383
UID_68_4_4_all-25,46396.4,0.857593,0.49266
UID_68_4_5_all-21,49797.6,0.899708,1.00283
UID_68_5_1_all-13,45806.5,0.829856,0.451305
UID_68_5_10_all-9,34989.1,0.386673,-0.0911709
UID_68_5_11_all-16,43533.3,0.688933,0.579803
UID_68_5_2_all-12,44560.1,0.633772,0.975095
UID_68_5_3_all-11,40559.7,0.609118,0.252635
UID_68_5_4_all-10,46625.9,0.689083,1.2521
UID_68_5_5_all-5,39559.9,-0.809875,1.28114
UID_68_5_6_all-8,37828.6,0.53319,-0.0244116
UID_68_5_7_all-10,43004.5,0.736831,0.275931
UID_68_5_8_all-5,36898.8,0.159854,0.316777
UID_68_5_9_all-12,40573.7,0.646807,0.108558
UID_68_6_1_all-10,42139.8,0.64231,0.428841
UID_68_6_2_all-9,43737.6,0.657795,0.562512
UID_68_6_3_all-10,40253.6,0.488584,0.541675
UID_68_6_4_all-15,36395.6,0.472656,-0.125937
UID_68_6_5_all-18,42290.3,0.663825,0.322039
UID_68_6_6_all-11,41060.8,0.483387,0.61385
UID_68_6_7_all-11,41796.8,0.663559,0.401969
UID_68_6_8_all-11,38495.7,0.440663,0.339827
UID_68_6_9_all-16,40139.9,-1.47176,1.75062
UID_68_7_1_all-8,47751.4,0.930316,0.465223
UID_68_7_2_all-10,45501.1,0.695699,0.841665
UID_68_7_3_all-19,48567.6,0.798227,1.32449
UID_68_8_1_all-15,43267.9,0.666213,0.511564
UID_68_8_2_all-7,35078.1,0.288497,0.147384
UID_68_8_3_all-11,11111.2,-2.5431,1.35777
UID_68_9_1_all-18,41841.8,0.695724,0.0592922
UID_68_9_2_all-5,19844.4,-1.67646,1.4853
UID_68_9_3_all-11,43698.8,0.63283,0.921587
UID_68_9_4_all-8,44604.2,0.823171,0.28893
UID_68_9_5_all-18,41836.3,0.604532,0.372216
UID_68_9_6_all-6,37727.4,0.390721,0.433637
UID_68_9_7_all-8,44324.7,0.166286,1.27781
UID_68_9_8_all-7,42865.6,0.573646,0.652971
UID_68_9_9_all-14,41565.7,0.694637,0.0712726
UID_72_1_1_all-18,48342.9,0.217298,1.88573
UID_72_14_1_all-13,48956.1,0.852345,0.980793
UID_72_2_1_all-13,43985.3,0.716661,0.496339
UID_72_28_1_all-5,45380.7,0.700462,0.842512
UID_72_29_1_all-16,42162.7,0.517031,0.924573
UID_72_3_1_all-25,47166.3,0.775539,0.972819
UID_72_3_2_all-29,44772.4,0.625844,1.00018
UID_72_30_1_all-23,49505.5,0.885493,0.918189
UID_72_31_1_all-19,47954.6,0.904805,0.651786
UID_72_32_1_all-23,46584.5,0.795242,0.752325
UID_72_33_1_all-2,49776.8,0.941772,0.807822
UID_72_5_1_all-10,48669.9,0.804343,1.35809
UID_72_8_1_all-25,43358.1,0.682752,0.496508
UID_72_8_2_all-2,39199.1,0.48181,0.550164
UID_74_1_1_all-30,40981.6,0.550043,0.587002
UID_74_1_2_all-26,42160,0.702028,0.24377
UID_74_1_3_all-17,20151.7,-2.36476,-1.12324
UID_74_1_4_all-23,45488,0.742833,0.81621
UID_74_11_1_all-29,41105,0.597802,0.41143
UID_74_11_2_all-32,44640.1,0.728126,0.689772
UID_74_12_1_all-12,45879.3,0.818874,0.512153
UID_74_12_2_all-28,49062.5,0.790981,1.24621
UID_74_13_1_all-15,41601.6,0.677272,0.150888
UID_74_16_1_all-30,48927.9,0.89489,0.809909
UID_74_17_1_all-38,42823.5,0.733248,0.26884
UID_74_18_1_all-24,44467.7,0.797961,0.330498
UID_74_18_2_all-12,38341,0.594348,-0.118655
UID_74_19_1_all-17,44766.6,0.645613,0.626042
UID_74_2_1_all-19,37781.1,0.477406,0.101029
UID_74_2_2_all-25,41965.6,0.538677,0.775134
UID_74_2_3_all-30,43537.3,0.573103,0.747184
UID_74_2_4_all-15,48005.3,0.757651,1.06906
UID_74_20_1_all-19,44870.3,0.62504,1.14038
UID_74_21_1_all-13,45077.5,0.773224,0.45977
UID_74_22_1_all-20,49614.3,0.872039,1.07308
UID_74_3_1_all-13,42461.9,0.737736,0.184131
UID_74_3_2_all-12,24232.7,-0.67687,-0.0480319
UID_74_3_3_all-14,44299.8,0.164144,2.51268
UID_74_36_1_all-5,46372.7,0.860126,0.530817
UID_74_38_1_all-6,43899,0.611745,0.843613
UID_74_6_1_all-17,47673.4,0.841116,0.780348
UID_74_6_2_all-15,47871,0.930235,0.550705
UID_74_7_1_all-8,43534.6,0.690865,0.590963
UID_74_9_1_all-29,46162.6,0.733025,0.951948
UID_74_9_2_all-29,49506.7,0.809842,1.24299
UID_75_1_1_all-9,35921.4,0.325197,0.34703
UID_75_1_2_all-35,44895.3,0.76865,0.512028
UID_75_1_3_all-18,36002.7,0.492201,-0.321238
UID_75_1_4_all-23,40260.3,0.569224,0.277817
UID_75_10_1_all,4912.91,-2.86473,1.93782
UID_75_10_2_all,6836.3,-3.3095,2.36692
UID_75_11_1_all-4,41195.9,-0.0829188,1.67814
UID_75_13_1_all-15,42527.3,0.506279,0.839426
UID_75_13_2_all-27,38835.6,0.569463,-0.029393
UID_75_14_1_all-11,40733.3,0.482597,0.522975
UID_75_14_2_all-21,40823,0.645043,0.106452
UID_75_15_1_all-14,37351.7,0.455436,0.125182
UID_75_15_2_all-17,37814.8,0.542879,-0.103043
UID_75_17_1_all-26,38685.4,0.482558,0.254867
UID_75_17_2_all-19,36570.3,0.469072,-0.128138
UID_75_17_3_all-19,40253,0.57142,0.273431
UID_75_18_1_all-29,41301.6,0.583885,0.371923
UID_75_18_2_all-25,41908.1,0.718961,0.10622
UID_75_2_1_all-15,33860.6,0.356016,-0.243964
UID_75_2_2_all-23,38525.8,0.414837,0.514277
UID_75_21_1_all-30,38595.7,0.559149,0.0339468
UID_75_21_2_all-4,31874.9,0.361116,-0.74924
UID_75_21_3_all-8,31996,0.345717,-0.65931
UID_75_21_4_all,506.618,-1.91984,-5.32727
UID_75_22_1_all-8,36742,0.499666,-0.185794
UID_75_22_2_all-16,35482.5,0.269114,0.203505
UID_75_22_3_all-28,38645.3,0.521367,0.13261
UID_75_22_4_all-25,39820.4,0.565494,0.222591
UID_75_23_1_all-5,32287.9,0.0601275,0.508067
UID_75_23_2_all-14,34194.2,0.404574,-0.363552
UID_75_23_3_all-21,37547.5,0.573909,-0.260516
UID_75_23_4_all-23,34845.3,0.451232,-0.374235
UID_75_24_1_all-17,38853.8,0.59498,-0.0445779
UID_75_25_1_all-14,29762.1,0.240809,-0.806406
UID_75_25_2_all-17,36340.4,0.489848,-0.183598
UID_75_25_3_all-18,34039.2,0.413852,-0.454256
UID_75_26_1_all-16,36646.1,0.525876,-0.263751
UID_75_26_2_all-24,42858.6,0.673244,0.367912
UID_75_26_3_all-26,42147.7,0.458725,1.01869
UID_75_27_1_all-11,32370.4,0.24797,-0.221617
UID_75_27_2_all-28,46242.8,0.783025,0.692593
UID_75_27_3_all-21,38115.4,0.421664,0.266141
UID_75_27_4_all-17,36796.8,0.536359,-0.2667
UID_75_27_5_all-29,41140.1,0.610902,0.345449
UID_75_27_6_all-25,38648.8,0.580169,-0.0163339
UID_75_28_1_all-26,37831.4,0.509521,0.0575787
UID_75_28_2_all-22,11939.6,-2.44946,0.244455
UID_75_28_3_all-34,42543.6,0.748574,0.117736
UID_75_29_1_all-12,14094.9,-2.02946,-1.00968
UID_75_29_2_all-26,35840.6,0.503829,-0.412963
UID_75_29_3_all-31,36073.6,0.431149,-0.106515
UID_75_29_4_all-4,28091.6,0.192998,-1.03238
UID_75_29_5_all-18,31661.8,0.313134,-0.656225
UID_75_3_1_all-8,38319.9,0.415486,0.618731
UID_75_3_2_all-9,34898.1,0.44182,-0.395241
UID_75_3_3_all-7,33016.3,0.413774,-0.676194
UID_75_3_4_all-8,32279.2,0.303614,-0.474167
UID_75_30_1_all-21,39504.4,0.450639,0.591125
UID_75_30_2_all-30,12722.2,-2.14847,0.660604
UID_75_30_3_all-27,37887.4,0.531441,-0.127996
UID_75_30_4_all-18,36934,0.506117,-0.122514
UID_75_30_5_all-20,39287.9,0.576957,0.1023
UID_75_30_6_all-16,37246.8,0.456213,0.0636645
UID_75_32_1_all-22,33958.1,0.417424,-0.441492
UID_75_33_1_all-3,2296.6,-2.1006,0.428927
UID_75_33_2_all-3,3864.73,-2.98248,1.67734
UID_75_34_1_all-19,32772.1,0.375518,-0.588209
UID_75_34_2_all-28,38920.3,0.494146,0.211723
UID_75_34_3_all-16,32866.3,0.342995,-0.507113
UID_75_35_1_all-13,33325.4,0.394445,-0.52799
UID_75_35_2_all-30,38197.7,0.534696,0.0106902
UID_75_35_3_all-29,35236.6,0.474273,-0.392989
UID_75_36_1_all-28,45834.6,0.58903,1.14905
UID_75_36_2_all-27,34645.7,0.344034,-0.104459
UID_75_36_3_all-11,33349.5,0.37209,-0.472505
UID_75_36_4_all-3,4081.82,-2.99728,1.0603
UID_75_36_5_all-18,37387,0.508215,-0.0203428
UID_75_36_6_all-18,36257,0.462804,-0.145486
UID_75_37_1_all-2,3404.25,-2.47954,0.357505
UID_75_37_2_all-20,31510.7,0.298771,-0.612905
UID_75_37_3_all-26,33777.9,0.415553,-0.495697
UID_75_4_1_all-18,7532.96,-2.72271,0.950395
UID_75_5_1_all-40,46859.6,0.864715,0.504055
UID_75_5_2_all-5,29047.5,0.133026,-0.60549
UID_75_5_3_all-9,4282.52,-3.06798,1.19013
UID_75_6_1_all-35,44067,0.705422,0.583981
UID_75_6_2_all-18,36597.4,0.50758,-0.244604
UID_75_6_3_all-14,34564.7,0.41897,-0.46692
UID_75_6_4_all-16,36473.4,0.412223,0.0467305
UID_75_6_5_all-23,41117.3,0.67155,0.136625
UID_75_7_1_all-13,40914.5,0.572698,0.308583
UID_75_7_2_all-13,42323.4,0.594713,0.771873
UID_75_8_1_all-28,41972.3,0.690017,0.221383
UID_75_8_2_all-8,32757.8,0.371921,-0.568424
UID_75_9_1_all-17,42377.8,0.463852,1.03142
UID_75_9_2_all-21,45993.1,0.636194,1.06364
UID_75_9_3_all-14,35219.5,0.471398,-0.421947
UID_75_9_4_all-10,34419.7,0.360393,-0.237091
UID_75_9_5_all-26,38332.5,0.538507,-0.0145139
UID_78_1_1_all-8,24092.2,-0.0623794,-1.15266
UID_78_1_10_all-12,6144.32,-3.11613,1.97043
UID_78_1_11_all-3,2659.43,-2.66657,-0.122498
UID_78_1_12_all-6,3919.57,-2.91138,0.231016
UID_78_1_13_all-17,28499.8,-0.0265729,-0.311302
UID_78_1_14_all-31,35689.1,0.277705,0.388784
UID_78_1_2_all-9,24920.5,-0.0691883,-0.973371
UID_78_1_3_all-8,26353.9,0.0353587,-0.816502
UID_78_1_4_all-17,27588.4,0.174304,-1.08708
UID_78_1_5_all-24,31334.5,0.122748,-0.149638
UID_78_1_6_all-30,48608.3,0.94295,0.630623
UID_78_1_7_all-16,25867.2,0.0925363,-1.25434
UID_78_1_8_all-25,35110.9,0.402162,-0.253766
UID_78_1_9_all-20,27604.5,0.00845685,-0.44832
UID_78_10_1_all-18,29019.5,0.222361,-0.886346
UID_78_10_10_all-37,36828.1,0.423569,0.124268
UID_78_10_11_all-28,30309.5,-0.3498,-0.564793
UID_78_10_12_all-29,39177.7,-0.154701,0.886134
UID_78_10_13_all-24,33867.9,0.107774,0.580355
UID_78_10_14_all-30,43539.8,0.483695,0.994049
UID_78_10_2_all-12,33687.7,0.291258,-0.0527203
UID_78_10_3_all-32,38685,0.608966,-0.137211
UID_78_10_4_all-3,41076.8,0.440701,0.495623
UID_78_10_5_all-41,1559.64,-1.6529,-4.93923
UID_78_10_6_all-14,33097.3,0.351679,-0.456847
UID_78_10_7_all-30,34696.8,0.431204,-0.423362
UID_78_10_8_all-13,40035.1,-0.734673,2.56615
UID_78_10_9_all-6,179.507,-2.01123,-5.75894
UID_78_11_1_all-15,34243.6,0.395067,-0.373776
UID_78_11_2_all-16,38655.5,0.4843,0.328068
UID_78_11_3_all-2,49113.7,0.880672,0.92778
UID_78_12_1_all-35,43621.3,0.6747,0.517551
UID_78_13_1_all-8,46345.1,0.221396,1.72042
UID_78_13_2_all-12,33729.4,0.284046,-0.0975646
UID_78_13_3_all-5,45185.9,0.613641,1.02156
UID_78_13_4_all-11,33752.3,-0.39045,0.180093
UID_78_13_5_all-25,444.166,-1.91196,-5.49878
UID_78_13_6_all,34137.1,0.162051,0.184661
UID_78_14_1_all-3,38433.6,0.462351,0.158938
UID_78_14_2_all-18,31342.8,0.0989277,-0.0793957
UID_78_14_3_all-9,46095.7,0.675377,1.01334
UID_78_14_4_all-2,45763.3,0.0489685,1.65908
UID_78_14_5_all-15,32923.7,0.26181,-0.178906
UID_78_14_6_all-3,31364.4,0.32343,-0.768203
UID_78_14_7_all-4,47655.5,0.661828,1.12277
UID_78_14_8_all-4,33826.4,-0.223599,0.0944764
UID_78_14_9_all-3,41710,0.575055,0.643649
UID_78_15_1_all-12,21679,-2.10302,-0.0702385
UID_78_15_2_all,37879.7,0.484179,0.0444273
UID_78_15_3_all-22,39314.2,0.532402,0.188641
UID_78_15_4_all-23,49758.2,0.416796,2.09974
UID_78_16_1_all-9,37330.7,0.452708,0.0330625
UID_78_16_2_all-14,33482.1,0.313488,-0.140476
UID_78_16_3_all-9,40757.9,0.111062,1.2763
UID_78_16_4_all-8,31217.2,0.120955,0.167185
UID_78_16_5_all-8,21103.5,-2.05837,0.332177
UID_78_17_1_all-24,47749,0.606688,1.36654
UID_78_17_2_all-9,37629,0.0951194,0.708191
UID_78_17_3_all-12,31321,-2.21515,0.799077
UID_78_17_4_all-7,32073,0.205105,-0.116221
UID_78_17_5_all-16,39004.5,0.5194,0.143594
UID_78_17_6_all-11,32152.9,0.187742,-0.0518173
UID_78_18_1_all-25,37750.9,0.409321,0.344416
UID_78_18_2_all-18,45606.7,0.461601,1.10281
UID_78_18_3_all-14,38620.3,0.54025,0.101316
UID_78_18_4_all-5,45355.7,0.533935,0.969256
UID_78_18_5_all-24,40547.2,0.545175,0.287098
UID_78_18_6_all-23,31279.6,0.190021,-0.151105
UID_78_18_7_all-14,39246.4,0.389542,0.57633
UID_78_18_8_all-21,41591.8,0.737622,0.0031852
UID_78_19_1_all-32,40594.3,0.488431,0.414615
UID_78_19_2_all-38,47739.2,0.200879,1.97197
UID_78_19_3_all-36,43552.5,0.726144,0.419563
UID_78_19_4_all-20,34642.5,-3.04385,-0.454404
UID_78_2_1_all-30,26034.1,-0.0152119,-0.708978
UID_78_2_10_all-12,24666.8,-0.168095,-0.273352
UID_78_2_11_all-10,30357.9,0.0581178,0.264846
UID_78_2_12_all-9,24787.8,-0.0134661,-1.11091
UID_78_2_13_all-24,25065.7,-0.0672459,-0.802054
UID_78_2_2_all-15,25199.2,-0.0905816,-0.733331
UID_78_2_3_all-5,29415.2,0.203033,-0.767043
UID_78_2_4_all-21,27139.3,-0.0127411,-0.608096
UID_78_2_5_all-12,6483.24,-2.6081,1.47812
UID_78_2_6_all-4,24786.9,-0.0783152,-0.931919
UID_78_2_7_all-18,26823.3,-0.0717453,-0.379359
UID_78_2_8_all-9,4497.74,-3.04367,0.210047
UID_78_2_9_all-21,30287.6,0.289012,-0.855776
UID_78_20_1_all-16,45848.7,0.264108,2.03952
UID_78_20_2_all-13,39309.9,-0.4516,1.44982
UID_78_20_3_all-2,44149.8,0.7156,0.411132
UID_78_20_4_all-5,42507.7,-0.87452,2.0637
UID_78_20_5_all-21,39203.5,0.594524,-0.00849375
UID_78_20_6_all-8,42543.7,0.630743,0.396652
UID_78_20_7_all-27,36667,0.450634,-0.073964
UID_78_20_8_all-4,43019.8,0.656446,0.460036
UID_78_20_9_all-5,44358.7,0.732683,0.519458
UID_78_21_1_all-2,48009.9,0.563963,1.16219
UID_78_21_2_all-11,42593.3,0.142231,1.88488
UID_78_21_3_all-27,33612.2,-0.972028,0.207721
UID_78_21_4_all-13,40517.1,0.199182,1.89895
UID_78_22_1_all-26,31771.2,0.323396,-0.632622
UID_78_22_2_all-34,42464.9,0.768646,0.0659183
UID_78_22_3_all-18,38435.7,0.594894,-0.103131
UID_78_22_4_all-25,34646.7,0.233949,0.519593
UID_78_22_5_all-20,32378.2,0.257784,-0.328126
UID_78_22_6_all-27,31173.2,0.312109,-0.714575
UID_78_22_7_all-14,32431.7,0.16347,0.182293
UID_78_22_8_all-20,36284,0.400395,0.0755637
UID_78_23_1_all-2,4381.66,-2.89031,1.05304
UID_78_23_2_all-15,34195.8,0.337556,-0.126865
UID_78_23_3_all-25,24769.6,-0.563487,-0.80688
UID_78_23_4_all-28,25181,-3.051,-0.922149
UID_78_23_5_all-20,38775.9,0.465298,0.366304
UID_78_24_1_all-23,21633.7,-2.34739,-1.99459
UID_78_24_10_all-12,44641,0.767958,0.455034
UID_78_24_11_all-15,35680.6,0.485592,-0.352589
UID_78_24_2_all-23,35480.5,0.33123,0.190022
UID_78_24_3_all-31,35845.7,0.203313,0.235346
UID_78_24_4_all-23,47101.5,0.783262,0.867034
UID_78_24_5_all-22,49663.1,0.93461,0.837788
UID_78_24_6_all-26,38374.2,0.443557,0.424805
UID_78_24_7_all-13,35815.8,0.485014,-0.328886
UID_78_24_8_all-6,5131.3,-1.87538,0.183079
UID_78_24_9_all-10,39746.1,0.215934,0.865585
UID_78_25_1_all-9,28382.2,0.197992,-0.931718
UID_78_25_10_all-16,14912.4,-2.92841,0.649425
UID_78_25_11_all-21,27899.7,0.15997,-0.922729
UID_78_25_12_all-8,47184.7,0.760319,0.932446
UID_78_25_2_all-16,49355.9,0.879827,0.841558
UID_78_25_3_all-10,38114.6,0.500366,0.0881797
UID_78_25_4_all-12,28836.2,0.202082,-0.906383
UID_78_25_5_all-2,8382.43,-2.27233,1.62739
UID_78_25_6_all-5,32261.8,0.295801,-0.435325
UID_78_25_7_all-5,3529.44,-2.60238,0.341132
UID_78_25_8_all-7,31165,0.239818,-0.51343
UID_78_25_9_all-17,25516.3,-0.0862432,-0.767699
UID_78_26_1_all-40,45862.3,0.731727,0.890105
UID_78_26_2_all-30,41043.9,0.592403,0.412922
UID_78_26_3_all-11,28888.8,0.143047,-0.665184
UID_78_27_1_all-33,47014.1,0.460121,1.38902
UID_78_28_1_all-17,18476.7,-2.05638,-1.8859
UID_78_29_1_all-31,19627.4,-2.45751,0.188573
UID_78_29_2_all-28,40437.3,0.300359,0.771563
UID_78_29_3_all-36,39291.7,0.454546,0.278688
UID_78_29_4_all-28,47331.8,0.703068,1.04711
UID_78_29_5_all-50,38841.7,0.23014,0.72437
UID_78_29_6_all-32,31707.2,0.303694,-0.590872
UID_78_29_7_all-24,6044.82,-2.86697,1.50543
UID_78_29_8_all-18,32711,0.342942,-0.470639
UID_78_3_1_all-30,44253.2,0.620805,0.887579
UID_78_3_2_all-25,10157.6,-2.86493,2.43367
UID_78_3_3_all-20,31704.4,0.271306,-0.549868
UID_78_3_4_all-17,8403.62,-2.08746,-0.0954713
UID_78_3_5_all-2,4489.67,-2.62135,1.70937
UID_78_3_6_all-24,37231.8,0.568122,-0.292245
UID_78_3_7_all-13,43223.7,0.701805,0.402249
UID_78_3_8_all-19,32653.3,0.242431,-0.11792
UID_78_3_9_all-42,38643.9,0.53602,0.0731873
UID_78_30_1_all-8,32202.8,-0.271042,0.93882
UID_78_30_2_all-21,42086.8,0.559748,0.811363
UID_78_30_3_all,32572.1,0.286941,-0.360951
UID_78_30_4_all-5,30741.2,0.139293,-0.0686821
UID_78_30_5_all-2,32018.4,0.0460631,-0.0627669
UID_78_30_6_all-21,29502.7,0.208306,-0.791688
UID_78_30_7_all-22,11779.6,-2.40281,-0.117918
UID_78_31_1_all-27,38680.4,0.519991,0.173813
UID_78_31_2_all-18,33883.6,0.400577,-0.49082
UID_78_31_3_all-29,40803.3,-0.154277,2.35747
UID_78_31_4_all-21,36943.9,0.328601,0.508399
UID_78_31_5_all-31,37884.2,0.530728,-0.0490988
UID_78_32_1_all-24,33440,0.317926,-0.271783
UID_78_32_2_all-37,41719.9,0.625926,0.408941
UID_78_32_3_all-39,41921.1,0.616128,0.467389
UID_78_32_4_all-30,44435.1,0.685485,0.805313
UID_78_32_5_all-27,37246.5,0.515554,-0.115808
UID_78_33_1_all-12,6404.28,-2.93737,0.0848137
UID_78_33_2_all-7,35998.5,0.232524,0.840866
UID_78_33_3_all-11,29935.7,0.292774,-0.933195
UID_78_33_4_all-27,36596.6,0.509717,-0.259577
UID_78_33_5_all-18,31078.7,0.145156,-0.0900078
UID_78_33_6_all-6,32503.3,0.349718,-0.602918
UID_78_34_1_all-3,27159.6,0.0250584,-0.705584
UID_78_34_2_all-12,29159.5,0.199014,-0.798691
UID_78_34_3_all-10,28753.1,0.168422,-0.858295
UID_78_34_4_all-21,30682,0.314132,-0.850315
UID_78_34_5_all-20,27379.7,0.0916943,-0.8988
UID_78_34_6_all-7,26253.4,0.0334686,-0.867988
UID_78_34_7_all-13,28752.4,0.0703977,-0.437865
UID_78_34_8_all-21,8052.15,-2.56363,0.290125
UID_78_35_1_all-17,39953,0.540699,0.297445
UID_78_35_2_all-18,38610.5,0.338251,0.52904
UID_78_35_3_all-31,36596.4,0.483875,-0.113541
UID_78_35_4_all-29,41981.9,0.687594,0.196274
UID_78_35_5_all-18,36444.6,0.484977,-0.231016
