Contour,Aspect Ratio,allModel (normalized mode 1),allModel (normalized mode 2)
UID_52_10_7_all-10,1.12387,2.95127,-0.0986736
UID_52_10_8_all-6,1.30621,-0.615995,0.433357
UID_52_10_9_all-13,1.1073,-0.519459,-0.214012
UID_52_11_1_all-14,1.09997,-0.709415,0.321347
UID_52_11_2_all-6,1.23063,1.36872,0.747895
UID_52_11_3_all-15,1.10468,-0.484846,0.165726
UID_52_11_4_all-21,1.13563,-0.547232,-0.0526311
UID_52_11_5_all-23,1.3485,-0.285004,0.119664
UID_52_11_6_all-13,1.64285,0.0935107,2.31573
UID_52_11_7_all-17,1.3084,-0.419255,0.361887
UID_52_12_10_all-5,0.957677,-0.239782,-0.18663
UID_52_12_11_all-11,0.920211,0.554666,0.185993
UID_52_12_12_all-19,1.41124,2.40783,-2.11704
UID_52_12_13_all-16,1.29493,-0.108711,0.786653
UID_52_12_1_all-22,1.17562,-0.132579,0.138937
UID_52_12_2_all-17,1.52086,-0.220009,0.591164
UID_52_12_3_all-15,2.24926,1.88447,0.959933
UID_52_12_4_all-17,1.25648,-0.547574,0.102015
UID_52_12_5_all-14,1.21065,-0.387279,-0.253909
UID_52_12_6_all-17,1.34017,-0.143021,-0.164252
UID_52_12_7_all-20,1.1611,-0.232847,-0.281192
UID_52_12_8_all-10,1.57718,0.0575881,0.887488
UID_52_12_9_all-18,1.37511,-0.227552,-0.0649592
UID_52_13_10_all-13,1.06045,0.111387,-1.21353
UID_52_13_11_all-10,1.16995,-0.398965,0.129698
UID_52_13_12_all-4,1.01226,-0.389707,0.136772
UID_52_13_13_all-16,1.30106,0.048807,-0.849959
UID_52_13_14_all-20,1.65096,0.121732,0.0640804
UID_52_13_15_all-10,0.907882,1.94273,-0.94502
UID_52_13_16_all-5,2.00504,-0.159631,2.52143
UID_52_13_17_all-7,1.29856,-0.0535953,-0.429714
UID_52_13_18_all-8,1.47912,0.560541,2.86569
UID_52_13_19_all-4,2.85021,1.92968,-4.26612
UID_52_13_1_all-8,1.21367,-0.267281,-0.091753
UID_52_13_20_all-6,1.64522,-0.577195,2.3933
UID_52_13_21_all-10,1.41071,-0.257474,0.0777657
UID_52_13_2_all-9,1.67863,0.047849,0.85963
UID_52_13_3_all-5,1.73003,-0.132637,0.986796
UID_52_13_4_all,1.14815,0.0187996,-0.212063
UID_52_13_5_all-8,1.56664,-0.359037,1.23587
UID_52_13_6_all-3,1.82939,0.415352,2.36797
UID_52_13_7_all-11,1.61948,0.063547,1.55468
UID_52_13_8_all-4,1.4047,-0.340397,0.668854
UID_52_13_9_all-6,1.19025,-0.106353,-0.207469
UID_52_14_10_all-16,1.2264,0.0326284,-1.00862
UID_52_14_11_all-10,1.43464,-0.234559,0.216844
UID_52_14_12_all-13,1.24173,-0.0664399,-0.506113
UID_52_14_1_all-4,1.09997,-0.410584,0.408619
UID_52_14_2_all-9,1.1485,-0.198837,-0.624139
UID_52_14_3_all-8,1.5202,-0.521021,1.94568
UID_52_14_4_all,1.15199,-0.235819,0.25708
UID_52_14_5_all-12,0.838052,2.64707,0.0142762
UID_52_14_6_all-17,1.09771,-0.0661082,-1.11334
UID_52_14_7_all-5,0.978534,-0.114069,0.783099
UID_52_14_8_all-13,1.28624,-0.0135476,-0.698595
UID_52_14_9_all-5,1.50823,0.0832661,1.33987
UID_52_15_10_all-7,0.977231,-0.0610028,-0.810416
UID_52_15_11_all-4,1.33621,-0.109644,0.0642529
UID_52_15_12_all-12,1.17231,-0.229327,-0.56385
UID_52_15_13_all-5,1.4567,-0.14145,0.227394
UID_52_15_14_all-9,1.41855,-0.268719,0.699552
UID_52_15_15_all-7,1.07325,-0.393258,-0.406226
UID_52_15_16_all-13,1.14976,-0.292263,-0.57444
UID_52_15_17_all-2,1.62421,-0.490096,2.38997
UID_52_15_18_all-10,1.03364,1.24185,-1.02507
UID_52_15_19_all-4,1.41347,-0.18804,-0.0783493
UID_52_15_1_all-14,1.27773,-0.635144,1.28327
UID_52_15_20_all-15,1.1412,-0.695616,0.230697
UID_52_15_21_all-15,1.26501,-0.0353662,0.0967597
UID_52_15_22_all-11,1.07396,-0.145768,-0.664621
UID_52_15_2_all-11,1.30027,-0.0307351,-0.64356
UID_52_15_3_all-14,1.55515,0.139994,2.14266
UID_52_15_4_all-7,0.95402,1.80808,-1.23654
UID_52_15_5_all-17,1.25219,-0.0641645,-0.463826
UID_52_15_6_all-5,1.18741,-0.335489,0.0520762
UID_52_15_7_all-8,1.22772,-0.627435,0.562947
UID_52_15_8_all-3,0.741897,1.09749,-0.606908
UID_52_15_9_all-6,1.44663,-0.0843723,-0.334784
UID_52_16_10_all-2,1.24301,0.913772,-2.69965
UID_52_16_11_all-11,1.2442,-0.574102,0.679324
UID_52_16_12_all-3,1.20054,-0.50447,0.175459
UID_52_16_1_all-11,1.24854,1.02512,0.854305
UID_52_16_2_all-8,1.14867,0.0903797,-1.31223
UID_52_16_3_all-2,1.20678,0.444346,-0.149538
UID_52_16_4_all,1.0519,-0.404298,-0.634207
UID_52_16_5_all-4,1.31028,-0.140079,-0.616215
UID_52_16_6_all-13,1.13034,-0.293905,-0.576679
UID_52_16_7_all-5,1.12262,-0.252432,-0.773651
UID_52_16_8_all-4,1.1759,0.320894,-0.0993168
UID_52_16_9_all-6,1.08025,2.10872,-0.264061
UID_52_17_10_all-7,0.926175,-0.755764,0.380579
UID_52_17_11_all-10,1.45506,0.344497,0.579163
UID_52_17_12_all-19,0.828179,2.83713,-1.73461
UID_52_17_13_all-2,1.79175,-0.307451,1.54151
UID_52_17_1_all-3,1.20829,-0.520303,0.190926
UID_52_17_2_all-3,1.34802,-0.272489,-0.0131669
UID_52_17_3_all-11,1.12199,-0.0201577,-1.17074
UID_52_17_4_all-16,1.28594,0.302154,-0.76021
UID_52_17_5_all-11,1.45032,-0.102067,-0.0234257
UID_52_17_6_all-15,1.21811,-0.113497,-0.874331
UID_52_17_7_all-13,1.35655,0.168238,-0.296436
UID_52_17_8_all,1.76724,1.09009,1.89317
UID_52_17_9_all-2,1.0304,-0.209862,-0.259089
UID_52_18_10_all-5,1.42089,-0.112813,0.113229
UID_52_18_11_all-4,1.08075,-0.440643,-0.242196
UID_52_18_12_all-4,1.07357,-0.180043,-0.882323
UID_52_18_13_all-16,1.3974,0.121465,-0.516307
UID_52_18_14_all-8,1.62802,0.0583602,1.11401
UID_52_18_15_all,1.57006,-0.0949916,1.72845
UID_52_18_1_all-16,1.22138,-0.1374,-0.84641
UID_52_18_2_all-16,1.1218,-0.026938,-1.17394
UID_52_18_3_all-2,1.03731,-0.585036,-0.271807
UID_52_18_4_all-4,0.93873,-0.796283,0.352688
UID_52_18_5_all-10,1.44963,0.172295,0.661143
UID_52_18_6_all-3,1.78436,-0.348546,1.57049
UID_52_18_7_all-8,1.17256,-0.197177,-0.715777
UID_52_18_8_all-12,1.21521,-0.247124,2.00059
UID_52_18_9_all-6,1.3323,-0.206327,-0.148104
UID_52_19_10_all-5,1.37256,-0.262423,-0.138535
UID_52_19_11_all-11,0.76725,1.853,-0.512957
UID_52_19_1_all-11,1.13699,-0.810795,0.441322
UID_52_19_2_all-8,1.2011,-0.183144,-0.769769
UID_52_19_3_all-11,0.945287,2.06263,-0.78769
UID_52_19_4_all-8,1.40085,-0.20244,-0.226711
UID_52_19_5_all-4,1.58246,-0.343257,2.08364
UID_52_19_6_all-14,1.45883,0.116551,1.21144
UID_52_19_7_all-5,1.37999,-0.0460837,-0.190368
UID_52_19_8_all-3,1.0752,-0.494495,-0.21882
UID_52_19_9_all-6,1.03354,-0.265915,-0.46261
UID_52_1_10_all-13,1.39249,-0.338806,0.199626
UID_52_1_11_all-5,1.02802,-0.313515,-0.627078
UID_52_1_12_all-13,1.2568,-0.145322,-0.58468
UID_52_1_13_all-7,1.1004,-0.310385,-0.586556
UID_52_1_14_all-4,1.1791,-0.487508,-0.120222
UID_52_1_15_all-19,1.19609,-0.470145,-0.176468
UID_52_1_1_all-5,1.43236,-0.538478,0.552921
UID_52_1_2_all-18,1.13509,-0.473377,-0.278887
UID_52_1_3_all-12,1.24942,-0.0237069,-0.47848
UID_52_1_4_all-12,1.1276,-0.23492,-0.783827
UID_52_1_5_all-7,1.3656,-0.783425,1.00519
UID_52_1_6_all-11,1.23177,-0.2542,-0.369942
UID_52_1_7_all-14,1.18389,-0.181803,-0.505672
UID_52_1_8_all-18,1.17816,-0.188718,-0.676486
UID_52_1_9_all,1.13823,-0.349159,-0.26272
UID_52_20_10_all,1.25423,-0.427209,0.167653
UID_52_20_11_all-4,1.26184,0.205095,1.27113
UID_52_20_12_all-9,1.34728,-0.325345,0.0216962
UID_52_20_13_all-7,1.10497,-0.281911,-0.714281
UID_52_20_14_all-19,1.25212,-0.876169,0.996016
UID_52_20_15_all-24,1.315,-0.24161,0.555668
UID_52_20_16_all,1.1363,-0.537967,0.858801
UID_52_20_17_all-8,1.13049,-0.772099,0.388528
UID_52_20_18_all-2,1.60981,-0.507343,2.81749
UID_52_20_1_all-8,1.35044,-0.183244,0.984198
UID_52_20_2_all-11,1.11329,-0.264229,-0.616475
UID_52_20_3_all-7,1.13569,-0.354523,-0.525508
UID_52_20_4_all-15,1.15689,-0.127222,-0.663162
UID_52_20_5_all-7,1.12043,-0.2746,-0.749308
UID_52_20_6_all-17,1.02719,-0.216081,-0.930492
UID_52_20_7_all-7,1.61837,-0.360304,1.54682
UID_52_20_8_all-15,1.14045,0.83028,-0.130607
UID_52_20_9_all-9,1.29484,-0.171662,-0.41689
UID_52_21_10_all-7,1.0616,-0.667256,-0.0092345
UID_52_21_11_all-3,1.04333,-0.402262,-0.449424
UID_52_21_12_all-10,0.985741,1.87422,-0.332288
UID_52_21_1_all-6,1.33606,0.0414798,1.32966
UID_52_21_2_all-11,0.955254,0.503443,0.224606
UID_52_21_3_all-12,1.02547,-0.11694,0.0971483
UID_52_21_4_all-12,1.27335,-0.301863,0.0594461
UID_52_21_5_all-14,0.96582,1.71965,-0.619901
UID_52_21_6_all-12,1.23434,-0.611366,0.297881
UID_52_21_7_all-5,1.30623,-0.341153,0.0705166
UID_52_21_8_all-9,1.14033,-0.206143,-0.812546
UID_52_21_9_all-17,1.38724,-0.219317,-0.138355
UID_52_22_10_all-3,1.78473,-0.402748,2.42871
UID_52_22_11_all-9,1.16519,0.545887,-0.316872
UID_52_22_1_all-11,1.65542,-0.413732,2.05034
UID_52_22_2_all-14,1.15607,-0.280906,-0.21401
UID_52_22_3_all-9,1.06587,1.75585,0.210202
UID_52_22_4_all-7,1.03474,-0.327631,-0.556094
UID_52_22_5_all-7,1.11178,-0.256928,-0.696311
UID_52_22_6_all,1.12427,-0.346929,-0.588602
UID_52_22_7_all-11,1.21021,-0.104372,-0.605108
UID_52_22_8_all-3,1.13078,-0.25871,-0.728135
UID_52_22_9_all-7,1.02514,-0.208728,-0.99132
UID_52_23_10_all-21,1.25681,-0.084659,-0.379327
UID_52_23_11_all-13,1.12474,-0.283787,-0.691788
UID_52_23_12_all-9,1.01813,-0.231899,-0.927833
UID_52_23_13_all-9,1.79767,-0.437335,2.53896
UID_52_23_14_all-21,1.12893,-0.115805,-0.83352
UID_52_23_1_all-15,1.62309,-0.445871,2.01604
UID_52_23_2_all-21,1.23696,-0.328,0.137444
UID_52_23_3_all-14,1.19288,-0.383869,-0.270637
UID_52_23_4_all-7,1.0206,1.6174,-1.34513
UID_52_23_5_all-14,1.02914,-0.353926,-0.553187
UID_52_23_6_all-9,1.04754,-0.459992,-0.538314
UID_52_23_7_all-11,1.09852,-0.246146,-0.555413
UID_52_23_8_all-11,1.12793,-0.381063,-0.469218
UID_52_23_9_all-17,1.26064,-0.10231,0.0722911
UID_52_24_10_all-11,1.33655,-0.273022,0.533942
UID_52_24_11_all,1.29271,-0.532886,1.04891
UID_52_24_12_all-9,1.13463,-0.761026,0.392937
UID_52_24_1_all-9,1.28385,0.431324,0.778711
UID_52_24_2_all-8,1.76355,1.96097,-2.04139
UID_52_24_3_all-14,1.11243,-0.126223,-0.856319
UID_52_24_4_all-10,1.15818,0.526029,-0.279219
UID_52_24_5_all,1.26206,-0.439838,0.171417
UID_52_24_6_all-3,1.31625,0.12972,1.62055
UID_52_24_7_all-5,1.34705,-0.315575,0.00118161
UID_52_24_8_all-5,1.11586,-0.273379,-0.660876
UID_52_24_9_all-9,1.24348,-0.87716,1.00522
UID_52_25_10_all-6,1.22968,-0.440813,0.0111866
UID_52_25_11_all-3,1.12257,-0.345547,-0.584434
UID_52_25_12_all-8,1.26478,-0.0826209,0.0984336
UID_52_25_13_all-11,1.24705,-0.0600726,-0.361866
UID_52_25_14_all-6,1.12664,-0.254943,-0.726875
UID_52_25_15_all-10,1.03021,-0.224328,-0.93516
UID_52_25_16_all-9,1.67455,-0.38671,1.58163
UID_52_25_17_all-14,1.10758,-0.108378,-0.890654
UID_52_25_18_all-7,1.14674,0.742373,-0.116922
UID_52_25_1_all-13,1.41642,-0.236811,-0.0380012
UID_52_25_2_all-6,1.06595,-0.67635,-0.0311842
UID_52_25_3_all-6,1.31229,-0.200088,0.161449
UID_52_25_4_all-6,1.04919,-0.392129,-0.445203
UID_52_25_5_all-10,1.19721,-0.348437,-0.338278
UID_52_25_6_all-3,0.993375,2.1449,-1.07637
UID_52_25_7_all-9,1.03605,-0.30014,-0.60103
UID_52_25_8_all-10,1.05836,-0.415207,-0.587904
UID_52_25_9_all-12,1.11879,-0.255336,-0.674165
UID_52_26_10_all-7,1.16908,-0.211095,-0.599418
UID_52_26_11_all-10,1.21789,-0.586388,0.209532
UID_52_26_12_all-12,1.40195,-0.260516,0.67172
UID_52_26_13_all-6,1.13498,-0.191424,-0.840467
UID_52_26_14_all-16,1.44552,-0.19663,0.00861989
UID_52_26_15_all-4,1.05685,-0.655654,-0.0593509
UID_52_26_16_all-9,1.19249,-0.171219,0.0777161
UID_52_26_1_all-9,1.19227,-0.184593,-0.479946
UID_52_26_2_all-16,1.4396,-0.244055,0.253505
UID_52_26_3_all-8,1.05153,-0.170903,-0.247467
UID_52_26_4_all-4,0.990104,2.65775,-2.38128
UID_52_26_5_all-5,1.62528,0.444059,2.83436
UID_52_26_6_all-8,1.1756,0.0399347,-1.05951
UID_52_26_7_all-13,1.27561,-0.274331,0.0116582
UID_52_26_8_all-18,1.67337,0.028733,1.05143
UID_52_26_9_all-4,1.81015,0.918684,1.48654
UID_52_27_10_all-9,0.765585,2.44106,0.602858
UID_52_27_11_all-7,1.64199,-0.0573343,0.111276
UID_52_27_12_all-11,1.48742,0.0241285,-0.345
UID_52_27_1_all-8,1.35067,-0.0888728,-0.242503
UID_52_27_2_all-10,1.27026,-0.0763498,-0.614062
UID_52_27_3_all,1.39243,-0.645711,0.880557
UID_52_27_4_all-13,1.65972,-0.0441116,1.06759
UID_52_27_5_all-8,1.13781,-0.216915,-0.605808
UID_52_27_6_all-4,1.41764,0.549498,1.75867
UID_52_27_7_all-2,1.5026,0.126248,2.30472
UID_52_27_8_all,1.07807,-0.377335,-0.166842
UID_52_27_9_all-4,1.10125,-0.393106,0.317529
UID_52_28_10_all-7,1.72042,-0.123285,0.814905
UID_52_28_11_all-2,1.14327,0.0822631,0.180259
UID_52_28_12_all-6,1.58208,-0.441996,1.23848
UID_52_28_13_all-3,1.41555,-0.332253,0.699168
UID_52_28_14_all-15,1.48376,-0.0791891,0.16144
UID_52_28_15_all-4,1.01327,-0.353751,0.296344
UID_52_28_1_all-12,1.18603,-0.0923547,-0.685364
UID_52_28_2_all-9,1.19122,-0.337783,-0.509944
UID_52_28_3_all-11,1.37319,-0.204593,-0.104732
UID_52_28_4_all-12,1.15495,2.4769,-0.458116
UID_52_28_5_all-19,0.985527,0.277083,-0.389501
UID_52_28_6_all-8,0.914483,0.429721,0.152523
UID_52_28_7_all-8,1.05417,-0.210157,0.771363
UID_52_28_8_all-12,1.67202,0.0722844,0.825564
UID_52_28_9_all,1.13242,-0.456054,1.64984
UID_52_29_10_all-13,1.8787,2.0864,-2.88536
UID_52_29_1_all-13,1.10692,-0.0683859,0.247093
UID_52_29_2_all-10,1.18717,-0.44742,-0.138076
UID_52_29_3_all-16,1.03537,0.513096,0.304538
UID_52_29_4_all-3,1.36978,-0.326779,0.979533
UID_52_29_5_all-16,1.53458,-0.186077,0.543272
UID_52_29_6_all-6,1.23314,-0.526644,-0.00820925
UID_52_29_7_all-8,1.37889,0.138806,0.352681
UID_52_29_8_all-8,1.21536,-0.110628,-0.627663
UID_52_29_9_all-16,1.09042,1.44383,-0.376752
UID_52_2_10_all-9,1.18448,-0.218539,-0.618102
UID_52_2_1_all-22,1.09005,-0.392636,-0.509015
UID_52_2_2_all-14,1.25984,-0.177522,-0.432029
UID_52_2_3_all-17,0.986671,2.42784,-1.71069
UID_52_2_4_all,1.44532,-0.520498,0.526268
UID_52_2_5_all-11,1.12699,-0.476686,-0.290599
UID_52_2_6_all-13,1.26093,-0.0259568,-0.44502
UID_52_2_7_all-5,1.3492,-0.801426,1.07964
UID_52_2_8_all-13,1.21039,-0.274109,-0.337493
UID_52_2_9_all-13,1.19846,-0.189214,-0.450029
UID_52_30_1_all-8,1.22884,1.93083,0.0460687
UID_52_30_2_all-10,1.1185,-0.521602,0.122499
UID_52_30_3_all-9,1.34935,-0.386625,0.127884
UID_52_30_4_all-17,1.33182,-0.403237,0.48056
UID_52_30_5_all-5,1.2549,-0.730265,0.748007
UID_52_30_6_all-13,1.32173,-0.365112,-0.0869837
UID_52_31_1_all-10,1.31286,-0.37828,2.02033
UID_52_31_2_all-21,1.04284,-0.407125,-0.413289
UID_52_31_3_all-11,1.34784,-0.482792,0.435958
UID_52_31_4_all-3,1.30622,-0.607647,0.443751
UID_52_31_5_all-3,1.43233,-0.783443,1.45901
UID_52_31_6_all-6,1.13908,-0.384285,0.242602
UID_52_32_1_all-5,1.46685,-0.390638,2.1236
UID_52_32_2_all-2,1.15889,-0.572718,0.451725
UID_52_32_3_all-19,1.19212,-0.426318,0.217638
UID_52_32_4_all-3,1.41186,-0.579575,0.747206
UID_52_32_5_all-4,1.23192,-0.575154,0.602944
UID_52_33_10_all-2,1.57028,-0.20466,0.937637
UID_52_33_11_all,0.986407,-0.640085,0.363777
UID_52_33_1_all-16,1.02776,-0.0489415,-1.25858
UID_52_33_2_all,1.0727,-0.384463,-0.532606
UID_52_33_3_all,1.2133,-0.285575,-0.324494
UID_52_33_4_all-2,1.13019,-0.193912,-0.678199
UID_52_33_5_all-2,1.4009,-0.0652074,1.46339
UID_52_33_6_all-6,1.12191,-0.205217,-0.811571
UID_52_33_7_all,1.12246,-0.393445,-0.494548
UID_52_33_8_all-6,1.14683,1.75986,-0.0626939
UID_52_33_9_all,1.18296,-0.603593,0.446446
UID_52_34_10_all-14,1.63639,-0.503668,0.872485
UID_52_34_1_all-3,1.18917,-0.580516,0.490129
UID_52_34_2_all-11,1.45621,0.0466935,2.24856
UID_52_34_3_all-19,1.05818,-0.300972,-0.640218
UID_52_34_4_all-3,1.15547,-0.48869,-0.107864
UID_52_34_5_all-15,1.35796,2.27656,-0.679072
UID_52_34_6_all-5,1.25756,-0.521051,0.811698
UID_52_34_7_all-19,1.50519,0.0064044,1.43648
UID_52_34_8_all,1.2129,-0.396881,-0.158632
UID_52_34_9_all-13,1.1779,-0.0927369,-0.905534
UID_52_35_1_all-11,1.11995,-0.898797,0.805031
UID_52_35_2_all-9,1.48431,-0.251772,2.16054
UID_52_35_3_all-5,1.43096,-0.675696,1.18428
UID_52_36_1_all-18,1.22629,-0.290091,-0.422578
UID_52_36_2_all-14,1.05203,-0.287362,-0.718778
UID_52_36_3_all-9,1.42184,2.14305,-1.53897
UID_52_36_4_all-14,1.40085,-0.1623,0.732407
UID_52_36_5_all-9,1.53753,-0.316763,1.58699
UID_52_36_6_all-4,1.51299,-0.343395,0.720496
UID_52_36_7_all-8,1.03195,-0.408322,-0.285607
UID_52_37_10_all-7,1.36882,-0.212756,1.92305
UID_52_37_1_all-5,1.12188,-0.0419931,-0.664551
UID_52_37_2_all-5,1.14776,-0.191862,-0.719353
UID_52_37_3_all-12,1.23511,-0.165606,-0.139839
UID_52_37_4_all-17,1.1563,-0.426149,-0.065855
UID_52_37_5_all-15,1.15858,1.29538,-1.21357
UID_52_37_6_all-20,1.16649,-0.342746,-0.214647
UID_52_37_7_all-4,1.81489,-0.161135,0.959621
UID_52_37_8_all-12,1.11174,-0.183204,-0.660328
UID_52_37_9_all-12,1.60264,-0.124568,0.616637
UID_52_3_1_all-15,1.19487,-0.11163,-0.6872
UID_52_3_2_all-9,1.08362,0.390637,-0.547287
UID_52_3_3_all-3,1.24234,-0.37963,0.0254472
UID_52_3_4_all-6,1.20219,-0.25114,-0.445222
UID_52_3_5_all-19,1.08297,-0.281836,-0.359064
UID_52_3_6_all-5,1.3838,-0.242856,1.25753
UID_52_3_7_all-19,1.05362,-0.173259,-1.03913
UID_52_3_8_all-2,1.68788,-0.48808,1.53307
UID_52_3_9_all-4,1.3631,-0.395944,0.195074
UID_52_4_1_all-11,1.04747,-0.624517,-0.123807
UID_52_4_2_all-13,1.0558,2.07324,-0.29609
UID_52_4_3_all-14,1.15638,-0.52738,0.103699
UID_52_4_4_all-19,1.13924,-0.30272,-0.411096
UID_52_5_1_all-2,1.41279,-0.313082,0.462036
UID_52_5_2_all-2,1.06718,-0.411703,0.321796
UID_52_5_3_all,1.34129,-0.511125,0.705669
UID_52_5_4_all-4,1.02628,-0.479925,0.723657
UID_52_5_5_all,1.35269,-0.714124,0.81767
UID_52_5_6_all,1.6545,-0.285016,3.13101
UID_52_6_1_all,1.04377,2.17097,-5.67495
UID_52_6_2_all-12,1.08856,-0.243221,-0.741546
UID_52_8_10_all-9,1.16554,1.94998,-1.0767
UID_52_8_11_all-3,1.47161,-0.419083,0.330988
UID_52_8_12_all-7,1.11514,-0.501334,1.22815
UID_52_8_13_all-17,1.29554,-0.324456,0.813828
UID_52_8_14_all-29,1.30441,-0.638386,0.859878
UID_52_8_1_all-20,1.19372,0.94925,0.275232
UID_52_8_2_all-17,1.12522,-0.23074,-0.587206
UID_52_8_3_all-13,1.43637,-0.625346,1.19659
UID_52_8_4_all-7,1.05633,2.50688,0.721489
UID_52_8_5_all-19,1.14536,-0.224195,-0.736003
UID_52_8_6_all-18,1.7684,-0.124092,2.84331
UID_52_8_7_all-13,0.849166,1.87887,0.242646
UID_52_8_8_all-21,1.49669,1.96622,-0.138271
UID_52_8_9_all,1.1737,-0.650373,0.504551
UID_52_9_10_all-13,1.08984,-0.341523,0.716484
UID_52_9_1_all-17,1.29233,-0.35449,0.979243
UID_52_9_2_all-19,1.30662,-0.649744,0.85991
UID_52_9_3_all-3,1.24065,-0.565756,0.880475
UID_52_9_4_all-7,1.13891,-0.786322,0.319735
UID_52_9_5_all-12,1.28197,-0.28647,-0.276069
UID_52_9_6_all-6,1.1444,-0.528925,0.473448
UID_52_9_7_all-2,1.61971,-0.0635083,0.645702
UID_52_9_8_all-4,1.35731,-0.528899,0.862344
UID_52_9_9_all-4,1.22697,-0.552018,0.569761
UID_5_10_1_all-2,1.18314,-0.772,0.493682
UID_5_10_2_all-4,1.26851,0.292065,-1.64386
UID_5_10_3_all-8,1.01626,-0.507966,-0.0246988
UID_5_10_4_all-3,1.68181,0.311863,-0.465993
UID_5_11_1_all-4,1.38751,0.373233,-0.122908
UID_5_11_2_all-2,1.18896,0.122423,-1.28726
UID_5_11_3_all-5,1.08875,-0.0465675,-1.18742
UID_5_11_4_all-11,1.18372,0.234072,-1.67812
UID_5_11_5_all-4,1.06411,0.314491,-2.01707
UID_5_11_6_all-26,1.04234,-0.167229,-0.850012
UID_5_12_1_all-3,1.15984,-0.537395,0.00910759
UID_5_12_2_all-3,1.13643,0.00294119,-1.26335
UID_5_12_3_all-3,1.11056,-0.344271,-0.588581
UID_5_12_4_all-13,1.22846,0.506982,1.56971
UID_5_13_1_all-9,1.01992,0.0932924,-1.60821
UID_5_13_2_all-10,1.1349,-0.522892,-0.061029
UID_5_13_3_all-6,1.14415,0.0277191,-1.28666
UID_5_13_4_all-6,1.11494,-0.280874,-0.575969
UID_5_14_1_all-2,1.1753,0.206008,-1.56366
UID_5_14_2_all-9,1.09133,0.123513,-1.60238
UID_5_14_3_all-7,1.09667,-0.394891,-0.463592
UID_5_14_4_all-2,1.12342,0.232829,-1.20136
UID_5_15_1_all-10,1.10968,-0.517462,-0.119395
UID_5_15_2_all-2,1.24504,0.127966,-1.21581
UID_5_15_3_all-2,1.09032,-0.0282925,-1.11265
UID_5_16_1_all-3,1.18504,0.21697,-0.0227322
UID_5_16_2_all-6,1.25393,-0.270406,-0.511434
UID_5_17_1_all-4,1.20726,0.141525,-0.388961
UID_5_17_2_all-10,1.34093,-0.358008,0.0737657
UID_5_17_3_all-3,1.0353,-0.145016,-0.849407
UID_5_18_1_all-13,1.23726,-0.148168,-0.483794
UID_5_18_2_all-12,1.09627,-0.578541,1.39404
UID_5_18_3_all-3,1.48153,0.529475,-0.530479
UID_5_18_4_all-3,1.1303,0.201309,-1.40627
UID_5_18_5_all-9,1.74246,0.359767,0.866642
UID_5_19_1_all,1.04523,2.01882,-5.35987
UID_5_19_2_all-2,0.927166,2.93805,1.09852
UID_5_1_1_all-5,1.29799,0.203723,-1.37653
UID_5_1_2_all-2,1.08637,-0.242157,-0.755562
UID_5_1_3_all-23,1.44357,0.212248,0.128307
UID_5_1_4_all-13,1.124,0.107571,-1.47138
UID_5_20_1_all-2,1.28036,0.214343,-1.11751
UID_5_20_2_all-7,1.11206,-0.227644,-0.893845
UID_5_21_1_all-29,1.22835,-0.628344,0.689375
UID_5_21_2_all,1.38333,2.46674,-1.30812
UID_5_22_1_all-2,1.34571,0.265067,-1.04786
UID_5_22_2_all-6,1.59506,0.101442,-0.201306
UID_5_24_1_all-2,1.22816,0.143298,-1.25562
UID_5_25_1_all-2,1.23353,0.143774,-1.238
UID_5_25_2_all-2,1.27505,-0.203191,-0.239323
UID_5_25_3_all-15,1.47483,-0.77651,1.25835
UID_5_25_4_all-4,1.20084,0.0376256,-0.667037
UID_5_25_5_all-4,1.31456,0.032765,-0.992933
UID_5_25_6_all,1.44441,2.39525,-0.488111
UID_5_26_1_all-15,1.09119,-0.675906,0.420822
UID_5_26_2_all-22,1.09329,-0.89319,0.745587
UID_5_26_3_all-2,1.1881,0.190041,-1.5346
UID_5_27_1_all-2,1.37347,0.000841472,-0.710725
UID_5_27_2_all-9,1.00943,-0.209717,-0.624022
UID_5_27_3_all-4,1.29072,-0.0766454,-0.578898
UID_5_27_4_all-2,1.11245,2.02366,-5.36271
UID_5_28_1_all-5,1.25626,0.291674,-0.558915
UID_5_28_2_all-16,1.39012,-0.123306,-0.455988
UID_5_28_3_all-42,1.10457,-0.843195,0.524797
UID_5_28_4_all-13,1.1918,-0.250557,-0.582343
UID_5_28_5_all-15,1.12759,0.035175,-1.13043
UID_5_29_1_all-14,1.5705,-0.379699,1.29318
UID_5_29_2_all-2,1.19371,0.119455,0.464873
UID_5_29_3_all-4,1.31911,0.0552786,-0.806783
UID_5_29_4_all-11,1.11765,-0.383122,-0.0509788
UID_5_29_5_all-11,1.11886,-0.364805,-0.544781
UID_5_2_1_all-2,1.13325,-0.107844,-0.97281
UID_5_30_1_all-4,1.19933,-0.0822406,-0.872344
UID_5_30_2_all-10,1.1969,-0.363233,0.427439
UID_5_31_1_all-2,1.18798,-0.606208,0.80234
UID_5_31_2_all-3,1.25922,-0.41734,0.0124803
UID_5_32_1_all-4,1.07715,-0.138608,-0.136837
UID_5_32_2_all-2,1.30585,-0.0612247,-0.404607
UID_5_33_1_all-2,0.964998,0.0545739,-1.46286
UID_5_33_2_all-5,1.11928,-0.31515,0.167578
UID_5_34_1_all-2,1.14291,0.135888,-1.39672
