Contour,Mode 1,Mode 2,Mode 3,Mode 4,Mode 5,Mode 6,Mode 7,Mode 8,Mode 9,Mode 10,Mode 11
UID_15_14_1_all-25,-139.639,-7.65741,13.3995,20.8271,-14.3418,-2.63595,-7.42859,8.30911,3.38394,1.59435,-2.06518
UID_15_15_1_all-4,-122.982,7.18885,-40.9819,9.45745,43.9538,43.6784,-34.2871,52.3404,18.873,18.7941,19.8099
UID_15_15_2_all-9,-162.638,-31.0739,-9.81819,45.7961,11.4744,-6.90846,3.84513,0.498275,-0.740505,-2.83601,-5.96929
UID_15_16_1_all-11,-142.07,-50.126,-3.24217,42.7921,11.272,-5.19729,-6.05134,6.723,-6.76201,-5.73693,-1.06577
UID_15_16_2_all-16,-190.215,31.2396,8.09515,45.7277,0.308179,-8.17996,9.36938,5.88179,3.44792,-7.55682,0.790139
UID_15_16_3_all-10,-94.2708,-69.2829,6.27772,24.7074,-1.05547,-4.89422,-5.29832,3.34859,5.47481,-1.17602,1.16009
UID_15_16_4_all-7,-171.256,-17.8956,-3.20798,46.8951,7.6097,-6.09394,-4.74247,2.8993,-5.7397,0.436801,-5.51803
UID_15_17_1_all-2,-228.715,56.8269,5.34964,45.3663,-2.73772,-6.61177,-0.14642,2.9672,-12.3836,-0.232504,-14.0758
UID_15_17_2_all-2,-159.448,7.40824,11.0504,24.0577,-13.4521,-7.36739,-5.65706,4.59904,2.40534,6.03341,-3.82896
UID_15_18_1_all-21,210.979,-158.867,-7.51822,-105.381,11.9909,-24.0944,-46.133,-8.61371,-58.5024,-34.9494,-27.7014
UID_15_18_2_all-10,729.264,145.349,252.558,113.412,155.01,46.0111,87.027,35.5137,21.5127,13.7698,24.7721
UID_15_18_3_all-6,-181.789,7.82958,-0.275787,50.8712,4.97497,-12.1489,-8.96626,-1.30724,-3.02739,-3.71152,-3.25876
UID_15_19_1_all-22,-209.701,64.0994,22.2454,47.905,-5.18058,-23.0089,-7.15414,-15.016,7.02024,11.3298,-7.85342
UID_15_19_2_all-3,-156.372,62.1055,17.0451,41.0511,28.6481,22.1897,-25.2481,56.3858,7.31712,37.2949,15.5342
UID_15_19_3_all-13,673.7,65.3662,261.028,7.34102,161.778,-11.9277,-40.717,3.55988,-3.05916,0.317169,23.7873
UID_15_1_1_all-12,-152.805,190.162,48.6083,-37.3706,-53.7053,-43.484,-57.4643,-10.8644,-1.32244,46.6049,8.04638
UID_15_1_2_all-15,-49.6801,249.138,-312.265,-166.05,-14.1688,-71.7077,-59.5163,68.8061,8.08355,-23.3542,-87.5951
UID_15_20_1_all-8,-153.026,7.96261,-4.48869,36.459,10.1539,8.67626,6.33579,7.77603,15.3751,2.78373,12.5634
UID_15_20_2_all-13,-184.723,-3.17946,3.39069,69.8148,21.4989,-7.96768,10.3009,3.71522,-14.5568,-12.6563,3.97301
UID_15_21_1_all-17,-184.193,44.2884,15.1859,31.3163,-13.39,3.88047,-0.355491,21.6653,-6.64593,3.21714,-16.0709
UID_15_21_2_all-29,-60.6736,230.061,-17.4961,-155.914,42.317,-6.02581,85.7658,-47.9627,30.065,-6.81052,7.34444
UID_15_21_3_all-10,-60.1424,-87.4514,10.0265,11.7425,0.253441,3.28326,-15.5879,6.62176,1.75165,2.05769,4.26758
UID_15_22_1_all-3,-73.3027,-88.5327,-5.70618,10.9195,-1.73047,2.76553,8.09449,3.68577,2.24603,-5.27088,-5.97057
UID_15_22_2_all-14,-167.7,-8.12266,5.08728,40.008,1.97822,-6.61466,-2.00211,11.46,-2.54683,-8.68836,0.511545
UID_15_22_3_all-4,-90.1373,-66.4753,0.956156,13.0563,1.5644,3.84715,9.10775,2.67959,-5.11176,-14.4103,-4.66758
UID_15_23_1_all-3,-209.215,2.64506,-10.4934,61.245,17.6012,-9.44791,-2.24116,5.88307,-2.32631,-1.9783,-2.0823
UID_15_24_1_all-2,-89.7098,-26.5052,22.5189,-1.75264,-16.7559,11.6602,-6.29611,23.2507,-6.3605,0.315576,-4.03285
UID_15_24_2_all-4,-98.8924,-84.921,-5.69452,26.2101,8.08568,-4.90612,-8.63377,2.4697,-2.78272,-2.62632,-1.32924
UID_15_25_1_all-3,-93.0032,-55.3914,13.6674,4.57679,-16.4108,0.76487,-9.93085,4.65136,-4.88889,2.46792,-7.59172
UID_15_25_2_all-8,-167.497,14.8713,-4.26745,53.4716,-14.2661,-9.84323,19.989,13.6784,4.3304,-10.7597,-2.57331
UID_15_25_3_all-7,-126.767,-43.327,2.32105,34.5814,13.6041,2.93974,3.8561,13.8778,-3.61463,-3.47336,8.03032
UID_15_26_1_all-2,-108.316,-75.3484,-7.66138,34.0179,13.6113,-0.937915,-1.23371,5.16681,2.77408,4.68416,-0.487211
UID_15_26_2_all-8,-151.955,-32.7109,-3.7447,47.1663,11.8686,-11.1603,2.70815,-3.71389,9.27377,5.09222,2.34076
UID_15_26_3_all-14,-192.182,55.7291,11.2119,32.6888,-3.17448,-11.7412,-16.8033,-6.27362,-2.55763,1.49559,-9.40747
UID_15_27_1_all-11,-166.608,26.3057,15.9097,25.9223,-13.3582,-5.98596,-9.58184,-0.0320137,-1.98986,1.27421,-10.3598
UID_15_27_2_all-25,-74.8838,-33.0263,5.4937,14.7829,-6.09717,1.23172,25.1519,-16.3074,21.7738,-0.162172,3.65333
UID_15_27_3_all-17,-145.733,7.05749,0.395623,15.4756,-2.67603,4.23616,25.2341,-3.00034,-5.11467,9.01731,-12.3995
UID_15_28_1_all-10,-95.5815,-19.9073,22.6551,30.2385,11.8629,0.872666,-6.5909,4.59584,7.7345,22.042,13.7698
UID_15_28_2_all-7,-181.915,15.5199,-18.8908,46.2544,-0.905881,-1.04842,27.1338,11.3131,11.4939,17.8554,-29.3662
UID_15_28_3_all-6,-199.854,23.0906,16.7423,67.9532,29.5383,-2.47832,9.24582,19.03,-34.9858,-22.3193,7.42721
UID_15_29_1_all-3,-115.904,-43.8276,8.0358,22.3468,-7.64331,0.187841,-6.84615,6.6916,-2.50832,-1.63793,-2.53054
UID_15_29_2_all-9,-170.886,4.53245,-6.76324,36.2476,-1.29535,-2.71083,7.62645,7.61003,1.40911,-0.481146,-6.44308
UID_15_30_1_all-5,-158.718,46.3793,-10.346,11.2896,-1.63989,9.48497,14.9344,-11.0036,-9.74689,-9.15467,-16.1735
UID_15_30_2_all-12,-210.144,36.2042,-11.8071,57.8512,31.91,11.1305,12.9075,24.219,-4.37254,7.53266,7.79101
UID_15_30_3_all-12,-223.033,47.1609,4.81629,51.8119,4.6699,-6.83878,-13.8094,9.09024,-15.8406,1.27714,-6.01332
UID_15_3_1_all-3,-139.454,193.811,4.09404,-65.6743,42.7288,-77.6256,-98.3348,-29.8471,-64.4834,-13.7727,27.5763
UID_15_3_2_all-3,-205.785,205.181,75.8534,46.8288,124.5,-90.1798,-112.665,-204.986,32.5974,33.5823,36.7697
UID_15_4_1_all,437.316,115.843,-303.437,45.0519,-76.7601,7.58356,76.797,26.5826,-66.7117,-6.77433,-44.6174
UID_15_6_1_all-4,-107.224,-0.685805,14.9308,29.3326,-11.6579,-7.27342,17.5169,2.49944,28.1953,2.75645,7.66909
UID_15_6_2_all-5,-119.368,137.577,-11.2847,23.0597,27.3968,-21.1747,-59.1833,-67.5405,-10.5109,0.477968,4.32474
UID_15_7_1_all-12,-137.562,-4.50034,7.64206,33.365,3.02043,-8.19915,34.0223,4.98747,23.993,-9.27159,10.5197
UID_15_7_2_all-2,-94.6764,-27.1913,20.2972,22.5333,-0.514015,-7.38656,-7.46949,-17.0673,24.3927,21.7569,9.26016
UID_15_8_1_all-10,-174.989,8.63314,12.2416,51.3888,11.8941,-8.48703,4.11988,16.0265,4.38631,-5.38024,8.5851
UID_15_8_2_all-16,472.707,-53.2487,-325.636,-129.201,-189.166,-178.514,208.681,-29.3873,-77.5116,64.231,33.4054
UID_15_8_3_all-14,-175.322,59.519,-5.86846,-7.65657,-26.4127,19.6909,13.5564,-12.733,-26.6106,8.96014,-40.4585
UID_17_10_1_all-10,-154.691,-19.2418,9.68226,37.7543,10.8005,-7.58947,0.204723,6.08886,-4.90656,-3.28583,3.90224
UID_17_10_2_all-7,-103.659,-78.572,-1.9204,23.2882,4.87461,0.949345,-1.66677,2.18692,-4.50331,-7.83226,-3.51247
UID_17_11_1_all-10,-129.604,-46.7588,-3.48438,30.6417,0.35622,-4.64587,-1.10436,-2.41399,11.6285,-2.79025,-0.147978
UID_17_11_2_all-13,-162.069,16.2272,22.7714,21.5026,-12.3741,0.658025,-15.3152,14.3504,-16.1031,-4.6942,-7.04645
UID_17_11_3_all-15,-189.672,76.5558,6.70885,49.8079,12.0535,-8.0814,1.00118,15.9899,16.8207,21.7191,7.7541
UID_17_12_1_all-17,-194.914,78.8381,7.55113,51.3028,12.7609,-8.14163,0.107471,16.247,16.0431,21.1401,10.1391
UID_17_12_2_all-6,-133.277,-59.7411,-8.70905,39.1142,13.8533,-4.89025,-3.45337,0.128757,-4.20772,0.248347,-4.06316
UID_17_12_3_all-24,-181.742,50.8775,25.4127,32.6274,-7.84984,-7.86808,12.5675,11.1363,5.59645,-1.80304,-1.43197
UID_17_12_4_all-11,593.931,18.0489,384.919,-116.405,135.104,-56.6525,83.9853,57.3381,79.3027,21.709,59.3185
UID_17_13_1_all-9,678.298,-132.899,-300.531,-139.816,-125.812,-19.5302,254.193,-76.9313,-74.5794,122.328,72.0254
UID_17_13_2_all-14,-134.23,-22.8198,0.631464,28.7716,3.54791,-4.10739,-3.36025,-7.1602,-2.67066,2.51569,-6.82701
UID_17_13_3_all-17,-154.559,-10.7138,5.31928,36.954,7.9997,-2.02937,1.21293,2.70772,-9.33458,1.09775,-2.94723
UID_17_14_1_all-27,-222.985,75.0554,4.54985,33.4399,15.4686,8.22038,17.7199,21.7514,-8.3402,-1.60485,9.00003
UID_17_14_2_all-26,-144.17,46.8804,-54.9969,17.7268,40.8981,-34.4917,-66.0308,-17.0962,-32.9549,-34.6345,18.3203
UID_17_14_3_all-18,-135.369,-19.6398,2.14885,36.8771,-3.55777,-3.93132,8.05118,7.8115,14.4991,-4.01614,3.60363
UID_17_14_4_all-15,-113.486,-46.9211,-1.97339,27.8599,10.0029,3.92565,-18.4685,16.0062,-4.04946,0.922802,0.604149
UID_17_14_5_all-11,724.126,158.884,-172.828,-22.2434,-111.756,-0.178963,-8.98804,-16.1429,55.4444,3.28606,49.0747
UID_17_15_1_all-3,793.639,259.733,18.2895,147.789,-130.418,31.4825,-13.9105,13.9936,-19.3604,-7.73336,-3.65041
UID_17_16_1_all-15,-98.5062,-39.453,7.19218,16.7142,5.45915,5.79872,-8.71774,15.7812,-2.91226,9.4255,3.0285
UID_17_16_2_all-7,-179.314,0.685333,6.77725,71.9403,35.0313,-16.0048,16.4319,-8.3194,9.17865,8.18714,13.0214
UID_17_17_1_all-2,-179.82,4.38581,-3.21107,34.7488,-2.03955,-5.50665,-1.48272,4.72488,-3.7434,-1.75451,-9.83995
UID_17_18_1_all-2,835.559,201.199,-40.9702,114.218,-23.1834,-15.2355,-52.8036,25.3696,62.9468,18.2096,-1.83204
UID_17_18_2_all-3,827.23,197.456,-43.2388,164.058,-138.87,36.2138,-17.1404,-46.2618,-9.16451,1.98678,7.5296
UID_17_19_1_all-26,-238.798,123.495,19.1415,53.1484,2.33339,5.15993,18.7434,22.3061,-9.86411,2.50138,-2.65725
UID_17_1_1_all-16,-169.86,-8.7724,1.06131,41.2205,8.20576,-1.18238,0.499212,5.71489,-9.35448,-0.372518,-3.02601
UID_17_1_2_all-11,-70.7653,-72.5564,16.0811,-5.49156,-10.2606,4.52897,-13.0554,7.9893,-16.4805,-4.96515,-4.4788
UID_17_20_1_all-2,-115.07,-74.0108,-5.7572,32.3226,8.73622,-4.0329,-5.02716,2.3706,-3.20459,-6.70865,-2.92429
UID_17_20_2_all-10,-192.62,50.1445,21.2617,45.0656,-6.53752,-13.5258,-1.37297,-11.1979,7.02634,8.12632,-6.36978
UID_17_21_1_all-5,-163.938,19.4294,7.46917,27.9279,-3.49907,-10.767,-1.48042,8.87868,5.87612,17.6864,-11.7469
UID_17_22_1_all-6,869.554,223.706,-35.4779,183.725,-111.317,-13.3738,-1.43071,38.0547,13.556,-15.9494,15.2424
UID_17_22_2_all-13,-192.856,72.302,10.6068,59.3026,17.4374,5.52643,-9.46908,8.45345,8.37749,24.6029,7.50614
UID_17_22_3_all-8,-221.48,33.9447,-0.248899,57.1696,6.16417,-7.90143,-4.54244,4.32484,-6.22038,0.361242,-7.1743
UID_17_23_1_all-4,-214.707,18.0731,-5.57531,57.7942,10.858,-9.39794,-3.43147,6.77589,-2.79958,-0.661736,-2.32151
UID_17_24_1_all-5,206.399,406.385,-296.51,-223.601,86.7712,128.675,-55.3755,-54.3071,-60.844,-59.7555,-80.3086
UID_17_24_2_all-13,-191.831,-2.37638,-6.92764,66.4739,23.4705,-12.507,7.94347,0.792033,-1.03003,0.438933,-2.54718
UID_17_24_3_all-11,917.172,169.309,-74.7095,183.417,-38.0057,-9.81377,-7.01878,8.60565,44.8089,-6.84493,8.59865
UID_17_25_1_all-11,-215.776,145.12,38.0305,36.3942,-29.5601,-4.6909,-16.2065,-15.2085,-5.1434,31.1101,-10.9362
UID_17_25_2_all-13,546.722,-5.53741,407.054,-34.7057,228.114,24.4985,-47.2421,-18.3526,-9.65253,111.7,26.1995
UID_17_26_1_all-8,649.355,191.644,294.846,56.0763,123.948,135.434,-10.9094,11.4252,-3.88798,-58.702,-51.9854
UID_17_26_2_all-12,-52.9692,298.349,32.6896,-237.322,-0.114787,-156.62,-10.7238,-126.338,-70.4385,80.3972,-92.8438
UID_17_27_1_all-11,156.73,421.445,-49.8603,-288.356,63.8803,157.036,-21.0932,-27.3974,-10.8047,-114.744,-48.3969
UID_17_28_1_all-19,-216.948,90.5601,-10.084,60.6373,39.3223,28.8001,-12.8599,28.3909,4.37214,41.1257,16.2309
UID_17_28_2_all,535.768,-609.759,3.99941,-165.559,-42.145,41.0702,-22.4282,-8.12531,23.9282,-10.9064,2.49786
UID_17_28_3_all-4,-43.0366,-80.2996,17.1051,11.4823,6.27936,7.00179,-12.1429,5.35718,-0.822229,14.1249,9.04858
UID_17_28_4_all-13,-167.902,-21.8049,-10.5385,37.6204,12.9043,2.62534,-3.42627,8.02199,-9.49662,-3.33973,-1.60117
UID_17_30_1_all-13,-202.888,37.8269,3.08251,68.206,30.2028,-3.58495,9.83751,9.00006,0.324519,-0.576558,17.4139
UID_17_30_2_all-13,-100.195,-50.0216,7.30263,24.7278,-1.49889,-7.33657,-1.1616,4.15653,9.36892,5.49712,-0.517871
UID_17_30_3_all-27,-134.71,15.8796,22.796,17.8067,1.73149,-1.50594,-31.0957,16.1713,-26.5505,2.43939,1.26853
UID_17_31_1_all-2,829.133,201.581,-70.2836,101.427,-55.6835,-3.8673,-53.1524,-40.1595,39.919,27.1682,-5.51597
UID_17_32_1_all,810.504,308.12,-13.6653,179.329,-48.7961,13.7178,-7.27843,57.6497,23.4453,-6.20907,-21.8716
UID_17_33_1_all-3,-89.9156,-83.1743,-0.715154,11.9861,7.64898,-22.7575,-9.67914,2.32473,-2.61503,3.84566,2.54474
UID_17_33_2_all-3,-126.473,41.2662,-62.2657,11.7513,49.8813,-6.8984,8.45641,-29.9848,-6.27539,-27.1839,9.23216
UID_17_34_1_all-10,-143.916,-15.8049,16.4435,25.5463,4.76927,-4.32645,-16.6775,18.0121,-5.36286,0.801018,4.07296
UID_17_34_2_all-20,-125.345,-25.8349,7.1819,26.1823,4.20282,3.077,-7.96979,6.60337,-9.68715,5.25687,-0.162152
UID_17_35_1_all-3,-171.012,-1.23899,-4.81387,44.4657,7.35089,-7.99825,-6.07571,-1.82924,-1.43945,-0.65006,-5.39399
UID_17_36_1_all-2,-201.143,5.14054,-9.33056,52.953,10.153,-7.13103,2.04574,3.53199,-1.54218,-1.80701,-6.22139
UID_17_36_2_all-5,857.394,334.793,-28.6864,157.497,-49.6042,5.94457,-41.78,19.9878,27.8189,29.2275,-15.2791
UID_17_38_1_all-4,-146.864,1.90974,11.7612,35.1501,-1.48213,-5.65538,-9.4886,-2.82394,2.6758,12.1351,1.32575
UID_17_3_1_all-11,498.894,-47.0797,-305.76,30.3602,193.124,-101.965,77.1252,152.729,-37.7323,10.036,-65.7429
UID_17_3_2_all-26,177.686,280.91,-79.3545,-171.902,163.149,102.01,-218.532,-81.4853,31.6237,70.5734,-20.3222
UID_17_3_3_all-19,-211.798,48.0873,10.413,41.4691,-0.123638,-5.37409,15.7528,5.97094,-3.62159,-7.47707,-4.01768
UID_17_4_1_all-5,-68.3248,-23.2331,12.4864,10.228,17.2408,18.3645,-7.14139,-2.10124,-9.63581,18.8928,11.7055
UID_17_4_2_all,-155.151,-11.8942,6.56515,37.9415,1.9983,-3.74399,-3.75222,2.32772,-3.61494,4.72416,-6.84791
UID_17_4_3_all-7,-124.35,-33.7784,12.2523,7.84368,-14.7133,-11.6525,-2.68762,2.59638,3.74318,6.91119,-8.36462
UID_17_5_1_all-2,-209.145,54.2457,9.48286,53.1267,9.71862,-1.6579,-2.73896,17.9251,-4.9055,5.56701,2.6791
UID_17_5_2_all-2,-96.1554,-34.1991,20.1821,13.5548,-8.15578,-1.20789,-15.4836,3.78631,-5.75356,-0.79953,2.9033
UID_17_6_1_all-18,-174.083,77.4972,4.99938,9.34355,30.8919,14.6719,0.0828383,34.157,13.3369,4.34196,25.8098
UID_17_7_1_all-6,-131.319,-51.2246,-6.99071,51.3339,27.2218,-7.15622,6.31469,-2.19271,-1.62822,-5.306,8.92994
UID_17_7_2_all-4,-96.0334,-64.3349,8.64957,22.403,0.546285,0.221519,-6.5973,11.1365,0.194025,-3.8747,-0.434659
UID_17_7_3_all-15,-147.307,-22.8298,9.45698,38.6549,8.7074,-5.78568,-0.633972,5.42994,-5.8393,-2.30315,5.2967
UID_17_7_4_all-10,-130.51,-49.7874,-3.30499,30.7364,-1.51739,-5.61795,0.0708185,-3.58254,11.0565,-1.74823,-2.28041
UID_17_7_5_all-19,-146.825,7.34414,26.2508,21.3997,-13.4603,-2.10157,-17.9496,10.921,-17.196,-3.99376,-7.63686
UID_17_8_1_all-4,809.064,289.599,-41.9031,144.364,-162.974,-30.6859,-62.3384,36.1479,38.595,-19.0823,-17.4907
UID_17_9_1_all-23,-170.478,14.6128,5.48448,50.0824,12.1391,3.69118,0.130281,12.6117,-13.9709,8.86886,-2.11857
UID_19_10_1_all-23,-185.672,119.267,36.5645,7.34857,-43.4605,10.0113,6.46914,28.0729,8.28491,-25.1259,-4.29114
UID_19_10_2_all-21,-50.0532,350.429,17.6386,-162.435,-43.0943,-11.0623,34.2025,-54.2055,9.91686,-43.9631,-20.3985
UID_19_13_1_all-16,-206.782,71.0717,23.6443,38.9491,-20.8275,-5.14278,-5.98977,6.61056,-8.97485,4.12106,-11.558
UID_19_4_1_all-26,757.7,108.661,220.451,36.907,70.9349,34.6187,20.61,-158.348,50.1472,59.7318,24.9839
UID_19_5_1_all-6,736.646,311.947,276.127,-17.4688,-131.628,-121.602,239.548,77.7018,44.4599,-35.8712,-26.6532
UID_19_7_1_all-30,-120.424,335.295,37.9118,52.4874,153.801,-147.195,-105.963,98.7259,-158.379,-155.257,55.0308
UID_19_7_2_all-15,711.996,34.5974,-246.505,16.7532,-204.575,-11.0092,139.966,-2.10309,-63.755,189.863,79.9329
UID_19_7_3_all-7,-90.9856,310.991,-59.3348,-160.164,-21.3148,-19.4411,-34.1439,47.1972,4.92113,-78.0464,-5.19237
UID_19_8_1_all-19,-113.634,206.1,-51.7083,124.991,130.685,43.3739,119.918,11.8533,-63.4414,-44.1509,-3.36536
UID_1_10_1_all-12,-76.7884,41.9115,-83.9143,-1.90642,77.2327,46.4068,-9.49946,-21.9793,13.7418,-24.2205,25.1545
UID_1_10_2_all-19,-99.699,-5.37567,-0.194139,3.03506,-0.620567,-4.48511,28.3901,-18.4309,0.787842,-5.82946,-9.44539
UID_1_10_3_all-2,-62.7936,-76.9946,19.4674,1.00519,-16.765,1.26486,-12.7949,6.2332,-0.984652,-1.73876,-3.58452
UID_1_10_4_all-2,-34.1227,-115.847,3.29007,-10.3677,-11.5072,9.226,-0.982056,9.97658,-3.55195,-4.3615,-5.30756
UID_1_11_1_all-8,-128.952,48.5564,18.5244,28.5705,0.783554,-0.768678,3.91154,7.63433,5.85422,0.0568552,15.1252
UID_1_1_1_all-18,-129.792,65.0305,-23.8378,-8.99694,2.70716,5.11309,7.03164,-18.18,-18.2799,-23.6413,-19.834
UID_1_2_1_all-20,599.257,279.223,370.232,-52.6451,56.2859,81.2594,213.521,-151.355,-216.924,116.825,-69.7829
UID_1_2_2_all-14,-154.251,-0.606719,11.1421,26.1997,-7.86772,-4.26993,-10.5491,2.20945,-9.64234,-0.689794,-9.05596
UID_1_3_1_all-3,-215.113,148.158,43.0824,21.4502,-18.8285,2.20334,13.0042,10.8745,-3.8119,24.6816,-5.22179
UID_1_4_1_all-7,-116.84,-35.0032,4.85612,30.6923,8.73438,-3.99184,-4.70668,10.2229,6.99858,4.18734,7.11455
UID_1_4_2_all-12,-145.31,19.0834,24.2448,24.0145,1.69058,-1.60505,-30.0016,14.9837,-25.0916,3.95815,2.40821
UID_1_5_1_all-2,-146.6,17.9249,-24.1047,69.7008,28.77,5.80516,-4.43845,20.0969,-1.98998,-12.2872,0.401712
UID_1_6_1_all-6,-162.589,77.0061,27.5843,28.7993,-1.56478,8.26249,-2.47296,5.25929,-3.77581,12.4719,7.12559
UID_1_7_1_all-2,-181.247,38.0219,-9.69504,26.9833,6.87306,2.7895,14.2298,-1.89737,-12.122,-21.8151,-4.49521
UID_1_7_2_all-6,-134.53,-39.6108,-4.57597,32.7196,18.4137,7.37411,3.67331,15.2042,-3.12409,-2.99454,9.70097
UID_1_8_1_all-10,-144.099,47.0923,36.8836,39.0451,-2.30528,2.27749,-0.725942,21.8154,3.51271,15.3111,9.62175
UID_1_8_2_all-3,-141.766,-18.5955,3.91201,22.3724,2.15738,9.74621,5.63966,17.6161,-12.4718,-5.63993,-3.3654
UID_1_9_1_all-3,-48.1941,-119.643,1.06843,13.4511,0.602134,-5.33362,-6.87172,1.00799,11.8389,0.71552,4.87484
UID_1_9_2_all-19,749.196,223.041,128.553,139.569,123.036,110.244,-45.841,-67.5683,-54.1556,23.8992,-23.5451
UID_20_10_1_all-15,-245.135,85.6135,1.7147,75.2766,16.0482,-10.6577,-3.74297,4.57297,0.845067,10.4503,-7.74104
UID_20_10_2_all-10,-204.609,34.8319,4.88437,38.4864,-3.97589,-14.3141,11.3845,-3.16131,1.39906,10.7879,-6.26814
UID_20_10_3_all-16,-210.722,59.2841,20.9855,34.7404,-20.6955,-3.69859,16.7421,0.834736,-3.03079,0.145908,-7.24918
UID_20_10_4_all-10,-109.411,-72.0047,-2.51301,29.0281,3.95144,1.23295,-5.68774,11.4055,-3.06653,-10.4414,-1.06731
UID_20_10_5_all-7,708.87,81.9387,187.072,94.9278,184.572,131.172,-25.0687,5.68304,-93.5617,-8.05213,-31.2048
UID_20_11_1_all-16,666.121,57.6407,235.094,76.0052,180.659,1.65253,-36.1335,-45.3035,-61.7102,40.5363,27.085
UID_20_11_2_all-13,-109.752,-29.8109,-6.64083,25.5775,25.0802,17.9595,32.0307,6.52699,1.02028,12.1756,-1.82539
UID_20_12_1_all-12,721.87,166.183,151.634,63.9047,43.4158,28.4597,-0.00994272,-81.3229,3.53237,-8.36289,26.4446
UID_20_12_2_all-11,702.985,57.5073,255.778,36.6345,85.5072,98.5972,63.9172,15.2419,-0.376849,16.6534,81.5301
UID_20_13_1_all-12,-154.418,-21.9075,-8.40079,46.5676,4.14857,-11.3468,2.89503,3.67581,21.9811,-2.63436,-2.74828
UID_20_13_2_all-18,-163.608,91.7291,45.8505,82.4111,43.4835,30.8,39.7507,65.3043,13.425,30.1379,23.1357
UID_20_13_3_all-17,-155.142,1.99999,-1.71687,25.4849,-2.46108,-6.45912,21.809,4.11688,-7.3071,2.55399,-8.55055
UID_20_13_4_all-12,565.46,-136.694,437.017,-187.685,207.125,-45.9681,-17.9386,163.084,-65.1635,-54.7744,-0.727115
UID_20_13_5_all-26,-171.792,18.0801,28.7783,27.2242,4.01731,-5.83903,8.798,-12.9279,-26.7521,-4.44806,-23.5504
UID_20_13_6_all-15,-91.6314,-47.0821,6.26951,12.1098,-2.80841,0.887742,-3.68851,-16.8484,-0.919466,6.03697,-10.5053
UID_20_14_1_all-15,-38.639,-130.471,3.19221,20.4277,19.3418,-11.869,-17.9133,4.40402,-3.19276,-5.31381,16.0842
UID_20_14_2_all-14,-158.144,5.72105,-6.44166,24.3561,4.88601,6.6889,-0.808184,17.276,3.77258,-14.6441,5.06734
UID_20_14_3_all-16,3.32164,-151.194,4.09387,-6.71108,-3.69574,6.90748,-13.7427,1.39189,1.94442,-1.62186,1.55514
UID_20_14_4_all-13,-102.131,-62.021,6.35791,20.1517,-1.08388,-4.33337,-20.1252,-0.0706105,-12.0433,-0.356527,-4.91207
UID_20_14_5_all-12,-62.2498,-66.7293,18.6987,-8.43527,-17.6778,8.23258,-10.2248,11.0113,-8.36093,-1.6178,-5.05365
UID_20_14_6_all-18,-19.5819,-145.449,-0.558832,11.0796,3.97474,2.05553,3.82021,-1.70905,8.51183,0.318217,5.03905
UID_20_15_1_all-14,-125.042,-46.8358,3.42506,39.7626,10.8935,-6.41598,15.8585,7.50104,14.0972,-11.2364,15.75
UID_20_15_2_all-11,-83.0196,-50.3415,18.407,11.219,-11.6218,2.85853,-13.8537,11.9288,-0.776779,6.40979,-0.787575
UID_20_16_1_all-20,22.8252,236.405,-193.441,-14.2553,279.399,112.941,130.195,268.531,-96.5499,-20.6015,51.1551
UID_20_16_2_all-15,-5.83403,405.232,-22.2915,-300.145,-12.2156,-1.95012,99.9518,69.8957,21.0499,51.6793,11.5131
UID_20_16_3_all-15,-151.44,-9.07242,-3.82647,23.5593,-2.55443,8.78066,-10.6601,11.1197,-3.68873,4.28538,-3.72084
UID_20_18_1_all-15,-194.77,12.1872,3.25295,54.3943,19.9531,-12.5761,-21.2871,8.82516,-17.9826,7.15709,-0.0379747
UID_20_18_2_all-6,847.072,81.446,18.4281,129.545,-10.3348,-14.0014,-33.9716,-70.8097,7.43259,-14.2059,4.18218
UID_20_19_1_all-13,618.058,75.3418,227.912,-12.8376,-55.474,55.3932,-48.2745,-116.3,56.1128,-17.4454,66.6492
UID_20_19_2_all-3,751.333,64.3342,78.9886,43.7141,-83.5622,10.9427,-57.297,-43.0917,32.5352,-36.3246,-35.0334
UID_20_1_1_all-15,786.073,144.057,223.72,60.1313,-11.2597,88.0622,-36.288,-76.0572,-66.8769,-15.2913,52.0152
UID_20_1_2_all-10,699.842,183.175,326.024,-20.6106,-100.534,-248.203,52.3471,84.1542,29.7263,-106.204,144.239
UID_20_1_3_all-8,830.227,167.714,26.4272,128.206,-68.2174,21.8064,-43.4055,-75.3066,29.3345,8.90542,30.5355
UID_20_20_1_all-27,-167.807,-27.7199,-2.95905,57.1413,20.4595,-9.28966,2.26634,11.9741,-4.61458,-13.226,8.72506
UID_20_22_1_all-13,-155.346,82.5267,-34.1914,43.991,10.9831,-8.79295,31.7653,-29.4099,-4.46756,-3.10406,-22.7949
UID_20_22_2_all-9,-73.2005,-44.0303,12.0885,-18.3287,-41.0308,20.0228,6.73507,6.74395,-6.75381,3.67919,-11.5019
UID_20_22_3_all-25,-187.713,10.6266,7.50922,53.0035,21.7405,-13.4975,-13.6654,-19.384,-8.20026,18.1083,-7.54288
UID_20_22_4_all-13,-121.493,13.435,2.0968,13.8109,-1.43014,8.27763,-3.76737,-2.82393,0.823808,-6.79026,-6.16193
