Contour,Area,allModel (normalized mode 1),allModel (normalized mode 2)
UID_50_27_4_all-24,27976.2,2.72688,1.06859
UID_50_27_5_all-15,35274.9,-0.423823,-0.036215
UID_50_27_6_all-26,43465.3,-0.571917,1.22449
UID_50_28_1_all-18,5433.8,2.89386,1.51004
UID_50_28_2_all-9,39904.8,-0.733466,0.0372187
UID_50_28_3_all-35,39647,-0.652094,0.273472
UID_50_28_4_all-15,35527.8,-0.444337,-0.120733
UID_50_28_5_all-32,45786.5,-0.755936,1.29832
UID_50_28_6_all-8,4648.92,2.98064,0.941849
UID_50_28_7_all-22,34443.4,-0.425883,-0.127216
UID_50_28_8_all-29,46647.6,-0.897719,0.895221
UID_50_29_1_all-17,44692.1,-0.704715,0.978205
UID_50_29_2_all-16,44421,-0.381406,1.29421
UID_50_29_3_all-13,36158.4,-0.573392,-0.235872
UID_50_29_4_all-14,25723.6,3.38465,-0.437283
UID_50_29_5_all-27,47129.7,-0.931248,0.724104
UID_50_29_6_all-5,31867.5,-0.403241,-0.662626
UID_50_29_7_all-14,41144.9,-0.778551,0.140105
UID_50_29_8_all-10,32512.1,-0.403992,-0.526031
UID_50_29_9_all-5,29166.2,-0.265354,-0.857023
UID_50_3_1_all-3,30261.6,-0.325501,-0.739288
UID_50_3_2_all-4,4973.97,3.28216,1.17467
UID_50_3_3_all-21,32479,-0.281931,-0.156339
UID_50_3_4_all-18,23339.5,1.70779,-0.657901
UID_50_3_5_all-7,33183.3,0.130301,0.362181
UID_50_3_6_all-10,8044.02,2.23822,-1.51909
UID_50_3_7_all-16,33666.1,-0.492036,-0.539205
UID_50_3_8_all-19,30050.9,-0.181447,-0.309649
UID_50_30_1_all-21,35268.2,-0.470221,-0.146418
UID_50_30_2_all-18,31508.1,-0.359919,-0.5565
UID_50_30_3_all-16,29103.3,-0.23054,-0.720059
UID_50_30_4_all-17,38181,-0.663596,-0.110357
UID_50_30_5_all-15,35314.4,-0.534113,-0.283195
UID_50_30_6_all-25,40284.1,-0.634403,0.429822
UID_50_30_7_all-26,45932.9,-0.889297,0.65982
UID_50_4_1_all-18,35982.8,-0.560372,-0.217818
UID_50_4_10_all-17,32743.2,-0.273538,0.0399963
UID_50_4_2_all-18,35710.6,-0.545191,-0.228603
UID_50_4_3_all-5,30085.5,-0.307746,-0.748118
UID_50_4_4_all-21,34339.8,-0.368837,-0.0504904
UID_50_4_5_all-27,43429.5,-0.75283,0.555982
UID_50_4_6_all-21,31825.5,-0.383519,-0.596311
UID_50_4_7_all-15,28245.8,-0.141453,-0.694026
UID_50_4_8_all-17,27259.1,-0.149975,-0.865781
UID_50_4_9_all-13,41294.1,-0.744707,0.304101
UID_50_5_1_all-25,41593.3,-0.690588,0.534495
UID_50_5_2_all-14,2718.79,3.31795,1.82883
UID_50_5_3_all-20,36302.6,-0.583143,-0.228653
UID_50_5_4_all-19,35446.1,-0.539827,-0.314482
UID_50_5_5_all-19,42482.8,0.205503,2.2266
UID_50_5_6_all-27,35279,-0.463755,-0.0369464
UID_50_5_7_all-19,37838.1,-0.638957,-0.0988369
UID_50_6_1_all-16,36661,-0.577287,-0.142355
UID_50_6_2_all-13,31314.6,-0.298783,-0.498788
UID_50_6_3_all-15,33929.6,-0.482388,-0.418792
UID_50_6_4_all-14,38803.3,-0.667782,0.0283557
UID_50_6_5_all-15,33640.9,-0.315848,0.184332
UID_50_6_6_all-20,40306,-0.442858,0.821007
UID_50_6_7_all-11,30871.9,-0.256123,-0.381964
UID_50_7_1_all-7,2535.12,2.31482,-0.874226
UID_50_7_10_all-19,30677.3,-0.330389,-0.68036
UID_50_7_2_all-7,25770.4,-0.0788296,-1.05756
UID_50_7_3_all-13,37480,-0.461948,0.383335
UID_50_7_4_all-25,32970.9,-0.280836,-0.0738442
UID_50_7_5_all-13,28414.9,-0.243491,-0.937536
UID_50_7_6_all-25,30309.5,-0.327913,-0.762371
UID_50_7_7_all-26,37370.2,-0.596232,-0.0338163
UID_50_7_8_all-20,34460.7,-0.499316,-0.378703
UID_50_7_9_all-14,26993.1,-0.147148,-0.979612
UID_50_8_1_all-17,35197.7,-0.549641,-0.33147
UID_50_8_2_all-25,40285.8,-0.704889,0.247501
UID_50_8_3_all-16,31524.9,-0.268774,-0.306815
UID_50_8_4_all-28,36320,-0.478059,0.212418
UID_50_8_5_all-12,33429.4,-0.30341,-0.0131958
UID_50_8_6_all-26,44095.5,-0.753924,0.63818
UID_50_8_7_all-7,35184.6,-0.49865,-0.223031
UID_50_8_8_all-10,27785,-0.15617,-0.721789
UID_50_9_1_all-13,28361.4,-0.206943,-0.838723
UID_50_9_2_all-7,44226,-0.811979,0.557361
UID_50_9_3_all-28,33375.4,-0.397234,-0.249571
UID_50_9_4_all-20,33515.5,-0.393731,-0.202623
UID_50_9_5_all-24,38782,-0.409884,0.993812
UID_50_9_6_all-20,41294.9,-0.377118,1.57269
UID_50_9_7_all-32,49050.7,-1.06164,0.678606
UID_52_1_1_all-5,38505.8,-0.538478,0.552921
UID_52_1_10_all-13,34141.5,-0.338806,0.199626
UID_52_1_11_all-5,30809.5,-0.313515,-0.627078
UID_52_1_12_all-13,28407.8,-0.145322,-0.58468
UID_52_1_13_all-7,30899.5,-0.310385,-0.586556
UID_52_1_14_all-4,35266.9,-0.487508,-0.120222
UID_52_1_15_all-19,34558.3,-0.470145,-0.176468
UID_52_1_2_all-18,34343.6,-0.473377,-0.278887
UID_52_1_3_all-12,27680,-0.0237069,-0.47848
UID_52_1_4_all-12,28809.7,-0.23492,-0.783827
UID_52_1_5_all-7,44974.9,-0.783425,1.00519
UID_52_1_6_all-11,30733.1,-0.2542,-0.369942
UID_52_1_7_all-14,29355.5,-0.181803,-0.505672
UID_52_1_8_all-18,28689.8,-0.188718,-0.676486
UID_52_1_9_all,32703.8,-0.349159,-0.26272
UID_52_10_1_all-15,34337.6,-0.264269,0.244949
UID_52_10_10_all-2,47182.6,-0.788003,1.50152
UID_52_10_2_all-7,49041.5,-0.178666,2.7761
UID_52_10_3_all-13,33264.6,-0.416278,-0.418925
UID_52_10_4_all-13,35492.3,-0.347339,0.525811
UID_52_10_5_all-16,31589.4,-0.276885,-0.301557
UID_52_10_6_all-5,33776.4,-0.126128,0.639602
UID_52_10_7_all-10,5012.6,2.95127,-0.0986736
UID_52_10_8_all-6,39722.8,-0.615995,0.433357
UID_52_10_9_all-13,35298.2,-0.519459,-0.214012
UID_52_11_1_all-14,40762.1,-0.709415,0.321347
UID_52_11_2_all-6,28801.3,1.36872,0.747895
UID_52_11_3_all-15,37228.8,-0.484846,0.165726
UID_52_11_4_all-21,36368.8,-0.547232,-0.0526311
UID_52_11_5_all-23,33037.7,-0.285004,0.119664
UID_52_11_6_all-13,41233.1,0.0935107,2.31573
UID_52_11_7_all-17,36269.9,-0.419255,0.361887
UID_52_12_1_all-22,31846.2,-0.132579,0.138937
UID_52_12_10_all-5,33640.7,-0.239782,-0.18663
UID_52_12_11_all-11,34345.3,0.554666,0.185993
UID_52_12_13_all-16,33888.5,-0.108711,0.786653
UID_52_12_2_all-17,33370.6,-0.220009,0.591164
UID_52_12_3_all-15,11044.6,1.88447,0.959933
UID_52_12_4_all-17,36915.2,-0.547574,0.102015
UID_52_12_5_all-14,33073.7,-0.387279,-0.253909
UID_52_12_6_all-17,29920.9,-0.143021,-0.164252
UID_52_12_7_all-20,31275.3,-0.232847,-0.281192
UID_52_12_8_all-10,33253.7,0.0575881,0.887488
UID_52_12_9_all-18,31306.8,-0.227552,-0.0649592
UID_52_13_1_all-8,32332.8,-0.267281,-0.091753
UID_52_13_10_all-13,23386.7,0.111387,-1.21353
UID_52_13_11_all-10,35664.7,-0.398965,0.129698
UID_52_13_12_all-4,36418.9,-0.389707,0.136772
UID_52_13_13_all-16,24864.9,0.048807,-0.849959
UID_52_13_14_all-20,27396.2,0.121732,0.0640804
UID_52_13_15_all-10,19111.3,1.94273,-0.94502
UID_52_13_16_all-5,40590.2,-0.159631,2.52143
UID_52_13_17_all-7,27625.2,-0.0535953,-0.429714
UID_52_13_18_all-8,42476.2,0.560541,2.86569
UID_52_13_19_all-4,1464.3,1.92968,-4.26612
UID_52_13_2_all-9,30730.7,0.047849,0.85963
UID_52_13_20_all-6,48116.8,-0.577195,2.3933
UID_52_13_21_all-10,32186.3,-0.257474,0.0777657
UID_52_13_3_all-5,33228.2,-0.132637,0.986796
UID_52_13_4_all,31114.5,0.0187996,-0.212063
UID_52_13_5_all-8,38835.4,-0.359037,1.23587
UID_52_13_6_all-3,41346.7,0.415352,2.36797
UID_52_13_7_all-11,35086.7,0.063547,1.55468
UID_52_13_8_all-4,36531.1,-0.340397,0.668854
UID_52_13_9_all-6,30966.3,-0.106353,-0.207469
UID_52_14_1_all-4,37959.3,-0.410584,0.408619
UID_52_14_10_all-16,24523,0.0326284,-1.00862
UID_52_14_11_all-10,32072.3,-0.234559,0.216844
UID_52_14_12_all-13,27719.4,-0.0664399,-0.506113
UID_52_14_2_all-9,29047.1,-0.198837,-0.624139
UID_52_14_3_all-8,46158.1,-0.521021,1.94568
UID_52_14_4_all,34399.8,-0.235819,0.25708
UID_52_14_5_all-12,28913.1,2.64707,0.0142762
UID_52_14_6_all-17,25520,-0.0661082,-1.11334
UID_52_14_7_all-5,38409.8,-0.114069,0.783099
UID_52_14_8_all-13,26362.7,-0.0135476,-0.698595
UID_52_14_9_all-5,36459.9,0.0832661,1.33987
UID_52_15_1_all-14,48395.3,-0.635144,1.28327
UID_52_15_10_all-7,27880.8,-0.0610028,-0.810416
UID_52_15_11_all-4,30714.5,-0.109644,0.0642529
UID_52_15_12_all-12,29606.6,-0.229327,-0.56385
UID_52_15_13_all-5,31608.8,-0.14145,0.227394
UID_52_15_14_all-9,36466.5,-0.268719,0.699552
UID_52_15_15_all-7,32913.3,-0.393258,-0.406226
UID_52_15_16_all-13,30530.2,-0.292263,-0.57444
UID_52_15_17_all-2,46242.8,-0.490096,2.38997
UID_52_15_18_all-10,20110.8,1.24185,-1.02507
UID_52_15_19_all-4,30476.5,-0.18804,-0.0783493
UID_52_15_2_all-11,26764.7,-0.0307351,-0.64356
UID_52_15_20_all-15,40155.3,-0.695616,0.230697
UID_52_15_21_all-15,30628.3,-0.0353662,0.0967597
UID_52_15_22_all-11,28607.7,-0.145768,-0.664621
UID_52_15_3_all-14,41602.8,0.139994,2.14266
UID_52_15_4_all-7,14297.9,1.80808,-1.23654
UID_52_15_5_all-17,27891.7,-0.0641645,-0.463826
UID_52_15_6_all-5,33872.4,-0.335489,0.0520762
UID_52_15_7_all-8,40452.7,-0.627435,0.562947
UID_52_15_8_all-3,19466.2,1.09749,-0.606908
UID_52_15_9_all-6,28012.7,-0.0843723,-0.334784
UID_52_16_1_all-11,34001.7,1.02512,0.854305
UID_52_16_10_all-2,10400.2,0.913772,-2.69965
UID_52_16_11_all-11,40544.1,-0.574102,0.679324
UID_52_16_12_all-3,36902.4,-0.50447,0.175459
UID_52_16_2_all-8,22686.1,0.0903797,-1.31223
UID_52_16_3_all-2,26906.3,0.444346,-0.149538
UID_52_16_4_all,31962.3,-0.404298,-0.634207
UID_52_16_5_all-4,27922.9,-0.140079,-0.616215
UID_52_16_6_all-13,30601.8,-0.293905,-0.576679
UID_52_16_7_all-5,29221.4,-0.252432,-0.773651
UID_52_16_8_all-4,27035.5,0.320894,-0.0993168
UID_52_16_9_all-6,18087.1,2.10872,-0.264061
UID_52_17_1_all-3,37181,-0.520303,0.190926
UID_52_17_10_all-7,42913.6,-0.755764,0.380579
UID_52_17_11_all-10,28524,0.344497,0.579163
UID_52_17_12_all-19,10232.2,2.83713,-1.73461
UID_52_17_13_all-2,39109,-0.307451,1.54151
UID_52_17_2_all-3,32062.6,-0.272489,-0.0131669
UID_52_17_3_all-11,24546.5,-0.0201577,-1.17074
UID_52_17_4_all-16,23352.8,0.302154,-0.76021
UID_52_17_5_all-11,29522.6,-0.102067,-0.0234257
UID_52_17_6_all-15,26811.1,-0.113497,-0.874331
UID_52_17_7_all-13,26380.5,0.168238,-0.296436
UID_52_17_8_all,36088.6,1.09009,1.89317
UID_52_17_9_all-2,34310.7,-0.209862,-0.259089
UID_52_18_1_all-16,27165.9,-0.1374,-0.84641
UID_52_18_10_all-5,30557.9,-0.112813,0.113229
UID_52_18_11_all-4,34262.9,-0.440643,-0.242196
UID_52_18_12_all-4,27832.3,-0.180043,-0.882323
UID_52_18_13_all-16,24651.7,0.121465,-0.516307
UID_52_18_14_all-8,33960.1,0.0583602,1.11401
UID_52_18_15_all,38748.5,-0.0949916,1.72845
UID_52_18_2_all-16,24785,-0.026938,-1.17394
UID_52_18_3_all-2,36175.7,-0.585036,-0.271807
UID_52_18_4_all-4,43173.3,-0.796283,0.352688
UID_52_18_5_all-10,30494.1,0.172295,0.661143
UID_52_18_6_all-3,39706.5,-0.348546,1.57049
UID_52_18_7_all-8,28579.4,-0.197177,-0.715777
UID_52_18_8_all-12,46993.8,-0.247124,2.00059
UID_52_18_9_all-6,30626.8,-0.206327,-0.148104
UID_52_19_1_all-11,43314.5,-0.810795,0.441322
UID_52_19_10_all-5,31510.3,-0.262423,-0.138535
UID_52_19_11_all-11,22772.9,1.853,-0.512957
UID_52_19_2_all-8,28121,-0.183144,-0.769769
UID_52_19_3_all-11,17128.2,2.06263,-0.78769
UID_52_19_4_all-8,30292.5,-0.20244,-0.226711
UID_52_19_5_all-4,42644,-0.343257,2.08364
UID_52_19_6_all-14,33138.5,0.116551,1.21144
UID_52_19_7_all-5,29767.1,-0.0460837,-0.190368
UID_52_19_8_all-3,35123.6,-0.494495,-0.21882
UID_52_19_9_all-6,31556.6,-0.265915,-0.46261
UID_52_2_1_all-22,32301.4,-0.392636,-0.509015
UID_52_2_10_all-9,29274.6,-0.218539,-0.618102
UID_52_2_2_all-14,29445.3,-0.177522,-0.432029
UID_52_2_3_all-17,22373.4,2.42784,-1.71069
UID_52_2_4_all,38077.3,-0.520498,0.526268
UID_52_2_5_all-11,34369.4,-0.476686,-0.290599
UID_52_2_6_all-13,27838.7,-0.0259568,-0.44502
UID_52_2_7_all-5,45720.3,-0.801426,1.07964
UID_52_2_8_all-13,31191.2,-0.274109,-0.337493
UID_52_2_9_all-13,29701.1,-0.189214,-0.450029
UID_52_20_1_all-8,37265.2,-0.183244,0.984198
UID_52_20_10_all,35835.5,-0.427209,0.167653
UID_52_20_11_all-4,33640.6,0.205095,1.27113
UID_52_20_12_all-9,33044.1,-0.325345,0.0216962
UID_52_20_13_all-7,29914.2,-0.281911,-0.714281
UID_52_20_14_all-19,46430.7,-0.876169,0.996016
UID_52_20_15_all-24,34983.5,-0.24161,0.555668
UID_52_20_16_all,41966.8,-0.537967,0.858801
UID_52_20_17_all-8,42383.6,-0.772099,0.388528
UID_52_20_18_all-2,47974.4,-0.507343,2.81749
UID_52_20_2_all-11,30199.7,-0.264229,-0.616475
UID_52_20_3_all-7,31526.2,-0.354523,-0.525508
UID_52_20_4_all-15,27963.7,-0.127222,-0.663162
UID_52_20_5_all-7,29605.9,-0.2746,-0.749308
UID_52_20_6_all-17,28196,-0.216081,-0.930492
UID_52_20_7_all-7,39336.6,-0.360304,1.54682
UID_52_20_8_all-15,25760.1,0.83028,-0.130607
UID_52_20_9_all-9,29203.9,-0.171662,-0.41689
UID_52_21_1_all-6,36636.2,0.0414798,1.32966
UID_52_21_10_all-7,38691.9,-0.667256,-0.0092345
UID_52_21_11_all-3,32779.4,-0.402262,-0.449424
UID_52_21_12_all-10,22293.4,1.87422,-0.332288
UID_52_21_2_all-11,29599.3,0.503443,0.224606
UID_52_21_3_all-12,32052.4,-0.11694,0.0971483
UID_52_21_4_all-12,33125.2,-0.301863,0.0594461
UID_52_21_5_all-14,25197.2,1.71965,-0.619901
UID_52_21_6_all-12,38885.7,-0.611366,0.297881
UID_52_21_7_all-5,34003,-0.341153,0.0705166
UID_52_21_8_all-9,28316.1,-0.206143,-0.812546
UID_52_21_9_all-17,30947,-0.219317,-0.138355
UID_52_22_1_all-11,47272.5,-0.413732,2.05034
UID_52_22_10_all-3,44041.9,-0.402748,2.42871
UID_52_22_11_all-9,25164,0.545887,-0.316872
UID_52_22_2_all-14,32396.6,-0.280906,-0.21401
UID_52_22_3_all-9,21717.5,1.75585,0.210202
UID_52_22_4_all-7,32039.6,-0.327631,-0.556094
UID_52_22_5_all-7,29695.5,-0.256928,-0.696311
UID_52_22_6_all,31175.7,-0.346929,-0.588602
UID_52_22_7_all-11,27795.6,-0.104372,-0.605108
UID_52_22_8_all-3,29507.1,-0.25871,-0.728135
UID_52_22_9_all-7,27816.7,-0.208728,-0.99132
UID_52_23_1_all-15,48077.5,-0.445871,2.01604
UID_52_23_10_all-21,28378,-0.084659,-0.379327
UID_52_23_11_all-13,30011.9,-0.283787,-0.691788
UID_52_23_12_all-9,28426,-0.231899,-0.927833
UID_52_23_13_all-9,44648.1,-0.437335,2.53896
UID_52_23_14_all-21,27273.1,-0.115805,-0.83352
UID_52_23_2_all-21,34336.4,-0.328,0.137444
UID_52_23_3_all-14,33089.5,-0.383869,-0.270637
UID_52_23_4_all-7,19339,1.6174,-1.34513
UID_52_23_5_all-14,32199.7,-0.353926,-0.553187
UID_52_23_6_all-9,33163.8,-0.459992,-0.538314
UID_52_23_7_all-11,30386.5,-0.246146,-0.555413
UID_52_23_8_all-11,32166.1,-0.381063,-0.469218
UID_52_23_9_all-17,31082.9,-0.10231,0.0722911
UID_52_24_1_all-9,30494.9,0.431324,0.778711
UID_52_24_10_all-11,34876.3,-0.273022,0.533942
UID_52_24_11_all,42679.4,-0.532886,1.04891
UID_52_24_12_all-9,42259.8,-0.761026,0.392937
UID_52_24_2_all-8,5103.12,1.96097,-2.04139
UID_52_24_3_all-14,27336.3,-0.126223,-0.856319
UID_52_24_4_all-10,25738.8,0.526029,-0.279219
UID_52_24_5_all,35982.1,-0.439838,0.171417
UID_52_24_6_all-3,36435.4,0.12972,1.62055
UID_52_24_7_all-5,32864.5,-0.315575,0.00118161
UID_52_24_8_all-5,30055.2,-0.273379,-0.660876
UID_52_24_9_all-9,46453.3,-0.87716,1.00522
UID_52_25_1_all-13,31548.4,-0.236811,-0.0380012
UID_52_25_10_all-6,35152.5,-0.440813,0.0111866
UID_52_25_11_all-3,31132.2,-0.345547,-0.584434
UID_52_25_12_all-8,30882.7,-0.0826209,0.0984336
UID_52_25_13_all-11,28126.3,-0.0600726,-0.361866
UID_52_25_14_all-6,29455.3,-0.254943,-0.726875
UID_52_25_15_all-10,28259,-0.224328,-0.93516
UID_52_25_16_all-9,39739.6,-0.38671,1.58163
UID_52_25_17_all-14,26965.5,-0.108378,-0.890654
UID_52_25_18_all-7,25965.4,0.742373,-0.116922
UID_52_25_2_all-6,38764,-0.67635,-0.0311842
UID_52_25_3_all-6,32927.8,-0.200088,0.161449
UID_52_25_4_all-6,32671.5,-0.392129,-0.445203
UID_52_25_5_all-10,32290.4,-0.348437,-0.338278
UID_52_25_6_all-3,19229.3,2.1449,-1.07637
UID_52_25_7_all-9,31172.1,-0.30014,-0.60103
UID_52_25_8_all-10,32301.6,-0.415207,-0.587904
UID_52_25_9_all-12,29828.5,-0.255336,-0.674165
UID_52_26_1_all-9,29524.1,-0.184593,-0.479946
UID_52_26_10_all-7,29230.9,-0.211095,-0.599418
UID_52_26_11_all-10,38115.6,-0.586388,0.209532
UID_52_26_12_all-12,36452.5,-0.260516,0.67172
UID_52_26_13_all-6,27981.2,-0.191424,-0.840467
UID_52_26_14_all-16,30884.6,-0.19663,0.00861989
UID_52_26_15_all-4,38293.2,-0.655654,-0.0593509
UID_52_26_16_all-9,32191.5,-0.171219,0.0777161
UID_52_26_2_all-16,32382.8,-0.244055,0.253505
UID_52_26_3_all-8,31379.8,-0.170903,-0.247467
UID_52_26_4_all-4,10799.1,2.65775,-2.38128
UID_52_26_5_all-5,36745.7,0.444059,2.83436
UID_52_26_6_all-8,24370.9,0.0399347,-1.05951
UID_52_26_7_all-13,32525.8,-0.274331,0.0116582
UID_52_26_8_all-18,36709,0.028733,1.05143
UID_52_26_9_all-4,24421.5,0.918684,1.48654
UID_52_27_1_all-8,28781.3,-0.0888728,-0.242503
UID_52_27_10_all-9,31097.5,2.44106,0.602858
UID_52_27_11_all-7,29482.2,-0.0573343,0.111276
UID_52_27_12_all-11,26820.7,0.0241285,-0.345
UID_52_27_2_all-10,27732,-0.0763498,-0.614062
UID_52_27_3_all,42274.2,-0.645711,0.880557
UID_52_27_4_all-13,32332,-0.0441116,1.06759
UID_52_27_5_all-8,29386.9,-0.216915,-0.605808
UID_52_27_6_all-4,33228.7,0.549498,1.75867
UID_52_27_7_all-2,43095.3,0.126248,2.30472
UID_52_27_8_all,34129.4,-0.377335,-0.166842
UID_52_27_9_all-4,37916,-0.393106,0.317529
UID_52_28_1_all-12,27341.2,-0.0923547,-0.685364
UID_52_28_10_all-7,32542,-0.123285,0.814905
UID_52_28_11_all-2,31342.7,0.0822631,0.180259
UID_52_28_12_all-6,39659,-0.441996,1.23848
UID_52_28_13_all-3,36659.7,-0.332253,0.699168
UID_52_28_14_all-15,29682,-0.0791891,0.16144
UID_52_28_15_all-4,37084.7,-0.353751,0.296344
UID_52_28_2_all-9,31322.6,-0.337783,-0.509944
UID_52_28_3_all-11,30837.2,-0.204593,-0.104732
UID_52_28_4_all-12,19469.8,2.4769,-0.458116
UID_52_28_5_all-19,28208.3,0.277083,-0.389501
UID_52_28_6_all-8,34141.2,0.429721,0.152523
UID_52_28_7_all-8,37175.6,-0.210157,0.771363
UID_52_28_8_all-12,30448.5,0.0722844,0.825564
UID_52_28_9_all,45926.1,-0.456054,1.64984
UID_52_29_1_all-13,32395.1,-0.0683859,0.247093
UID_52_29_10_all-13,3972.34,2.0864,-2.88536
UID_52_29_2_all-10,34413.4,-0.44742,-0.138076
UID_52_29_3_all-16,33346.7,0.513096,0.304538
UID_52_29_4_all-3,41288.1,-0.326779,0.979533
UID_52_29_5_all-16,32601.2,-0.186077,0.543272
UID_52_29_6_all-6,36046.3,-0.526644,-0.00820925
UID_52_29_7_all-8,32474.5,0.138806,0.352681
UID_52_29_8_all-8,27757.7,-0.110628,-0.627663
UID_52_29_9_all-16,24051.6,1.44383,-0.376752
UID_52_3_1_all-15,27754.5,-0.11163,-0.6872
UID_52_3_2_all-9,25977.6,0.390637,-0.547287
UID_52_3_3_all-3,34185.3,-0.37963,0.0254472
UID_52_3_4_all-6,30490.7,-0.25114,-0.445222
UID_52_3_5_all-19,31820.4,-0.281836,-0.359064
UID_52_3_6_all-5,38391.9,-0.242856,1.25753
UID_52_3_7_all-19,27126.5,-0.173259,-1.03913
UID_52_3_8_all-2,41728.4,-0.48808,1.53307
UID_52_3_9_all-4,34699.9,-0.395944,0.195074
UID_52_30_1_all-8,28275.5,1.93083,0.0460687
UID_52_30_2_all-10,37489.5,-0.521602,0.122499
UID_52_30_3_all-9,34839.3,-0.386625,0.127884
UID_52_30_4_all-17,36641.5,-0.403237,0.48056
UID_52_30_5_all-5,43090.9,-0.730265,0.748007
UID_52_30_6_all-13,33266.4,-0.365112,-0.0869837
UID_52_31_1_all-10,47817.4,-0.37828,2.02033
UID_52_31_2_all-21,33187.4,-0.407125,-0.413289
UID_52_31_3_all-11,37159.6,-0.482792,0.435958
UID_52_31_4_all-3,39686.9,-0.607647,0.443751
UID_52_31_5_all-3,46858,-0.783443,1.45901
UID_52_31_6_all-6,35979.9,-0.384285,0.242602
UID_52_32_1_all-5,45766.6,-0.390638,2.1236
UID_52_32_2_all-2,39990.8,-0.572718,0.451725
UID_52_32_3_all-19,36349.1,-0.426318,0.217638
UID_52_32_4_all-3,40188.5,-0.579575,0.747206
UID_52_32_5_all-4,40436.4,-0.575154,0.602944
UID_52_33_1_all-16,24783.1,-0.0489415,-1.25858
UID_52_33_10_all-2,35454.1,-0.20466,0.937637
UID_52_33_11_all,40911.8,-0.640085,0.363777
UID_52_33_2_all,32216.6,-0.384463,-0.532606
UID_52_33_3_all,31342.7,-0.285575,-0.324494
UID_52_33_4_all-2,28823.7,-0.193912,-0.678199
UID_52_33_5_all-2,40063.6,-0.0652074,1.46339
UID_52_33_6_all-6,28373.1,-0.205217,-0.811571
UID_52_33_7_all,32270.7,-0.393445,-0.494548
UID_52_33_8_all-6,25340.5,1.75986,-0.0626939
UID_52_33_9_all,40000.5,-0.603593,0.446446
UID_52_34_1_all-3,39918.1,-0.580516,0.490129
UID_52_34_10_all-14,39050.8,-0.503668,0.872485
UID_52_34_2_all-11,39781.1,0.0466935,2.24856
UID_52_34_3_all-19,30534.6,-0.300972,-0.640218
UID_52_34_4_all-3,35473,-0.48869,-0.107864
UID_52_34_5_all-15,13407.5,2.27656,-0.679072
UID_52_34_6_all-5,39396.9,-0.521051,0.811698
UID_52_34_7_all-19,34653.9,0.0064044,1.43648
UID_52_34_8_all,33624.2,-0.396881,-0.158632
UID_52_34_9_all-13,26327.9,-0.0927369,-0.905534
UID_52_35_1_all-11,46535.7,-0.898797,0.805031
UID_52_35_2_all-9,43851.4,-0.251772,2.16054
UID_52_35_3_all-5,44488.8,-0.675696,1.18428
UID_52_36_1_all-18,31134.7,-0.290091,-0.422578
UID_52_36_2_all-14,30136.9,-0.287362,-0.718778
UID_52_36_4_all-14,37450.3,-0.1623,0.732407
UID_52_36_5_all-9,39641.4,-0.316763,1.58699
UID_52_36_6_all-4,36419.2,-0.343395,0.720496
UID_52_36_7_all-8,34481.6,-0.408322,-0.285607
UID_52_37_1_all-5,26865.9,-0.0419931,-0.664551
UID_52_37_10_all-7,40984.3,-0.212756,1.92305
UID_52_37_2_all-5,28515.4,-0.191862,-0.719353
UID_52_37_3_all-12,30481.5,-0.165606,-0.139839
UID_52_37_4_all-17,34660.1,-0.426149,-0.065855
UID_52_37_5_all-15,25390.1,1.29538,-1.21357
UID_52_37_6_all-20,32675.2,-0.342746,-0.214647
UID_52_37_7_all-4,32826.1,-0.161135,0.959621
UID_52_37_8_all-12,29007.3,-0.183204,-0.660328
UID_52_37_9_all-12,32603.1,-0.124568,0.616637
UID_52_4_1_all-11,37698.6,-0.624517,-0.123807
UID_52_4_2_all-13,25244.9,2.07324,-0.29609
UID_52_4_3_all-14,36930.1,-0.52738,0.103699
UID_52_4_4_all-19,31640,-0.30272,-0.411096
UID_52_5_1_all-2,34506.6,-0.313082,0.462036
UID_52_5_2_all-2,36800.7,-0.411703,0.321796
UID_52_5_3_all,39303.9,-0.511125,0.705669
UID_52_5_4_all-4,42091.8,-0.479925,0.723657
UID_52_5_5_all,42786.1,-0.714124,0.81767
UID_52_5_6_all,48817.6,-0.285016,3.13101
UID_52_6_1_all,243.677,2.17097,-5.67495
UID_52_6_2_all-12,29218.2,-0.243221,-0.741546
UID_52_8_1_all-20,29837.6,0.94925,0.275232
UID_52_8_10_all-9,13924.1,1.94998,-1.0767
UID_52_8_11_all-3,35563.1,-0.419083,0.330988
UID_52_8_12_all-7,44669.9,-0.501334,1.22815
UID_52_8_13_all-17,40306.5,-0.324456,0.813828
UID_52_8_14_all-29,41910.7,-0.638386,0.859878
UID_52_8_2_all-17,29701.9,-0.23074,-0.587206
UID_52_8_3_all-13,43184,-0.625346,1.19659
UID_52_8_4_all-7,9565.57,2.50688,0.721489
UID_52_8_5_all-19,28903.5,-0.224195,-0.736003
UID_52_8_6_all-18,42646,-0.124092,2.84331
UID_52_8_7_all-13,7176.21,1.87887,0.242646
UID_52_8_8_all-21,20646,1.96622,-0.138271
UID_52_8_9_all,41037.4,-0.650373,0.504551
UID_52_9_1_all-17,40672.4,-0.35449,0.979243
UID_52_9_10_all-13,41387.4,-0.341523,0.716484
UID_52_9_2_all-19,42018.1,-0.649744,0.85991
UID_52_9_3_all-3,41657,-0.565756,0.880475
